# Scalar ASCII output created by CarpetIOScalar
# created on malvi-BOHK-WAX9X by malvi on Jul 12 2025 at 23:53:34+0200
# parameter filename: "./TOV_example.par"
# Build ID: build-sim-malvi-BOHK-WAX9X-malvi-2025.07.12-13.11.05-262947
# Simulation ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-21.53.24-502534
# Run ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-21.53.24-502534
#
# ML_BSSN::M1 (ml_bssn-ml_mom)
# 1:iteration 2:time 3:data
# data columns: 3:M1 4:M2 5:M3
41984 41 1.26011425956326e-06 1.26264991505388e-06 1.26473652893825e-06
42496 41.5 1.2775979887563e-06 1.28181473160065e-06 1.28454016232735e-06
43008 42 1.29828153232266e-06 1.30192913462841e-06 1.30496950156214e-06
43520 42.5 1.31261507567672e-06 1.31472801332074e-06 1.31719411026873e-06
44032 43 1.32233340491607e-06 1.32326454698858e-06 1.32501425103461e-06
44544 43.5 1.2991278849446e-06 1.30208382685475e-06 1.30448427456933e-06
45056 44 1.28358098807425e-06 1.28838748773302e-06 1.2917042037959e-06
45568 44.5 1.27644992272624e-06 1.27928250269829e-06 1.28156204401895e-06
46080 45 1.27677105305697e-06 1.27929779361742e-06 1.28205399843028e-06
46592 45.5 1.26097098035289e-06 1.26571739789249e-06 1.26971950030091e-06
47104 46 1.26424647405676e-06 1.26880806471253e-06 1.27268753315843e-06
47616 46.5 1.27998079333177e-06 1.28226221126932e-06 1.28486783559232e-06
48128 47 1.30166193079633e-06 1.30386347249052e-06 1.30675218263162e-06
48640 47.5 1.31038502792233e-06 1.31303625859668e-06 1.31579282750976e-06
49152 48 1.31724974292472e-06 1.3200582957688e-06 1.32260114356276e-06
49664 48.5 1.32022455927334e-06 1.32179587614146e-06 1.32537411325382e-06
50176 49 1.30717183444616e-06 1.30909425430017e-06 1.3119543379996e-06
50688 49.5 1.31047925512048e-06 1.31319021567333e-06 1.31660922792834e-06
51200 50 1.32140169485823e-06 1.32314011878312e-06 1.32633387231337e-06
51712 50.5 1.33236909063815e-06 1.33408982626605e-06 1.33701499102375e-06
52224 51 1.35147335630629e-06 1.35374300049163e-06 1.35735313848061e-06
52736 51.5 1.38293996335293e-06 1.38726014447007e-06 1.39225379067282e-06
53248 52 1.39055596532177e-06 1.39409517392028e-06 1.39804881373927e-06
53760 52.5 1.39547005706867e-06 1.39732961854449e-06 1.4006136369339e-06
54272 53 1.41516704403258e-06 1.41655990284838e-06 1.42011388492779e-06
54784 53.5 1.42168268563147e-06 1.42413784329574e-06 1.42727501655085e-06
55296 54 1.42913010527218e-06 1.43238812311064e-06 1.43615324477046e-06
55808 54.5 1.43560238973076e-06 1.43755774445687e-06 1.44147039400116e-06
56320 55 1.44585901796057e-06 1.4475460286036e-06 1.45190237615789e-06
56832 55.5 1.45112748378321e-06 1.4541313382679e-06 1.46003132232221e-06
57344 56 1.49211949203294e-06 1.49598588934393e-06 1.50114580583354e-06
57856 56.5 1.52531602134808e-06 1.53035031210119e-06 1.53756082058957e-06
58368 57 1.54157989846336e-06 1.54331879964667e-06 1.54820357358227e-06
58880 57.5 1.53868250714816e-06 1.53917506037969e-06 1.54312249747982e-06
59392 58 1.53345433064747e-06 1.53411449262354e-06 1.53594869071436e-06
59904 58.5 1.50601859693557e-06 1.5070702724218e-06 1.51029057206092e-06
60416 59 1.50746652482049e-06 1.50906428821538e-06 1.51334547164948e-06
60928 59.5 1.5082700931065e-06 1.51149168578843e-06 1.5174397887719e-06
61440 60 1.55404214276797e-06 1.55497930682007e-06 1.56016280659906e-06
61952 60.5 1.59275114810156e-06 1.59435021828256e-06 1.59974107361682e-06
62464 61 1.61415548083204e-06 1.61567867088704e-06 1.62078723290296e-06
62976 61.5 1.62403505047243e-06 1.62519571718338e-06 1.62869963055999e-06
63488 62 1.62507501568253e-06 1.62454668194986e-06 1.62685032881821e-06
64000 62.5 1.65177020861127e-06 1.6502504438391e-06 1.65236383118582e-06
64512 63 1.639299611609e-06 1.63763732506804e-06 1.64073457850983e-06
65024 63.5 1.6244877540711e-06 1.62296432373254e-06 1.62476749646553e-06
65536 64 1.60338761533986e-06 1.59975892441322e-06 1.59980886624985e-06
66048 64.5 1.60845400490841e-06 1.60430689833756e-06 1.6029195108984e-06
66560 65 1.61242352318924e-06 1.60846602901086e-06 1.60943409936865e-06
67072 65.5 1.61544260612697e-06 1.61168356797119e-06 1.61198581489316e-06
67584 66 1.59481547452583e-06 1.59373623813708e-06 1.59579138638937e-06
68096 66.5 1.58955177275096e-06 1.58709934178341e-06 1.58749932202831e-06
68608 67 1.56622021512282e-06 1.56519178150379e-06 1.56644442596081e-06
69120 67.5 1.58325215978886e-06 1.58149560567409e-06 1.58061621726875e-06
69632 68 1.57353743571236e-06 1.56960578432609e-06 1.56793467708343e-06
70144 68.5 1.53082316048369e-06 1.53148226481025e-06 1.53277051871745e-06
70656 69 1.49992999477417e-06 1.49960609033805e-06 1.49949316443039e-06
71168 69.5 1.48223498702497e-06 1.47707285260169e-06 1.4736489859199e-06
71680 70 1.43240906357067e-06 1.42957060721534e-06 1.42771130814573e-06
72192 70.5 1.41768347078946e-06 1.41304568193978e-06 1.41037027537682e-06
72704 71 1.42207408744701e-06 1.41604314300268e-06 1.4133554339833e-06
73216 71.5 1.40284776414334e-06 1.39651063165552e-06 1.39343882722499e-06
73728 72 1.3612285515853e-06 1.35599925216272e-06 1.35175792954661e-06
74240 72.5 1.3212227242154e-06 1.31543701462885e-06 1.31169335515784e-06
74752 73 1.28753979923851e-06 1.28115318599933e-06 1.27643988364602e-06
75264 73.5 1.2672824547833e-06 1.26055226446046e-06 1.25590457140521e-06
75776 74 1.2540709754276e-06 1.24766822695294e-06 1.24297532207405e-06
76288 74.5 1.20727462737467e-06 1.20228027876696e-06 1.20022503864753e-06
76800 75 1.18071180444089e-06 1.17828035076909e-06 1.17663539211217e-06
77312 75.5 1.16943209870049e-06 1.16515163456805e-06 1.16186790152511e-06
77824 76 1.14122942905984e-06 1.13680300319992e-06 1.13315979451225e-06
78336 76.5 1.09201653371878e-06 1.0869196385566e-06 1.08328957719175e-06
78848 77 1.0591017756841e-06 1.05443134869447e-06 1.05142446358541e-06
79360 77.5 1.04305677878358e-06 1.03598321416108e-06 1.03157341140883e-06
79872 78 1.01480685698714e-06 1.00932436134424e-06 1.00547434895582e-06
80384 78.5 9.98881601504292e-07 9.93042326966867e-07 9.88343643400264e-07
80896 79 9.82583726998663e-07 9.75527111773979e-07 9.70011030884778e-07
81408 79.5 9.52346826200507e-07 9.47094403448205e-07 9.43285742500908e-07
81920 80 9.34141052917961e-07 9.28313116927955e-07 9.23407892400349e-07
82432 80.5 9.1878880848823e-07 9.12020076099076e-07 9.06640482540676e-07
82944 81 9.03919089474436e-07 8.95097228570187e-07 8.8857636372758e-07
83456 81.5 8.7444792686272e-07 8.65265812212123e-07 8.58819265172497e-07
83968 82 8.59286108063617e-07 8.5315673620915e-07 8.47487879180829e-07
84480 82.5 8.43630442002412e-07 8.3886930843081e-07 8.33868417605231e-07
84992 83 8.43686161352387e-07 8.37931491532073e-07 8.31140713294763e-07
85504 83.5 8.37296883517716e-07 8.31124046923491e-07 8.24953611832789e-07
86016 84 8.03091762569765e-07 7.97713968251067e-07 7.92765767888039e-07
86528 84.5 7.67965146717642e-07 7.62147666955244e-07 7.55990569006641e-07
87040 85 7.58205712087981e-07 7.51997842681472e-07 7.45512082888898e-07
87552 85.5 7.4943983866971e-07 7.43994253471389e-07 7.37975921888449e-07
88064 86 7.24672605576866e-07 7.18252842457208e-07 7.12275484950623e-07
88576 86.5 7.22176884115818e-07 7.13543407819364e-07 7.06974218288812e-07
89088 87 7.08613602063821e-07 7.0075462998981e-07 6.947574859864e-07
89600 87.5 7.02788417268331e-07 6.94893077239217e-07 6.88949637096959e-07
90112 88 7.04514932000346e-07 6.97136186915382e-07 6.92142099562851e-07
90624 88.5 7.19333544666319e-07 7.11071973045305e-07 7.05281416875988e-07
91136 89 7.11351393289423e-07 7.03001593571003e-07 6.95583663864486e-07
91648 89.5 7.06391469101957e-07 6.99676562982944e-07 6.9340646636625e-07
92160 90 7.06221910187509e-07 6.99307267594391e-07 6.93470398437401e-07
92672 90.5 7.05132358243247e-07 7.00856652121983e-07 6.96660565996393e-07
93184 91 7.06503486300562e-07 7.01211756141288e-07 6.95743537389454e-07
93696 91.5 7.12273100405159e-07 7.07170755995293e-07 7.01030262685749e-07
94208 92 7.17455740761746e-07 7.12529803367325e-07 7.0523459385539e-07
94720 92.5 7.0929350678045e-07 7.03725226556463e-07 6.98105513628676e-07
95232 93 6.96832176728583e-07 6.92937571900922e-07 6.88646089159141e-07
95744 93.5 6.90188406737644e-07 6.85260724070312e-07 6.80703753789342e-07
96256 94 6.84162799324903e-07 6.80598807050888e-07 6.76955469223435e-07
96768 94.5 6.87701189615589e-07 6.85784874501392e-07 6.83420741173465e-07
97280 95 6.82616947420956e-07 6.78959506065588e-07 6.75152013856821e-07
97792 95.5 6.66529527476702e-07 6.63438349832501e-07 6.59619974474594e-07
98304 96 6.65916844910028e-07 6.63477452838886e-07 6.5989370254045e-07
98816 96.5 6.69028526056127e-07 6.6611292767166e-07 6.61056232055369e-07
99328 97 6.54761948908515e-07 6.51574386955143e-07 6.46361532228568e-07
99840 97.5 6.55574532362318e-07 6.51683796011829e-07 6.46422812419927e-07
100352 98 6.55814923018292e-07 6.53182904805006e-07 6.47417675089911e-07
100864 98.5 6.41142195683529e-07 6.37399898158942e-07 6.32641447361134e-07
101376 99 6.27832465733904e-07 6.23548296492054e-07 6.19261200145115e-07
101888 99.5 6.23219205141028e-07 6.20541059942721e-07 6.16996692831846e-07
102400 100 6.23690580015441e-07 6.21305854679508e-07 6.17091371718873e-07
102912 100.5 6.11698949120267e-07 6.10125877162402e-07 6.07344516367755e-07
103424 101 6.04610570875273e-07 6.02014297053611e-07 5.99402289446519e-07
103936 101.5 6.06116487953111e-07 6.03703581709057e-07 6.0148029248192e-07
104448 102 5.97875796857219e-07 5.96962868114186e-07 5.94832270452281e-07
104960 102.5 5.95946053893751e-07 5.96383945135268e-07 5.95887885278673e-07
105472 103 5.98786897172601e-07 5.98040615658071e-07 5.97981369872658e-07
105984 103.5 5.80670774489617e-07 5.80524848749743e-07 5.81080634184562e-07
106496 104 5.71542588513089e-07 5.72935495510136e-07 5.73553652923276e-07
107008 104.5 5.80838736311332e-07 5.81978147199717e-07 5.83742589382798e-07
107520 105 5.85478718919092e-07 5.87289772151652e-07 5.89831036201038e-07
108032 105.5 5.85103675019529e-07 5.8708640422786e-07 5.89306242528367e-07
108544 106 5.79743703217191e-07 5.81976421127813e-07 5.84338235866426e-07
109056 106.5 5.77231165089817e-07 5.76745322085139e-07 5.7773755686859e-07
109568 107 5.75257491804997e-07 5.75729346596375e-07 5.78945091867922e-07
110080 107.5 5.79624693327592e-07 5.79926323062264e-07 5.83750116653186e-07
110592 108 5.8229036060121e-07 5.82189093482617e-07 5.86204949318487e-07
111104 108.5 5.73561561616715e-07 5.74003417830753e-07 5.76490390427715e-07
111616 109 5.73068751999274e-07 5.74531870546928e-07 5.7740095914384e-07
112128 109.5 5.79522913738004e-07 5.8105307437295e-07 5.84333887744636e-07
112640 110 5.7868353555429e-07 5.76282845820571e-07 5.81426067663731e-07
113152 110.5 5.80929242305812e-07 5.75698118234437e-07 5.80407273412724e-07
113664 111 5.85283088838678e-07 5.77970394232335e-07 5.82968752516808e-07
114176 111.5 5.82287975339191e-07 5.76889402365874e-07 5.86085624455626e-07
114688 112 5.87047420688119e-07 5.77563597927767e-07 5.90973858158389e-07
115200 112.5 5.89900047403546e-07 5.80636676462038e-07 5.9101107434799e-07
115712 113 5.88044422214276e-07 5.81806375264581e-07 5.9160376126264e-07
116224 113.5 5.93188924646576e-07 5.82602690424297e-07 5.97864937916924e-07
116736 114 6.01739569254234e-07 5.900909583279e-07 6.03495840388478e-07
117248 114.5 6.02369625299853e-07 5.9257821650858e-07 6.05478957654234e-07
117760 115 6.00368592010311e-07 5.85416083094844e-07 6.02083978985813e-07
118272 115.5 6.04258189490816e-07 5.8344994086412e-07 5.9858848967604e-07
118784 116 6.05099895166543e-07 5.86185318626812e-07 5.9554647411441e-07
119296 116.5 5.94974899684736e-07 5.82258004386941e-07 5.95934563841861e-07
119808 117 6.00465784314491e-07 5.83853293078046e-07 6.02213456793173e-07
120320 117.5 6.05763880937416e-07 5.83886752617229e-07 6.09146389497767e-07
120832 118 6.07436456866797e-07 5.75514227332537e-07 5.97786250357115e-07
121344 118.5 6.11912045335602e-07 5.79726849299177e-07 6.00485983130715e-07
121856 119 6.21060065468117e-07 5.92868338266809e-07 6.11355327700419e-07
122368 119.5 6.26349302711041e-07 5.9969969540749e-07 6.22494524435087e-07
122880 120 6.25082741844228e-07 5.92323297225558e-07 6.21389479589443e-07
123392 120.5 6.3046025529188e-07 5.96377243041385e-07 6.18524108796925e-07
123904 121 6.36555128352738e-07 6.08719936707606e-07 6.35638554505381e-07
124416 121.5 6.51210703317722e-07 6.11605850814282e-07 6.40848496207627e-07
124928 122 6.56369650253924e-07 6.09063688197345e-07 6.42071050878527e-07
125440 122.5 6.53235983897732e-07 6.14298504401694e-07 6.40906728217086e-07
125952 123 6.55496570596724e-07 6.17784753704946e-07 6.49413805173998e-07
126464 123.5 6.59104314584264e-07 6.16958380998929e-07 6.53511001507655e-07
126976 124 6.55406863917525e-07 6.17983976953584e-07 6.52315480982049e-07
127488 124.5 6.57349555700375e-07 6.17540692432572e-07 6.53156222339111e-07
128000 125 6.6253115505037e-07 6.15165099810802e-07 6.51211831095913e-07
128512 125.5 6.7426864745159e-07 6.20349747649796e-07 6.57220230299818e-07
129024 126 6.76224427874197e-07 6.26385641636785e-07 6.63091581211216e-07
129536 126.5 6.71910086962266e-07 6.26314350084813e-07 6.63536653770195e-07
130048 127 6.82600298506485e-07 6.31554357944896e-07 6.71881667796254e-07
130560 127.5 6.94617799997332e-07 6.35556083312384e-07 6.79186164721283e-07
131072 128 7.06340892461659e-07 6.45485388428942e-07 6.86374629583935e-07
131584 128.5 7.07927926214957e-07 6.52386023704575e-07 6.92366432030683e-07
132096 129 7.17438319165012e-07 6.54456169219299e-07 6.93910445959867e-07
132608 129.5 7.26491808021763e-07 6.66742862411817e-07 7.03184416248424e-07
133120 130 7.35296341398356e-07 6.75359317651275e-07 7.13121082461791e-07
133632 130.5 7.48189048845253e-07 6.86881809824067e-07 7.23333073421403e-07
134144 131 7.5348459245534e-07 6.932730904874e-07 7.3270002859706e-07
134656 131.5 7.59498188481728e-07 6.95164957373353e-07 7.353708272705e-07
135168 132 7.63743678673893e-07 7.04411877839221e-07 7.40812606157557e-07
135680 132.5 7.65782439195189e-07 7.11669920543767e-07 7.55975698143411e-07
136192 133 7.70587097642435e-07 7.13015248119338e-07 7.63029453388508e-07
136704 133.5 7.73206203329447e-07 7.13963404229516e-07 7.64595389487055e-07
137216 134 7.81213662035111e-07 7.20788901487026e-07 7.5867969751199e-07
137728 134.5 7.74021082110331e-07 7.1752951988077e-07 7.57874129457301e-07
138240 135 7.68363236404234e-07 7.09560632358227e-07 7.56590388280742e-07
138752 135.5 7.5789785158683e-07 7.05846164922995e-07 7.53678336567312e-07
139264 136 7.4633718930742e-07 6.97804242196243e-07 7.45530337999043e-07
139776 136.5 7.42228567171083e-07 6.95551843591293e-07 7.41628343291508e-07
140288 137 7.35901795160519e-07 6.82737202466271e-07 7.34683911095899e-07
140800 137.5 7.30623568716601e-07 6.6976730017066e-07 7.19668443713873e-07
141312 138 7.33069364049096e-07 6.66239202535636e-07 7.14471352005565e-07
141824 138.5 7.25385265346071e-07 6.60230767384361e-07 7.05529433686252e-07
142336 139 7.20140283718528e-07 6.54259464603877e-07 7.04136089810544e-07
142848 139.5 7.08852392811485e-07 6.46071705190128e-07 6.93206435553725e-07
143360 140 6.98942330222973e-07 6.42854777331922e-07 6.86222748614309e-07
143872 140.5 6.93589539290525e-07 6.39457729245413e-07 6.87115543662318e-07
144384 141 6.83477300076662e-07 6.35207184285132e-07 6.87589054188345e-07
144896 141.5 6.73998154727952e-07 6.24780262419211e-07 6.70456514161749e-07
145408 142 6.65732774544784e-07 6.21955613942052e-07 6.64074298131176e-07
145920 142.5 6.55832008878719e-07 6.19771471685396e-07 6.59859243804162e-07
146432 143 6.55516902799647e-07 6.14201395409024e-07 6.61989216150725e-07
146944 143.5 6.56124252776393e-07 6.12787609884546e-07 6.60741333246937e-07
147456 144 6.46372454676637e-07 6.11092035906609e-07 6.52958733968626e-07
147968 144.5 6.34924400151753e-07 6.04388732849795e-07 6.44002314605689e-07
148480 145 6.30116069091322e-07 6.02442556154652e-07 6.41493426050471e-07
148992 145.5 6.35789665190597e-07 6.07032440555707e-07 6.39224052408206e-07
149504 146 6.30382844771946e-07 6.04344594325435e-07 6.34617718446583e-07
150016 146.5 6.21649094847354e-07 6.01324157071045e-07 6.24931049179219e-07
150528 147 6.08503237646295e-07 5.93348065413198e-07 6.18913464392275e-07
151040 147.5 6.07287759114567e-07 5.89279385213109e-07 6.20407551738649e-07
151552 148 6.03487271074934e-07 5.86971547113179e-07 6.12032314388127e-07
152064 148.5 6.00936489069979e-07 5.88488727716733e-07 6.12266704248471e-07
152576 149 6.02423802655952e-07 5.90776726300661e-07 6.12276141597871e-07
153088 149.5 5.9775871351803e-07 5.85945484931161e-07 6.07500352101857e-07
153600 150 5.88994759728448e-07 5.85775731474161e-07 5.99387289109925e-07
154112 150.5 5.87989301835438e-07 5.79633810390863e-07 5.95665535820009e-07
154624 151 5.85623430879248e-07 5.73012763024443e-07 5.92159529106385e-07
155136 151.5 5.81410109355015e-07 5.63887733329819e-07 5.81941218161203e-07
155648 152 5.75610021770422e-07 5.60249820397749e-07 5.72142778416129e-07
156160 152.5 5.68240293254308e-07 5.57794789459257e-07 5.68134040701347e-07
156672 153 5.70063027311295e-07 5.54123228078248e-07 5.63727520443081e-07
157184 153.5 5.6993513893948e-07 5.53080862889939e-07 5.58588621356149e-07
157696 154 5.67312948575218e-07 5.56392129397354e-07 5.56048236030786e-07
158208 154.5 5.60693471529675e-07 5.56359413810074e-07 5.54367771748109e-07
158720 155 5.55828608798546e-07 5.49460993701239e-07 5.54117886021764e-07
159232 155.5 5.53350318346458e-07 5.47023705179373e-07 5.49971946209789e-07
159744 156 5.52419123836598e-07 5.45066881175885e-07 5.47069118817783e-07
160256 156.5 5.45022324938556e-07 5.47754336308696e-07 5.45591383450184e-07
160768 157 5.38306475230704e-07 5.42261760218104e-07 5.4360150126083e-07
161280 157.5 5.38437791670608e-07 5.37425932876567e-07 5.44544218461093e-07
161792 158 5.35223922428924e-07 5.34576507517382e-07 5.39548836798152e-07
162304 158.5 5.38398287948018e-07 5.33857624789348e-07 5.35867648994521e-07
162816 159 5.44977034958619e-07 5.33822143392065e-07 5.35553795271249e-07
163328 159.5 5.3744511312705e-07 5.33892527955229e-07 5.37534827589252e-07
163840 160 5.24989095484357e-07 5.27164581124068e-07 5.33041707243204e-07
164352 160.5 5.19150744407547e-07 5.22659615309269e-07 5.22442416371955e-07
164864 161 5.20898056194712e-07 5.14835565314506e-07 5.15037139222488e-07
165376 161.5 5.16497819495264e-07 5.12886893588976e-07 5.10201652590745e-07
165888 162 5.053950947393e-07 5.0807181461265e-07 5.02771923933985e-07
166400 162.5 4.9437265474579e-07 5.02744339110679e-07 5.00661107923941e-07
166912 163 5.01454398290608e-07 5.02977409890639e-07 5.0045207629113e-07
167424 163.5 5.02029156830248e-07 5.04932021076163e-07 4.96024936593603e-07
167936 164 4.93118965282593e-07 4.98755970909568e-07 4.94649235193057e-07
168448 164.5 4.87650665643407e-07 4.95770671459587e-07 4.93592411718632e-07
168960 165 4.89182964627357e-07 4.95378870510661e-07 4.9027793394925e-07
169472 165.5 4.84144399263271e-07 4.9651283858965e-07 4.91206893714742e-07
169984 166 4.74439349348066e-07 4.94872153918821e-07 4.92042803494419e-07
170496 166.5 4.73968341229078e-07 4.87983445449812e-07 4.90909735994945e-07
171008 167 4.754773553297e-07 4.8120216357751e-07 4.83841742721421e-07
171520 167.5 4.74793666041666e-07 4.86589369693024e-07 4.86919109276366e-07
172032 168 4.69643328288467e-07 4.87479096136749e-07 4.8827028316147e-07
172544 168.5 4.67571292363217e-07 4.7807722009257e-07 4.82435155586305e-07
173056 169 4.65482514422896e-07 4.70024181188007e-07 4.73893195296111e-07
173568 169.5 4.63651147845181e-07 4.67048243999584e-07 4.69091965919402e-07
174080 170 4.58271729359485e-07 4.59170983113049e-07 4.62323303400443e-07
174592 170.5 4.58882858567199e-07 4.5935210373754e-07 4.62484625169902e-07
175104 171 4.63279861916495e-07 4.60136238180618e-07 4.61378630152825e-07
175616 171.5 4.58876686419696e-07 4.57655772484722e-07 4.61155989036865e-07
