# Scalar ASCII output created by CarpetIOScalar
# created on malvi-BOHK-WAX9X by malvi on Jul 13 2025 at 00:26:26+0200
# parameter filename: "./TOV_example.par"
# Build ID: build-sim-malvi-BOHK-WAX9X-malvi-2025.07.12-13.11.05-262947
# Simulation ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-22.26.16-517696
# Run ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-22.26.16-517696
#
# ML_BSSN::M1 (ml_bssn-ml_mom)
# 1:iteration 2:time 3:data
# data columns: 3:M1 4:M2 5:M3
73216 71.5 2.95039629965589e-05 2.95100788997208e-05 2.95097656577628e-05
73728 72 3.48823272471673e-05 3.49302709641072e-05 3.49086101542157e-05
74240 72.5 4.32650965784886e-05 4.33241992766765e-05 4.32826401279447e-05
74752 73 4.84736045330257e-05 4.85126034102129e-05 4.84678471612505e-05
75264 73.5 5.05913389893232e-05 5.05958912192453e-05 5.05602000799196e-05
75776 74 4.8659688868271e-05 4.86279826894758e-05 4.86223171465379e-05
76288 74.5 4.3438639441574e-05 4.33763533432154e-05 4.34194122071081e-05
76800 75 3.84458845951988e-05 3.83790425835812e-05 3.84520313552098e-05
77312 75.5 3.56503220875587e-05 3.561895874121e-05 3.56729661974891e-05
77824 76 3.26718515126542e-05 3.2695067947774e-05 3.27099415231733e-05
78336 76.5 3.62646626162274e-05 3.62895655507572e-05 3.62426700190537e-05
78848 77 3.10257089235892e-05 3.09977846206945e-05 3.10110058720395e-05
79360 77.5 3.26876736841629e-05 3.26758575525307e-05 3.26642415981464e-05
79872 78 3.5078662112731e-05 3.50947478710916e-05 3.50996471420301e-05
80384 78.5 3.4620024465492e-05 3.45804136516358e-05 3.46050301981256e-05
80896 79 4.5598249786857e-05 4.55795198674168e-05 4.55984837711583e-05
81408 79.5 5.36926105380307e-05 5.37022905842362e-05 5.37129543837198e-05
81920 80 5.60711546336811e-05 5.60689475092976e-05 5.60729347069848e-05
82432 80.5 5.08646696640454e-05 5.08287470194202e-05 5.08350331874314e-05
82944 81 3.92793146840013e-05 3.92392195091556e-05 3.92593483884454e-05
83456 81.5 3.04484728749578e-05 3.04574936291853e-05 3.04242243054036e-05
83968 82 3.84229229673593e-05 3.84745757209069e-05 3.8495222974629e-05
84480 82.5 3.83150069590871e-05 3.84174900308081e-05 3.84364740366352e-05
84992 83 3.21095562808354e-05 3.21903397293156e-05 3.2208303980658e-05
85504 83.5 3.96736158567471e-05 3.96911438600559e-05 3.96729805952193e-05
86016 84 4.34152361890365e-05 4.34396807375413e-05 4.33791043003283e-05
86528 84.5 4.10312610659222e-05 4.10550634828834e-05 4.09828425627564e-05
87040 85 3.66502449900429e-05 3.66639260011115e-05 3.66220511727151e-05
87552 85.5 3.48712324861934e-05 3.48667149997608e-05 3.48561875815907e-05
88064 86 3.56340524210414e-05 3.55967661562125e-05 3.56354174702359e-05
88576 86.5 3.81442066178019e-05 3.81094759881684e-05 3.81723466744466e-05
89088 87 4.10254792971485e-05 4.10135690399269e-05 4.10842656792029e-05
89600 87.5 4.31942196489394e-05 4.31922681909344e-05 4.32419264620776e-05
90112 88 4.22572804752537e-05 4.22434563608001e-05 4.22513872563652e-05
90624 88.5 3.70522297410178e-05 3.70245786452229e-05 3.70104136754315e-05
91136 89 3.77526952755344e-05 3.77177022046938e-05 3.77150114657653e-05
91648 89.5 3.52594103433082e-05 3.52531697806488e-05 3.52348175121557e-05
92160 90 3.27973271610403e-05 3.27772519751199e-05 3.28520749905467e-05
92672 90.5 3.93967044867879e-05 3.93993774716706e-05 3.94220762553833e-05
93184 91 4.47603397135117e-05 4.47965705311392e-05 4.47433549769183e-05
93696 91.5 4.64192339798322e-05 4.64795034276969e-05 4.63736460259757e-05
94208 92 4.2983683418849e-05 4.30392877890104e-05 4.29297881467409e-05
94720 92.5 3.85087557155773e-05 3.79435733344442e-05 3.75342751450002e-05
95232 93 3.74999038749417e-05 3.69662923598688e-05 3.65232236050996e-05
95744 93.5 3.38213831397265e-05 3.3329870704395e-05 3.28829311595023e-05
96256 94 3.51738174140031e-05 3.51424042232945e-05 3.52127747514299e-05
96768 94.5 4.67540522192396e-05 4.67428948577736e-05 4.6780732424407e-05
97280 95 5.34994741124658e-05 5.35153613160329e-05 5.352502095194e-05
97792 95.5 5.09838533127068e-05 5.10114701172254e-05 5.10056415925777e-05
98304 96 4.10118027469825e-05 4.10200371584272e-05 4.10059178127965e-05
98816 96.5 3.96321648701242e-05 3.91828191494322e-05 3.88757540732696e-05
99328 97 3.78506263965027e-05 3.74294765490715e-05 3.71664114709643e-05
99840 97.5 3.46539837670436e-05 3.42753003733853e-05 3.4043895592873e-05
100352 98 3.60269554611009e-05 3.60024602676988e-05 3.60317365736833e-05
100864 98.5 4.51371270183876e-05 4.51506673789753e-05 4.5130799200491e-05
101376 99 5.12231757387188e-05 5.12458424196727e-05 5.11814169808341e-05
101888 99.5 5.25007591107169e-05 5.24980895798941e-05 5.24267194398548e-05
102400 100 4.76790750650963e-05 4.76368325459363e-05 4.76082630312191e-05
102912 100.5 4.00136964124538e-05 3.96005393882308e-05 3.94507535749364e-05
103424 101 3.89683338934715e-05 3.85437267702678e-05 3.84294021454547e-05
103936 101.5 3.80018524254992e-05 3.79426683782942e-05 3.79328886738386e-05
104448 102 3.42478923077014e-05 3.42210169356182e-05 3.42242157126395e-05
104960 102.5 3.89802812311024e-05 3.90190103516056e-05 3.89532912458333e-05
105472 103 3.94833388346974e-05 3.95482468890945e-05 3.94976522797161e-05
105984 103.5 4.11410801702383e-05 4.08529535515402e-05 4.09544685354368e-05
106496 104 4.23518665076672e-05 4.20951001526872e-05 4.2150588424962e-05
107008 104.5 4.26522025942601e-05 4.25906629604866e-05 4.25290025992866e-05
107520 105 4.59248172890452e-05 4.58187727909114e-05 4.57949723192614e-05
108032 105.5 4.55173511784925e-05 4.53837668795295e-05 4.54384406305443e-05
108544 106 4.20311399465725e-05 4.19073873551402e-05 4.19798695491994e-05
109056 106.5 3.87088475742768e-05 3.86312935705068e-05 3.86613320253915e-05
109568 107 3.92768686477251e-05 3.89911200293345e-05 3.92781602623549e-05
110080 107.5 4.40852667764389e-05 4.38138082068242e-05 4.40783736480843e-05
110592 108 4.57358652829119e-05 4.55048961445516e-05 4.57222597544035e-05
111104 108.5 4.23310413410917e-05 4.2176582099668e-05 4.23659296436529e-05
111616 109 3.64054934957124e-05 3.63637807172659e-05 3.6582936722409e-05
112128 109.5 3.60384240621943e-05 3.60906295520462e-05 3.60795230746958e-05
112640 110 3.89109441151002e-05 3.89029492404291e-05 3.89036940075775e-05
113152 110.5 4.16303658923892e-05 4.1577228133701e-05 4.15296295756711e-05
113664 111 4.31239046850986e-05 4.30620975662227e-05 4.29946166448103e-05
114176 111.5 4.34726532207788e-05 4.34231564281816e-05 4.34033227238994e-05
114688 112 4.30371157436279e-05 4.30031544533882e-05 4.30258502088414e-05
115200 112.5 4.18800826216175e-05 4.18525019995648e-05 4.18592899175338e-05
115712 113 3.96448226642322e-05 3.9614600182353e-05 3.99369652852618e-05
116224 113.5 3.82267214646109e-05 3.81879724969833e-05 3.85991845091878e-05
116736 114 3.75998268634749e-05 3.75249992214574e-05 3.80433206242345e-05
117248 114.5 3.82096740078478e-05 3.80938106470614e-05 3.85997467155673e-05
117760 115 4.09000529222862e-05 4.09000397020576e-05 4.09440049978631e-05
118272 115.5 4.58779044462569e-05 4.5824457289324e-05 4.59125767158457e-05
118784 116 4.49818615195879e-05 4.49475763775658e-05 4.50360141342875e-05
119296 116.5 3.9847274706686e-05 3.98950948925196e-05 3.99173849419605e-05
119808 117 3.76614857904069e-05 3.76240748602643e-05 3.79649335032565e-05
120320 117.5 3.96931742966968e-05 3.97671873593578e-05 3.9716389115186e-05
120832 118 4.21502273853643e-05 4.21664832134978e-05 4.2171042067807e-05
121344 118.5 4.12042513509854e-05 4.13461622223385e-05 4.16471590367851e-05
121856 119 4.05053440482937e-05 4.0666379382227e-05 4.09748121060238e-05
122368 119.5 3.94019436496721e-05 3.95596249152923e-05 3.98895596423922e-05
122880 120 3.96100494536311e-05 3.97382460131374e-05 4.00952828624198e-05
123392 120.5 4.00888520296303e-05 4.01416559968578e-05 4.05050721264456e-05
123904 121 4.15910050832403e-05 4.16212371513712e-05 4.14939461298507e-05
124416 121.5 4.31573196608121e-05 4.3158422185627e-05 4.30225194524481e-05
124928 122 4.57763184256573e-05 4.57693206936075e-05 4.56949095538821e-05
125440 122.5 4.65623641067124e-05 4.65719016986894e-05 4.65649528023172e-05
125952 123 4.29261774499225e-05 4.29438433240031e-05 4.29492710855606e-05
126464 123.5 3.83529656063462e-05 3.85358393998764e-05 3.88146569138251e-05
126976 124 3.95883878360983e-05 3.97678627735301e-05 4.00454215048919e-05
127488 124.5 4.11231944854075e-05 4.13395699657396e-05 4.15968372704064e-05
128000 125 4.07320769918315e-05 4.09801253816049e-05 4.12333427873164e-05
128512 125.5 4.24939593839335e-05 4.25326567861687e-05 4.25127071040132e-05
129024 126 4.38255118587007e-05 4.38255779336463e-05 4.38304391632366e-05
129536 126.5 4.40145371967483e-05 4.40085276630861e-05 4.40601486905552e-05
130048 127 4.23303103302691e-05 4.23217707842831e-05 4.24282209728708e-05
130560 127.5 4.20370659143298e-05 4.21024237922889e-05 4.23738355372216e-05
131072 128 4.19852195517634e-05 4.2019504002288e-05 4.22962988532171e-05
131584 128.5 3.93100577325411e-05 3.93475845324852e-05 3.95339543155264e-05
132096 129 3.9238547969211e-05 3.91459564781472e-05 3.91096631946613e-05
132608 129.5 4.27912782650317e-05 4.27423454229472e-05 4.26902398244679e-05
133120 130 4.35525513740483e-05 4.35699517626201e-05 4.35153942925776e-05
133632 130.5 4.20115243035495e-05 4.20955535030762e-05 4.20633404602538e-05
134144 131 4.07907553286339e-05 4.0889608742358e-05 4.09045005643037e-05
134656 131.5 4.14472451539449e-05 4.14720279348774e-05 4.15422428013565e-05
135168 132 4.30644606985163e-05 4.29753616883362e-05 4.3092037017694e-05
135680 132.5 4.39048045509907e-05 4.37597864741587e-05 4.38934288940887e-05
136192 133 4.34984384375918e-05 4.3377527976192e-05 4.34815417099904e-05
136704 133.5 4.24338494560071e-05 4.23526025709191e-05 4.23947315212976e-05
137216 134 4.0911034973381e-05 4.08596799625172e-05 4.08429256793286e-05
137728 134.5 3.87822374580352e-05 3.88027625038928e-05 3.87406749454483e-05
138240 135 3.9148227718505e-05 3.90988612467069e-05 3.89197891233235e-05
138752 135.5 3.97559525881333e-05 3.96256186242623e-05 3.95159607791207e-05
139264 136 3.89516386474429e-05 3.88116694330741e-05 3.87074675353025e-05
139776 136.5 4.08745872112566e-05 4.11301680054256e-05 4.0959664722806e-05
140288 137 4.4742985812292e-05 4.49566852262623e-05 4.48431485625201e-05
140800 137.5 4.85091923546247e-05 4.86725290068144e-05 4.86371356318871e-05
141312 138 5.0301923862792e-05 5.03932132838715e-05 5.04202057488535e-05
141824 138.5 4.81433130643101e-05 4.81512457224625e-05 4.81989357817244e-05
142336 139 4.28119763067978e-05 4.27523497131746e-05 4.27841907972305e-05
142848 139.5 3.8228944711813e-05 3.81466629707184e-05 3.8145704604479e-05
143360 140 3.86549635823389e-05 3.85694702760837e-05 3.8597996760926e-05
143872 140.5 3.93844302551058e-05 3.94222256910528e-05 3.93837323753955e-05
144384 141 4.11912405285034e-05 4.1296746554047e-05 4.12738017001359e-05
144896 141.5 4.20403117257523e-05 4.21714912502755e-05 4.21486812336244e-05
145408 142 4.28942390665126e-05 4.30206457484501e-05 4.29655502790862e-05
145920 142.5 4.38348653563194e-05 4.39288471017472e-05 4.3860382755818e-05
146432 143 4.41631672914266e-05 4.41782700023066e-05 4.41616947107862e-05
146944 143.5 4.42185682072927e-05 4.41235647428075e-05 4.41818166024854e-05
147456 144 4.48037200977722e-05 4.46327795266364e-05 4.47134785138851e-05
147968 144.5 4.53103035486159e-05 4.51492977404309e-05 4.51946459237397e-05
148480 145 4.41922846573973e-05 4.41176320260681e-05 4.41227776952999e-05
148992 145.5 4.10080754047737e-05 4.10429171217991e-05 4.10376749309079e-05
149504 146 3.84073425068956e-05 3.8324906172681e-05 3.83671161720359e-05
150016 146.5 3.82611246110259e-05 3.82406732529546e-05 3.81789918698443e-05
150528 147 3.73953033828561e-05 3.73602286981724e-05 3.75047786352041e-05
151040 147.5 4.42942386180911e-05 4.41437399866416e-05 4.43227373666275e-05
151552 148 5.19517354549487e-05 5.17645889019407e-05 5.18967623361819e-05
152064 148.5 5.52528096964238e-05 5.51363466297795e-05 5.51450441388359e-05
152576 149 5.28287504721913e-05 5.2849332278538e-05 5.27104356094286e-05
153088 149.5 4.76636188057325e-05 4.78004617959954e-05 4.75622385775506e-05
153600 150 4.2747052040036e-05 4.29024824471856e-05 4.2670892813943e-05
154112 150.5 3.88673137790681e-05 3.89460481098024e-05 3.88254545647743e-05
154624 151 3.6958119081992e-05 3.69424995704542e-05 3.69625417594823e-05
155136 151.5 3.8952616556053e-05 3.88846956850726e-05 3.89881854373991e-05
155648 152 4.43938576052889e-05 4.43114739000381e-05 4.44144840343868e-05
156160 152.5 4.8844000857963e-05 4.87760750508244e-05 4.88296944368252e-05
156672 153 4.81738290752387e-05 4.81701194795702e-05 4.81693741119895e-05
157184 153.5 4.33471714117378e-05 4.34467132874523e-05 4.3404234068062e-05
157696 154 3.92653196975902e-05 3.94338715582796e-05 3.93665587702316e-05
158208 154.5 3.95402563031714e-05 3.96882023392456e-05 3.96288799649675e-05
158720 155 4.35206142119267e-05 4.35913427409445e-05 4.35824251381632e-05
159232 155.5 4.78140409120082e-05 4.78214644121028e-05 4.78638124879892e-05
159744 156 4.96189849749381e-05 4.9604051779019e-05 4.96251989414965e-05
160256 156.5 4.86812063506355e-05 4.86770408873966e-05 4.85969667321933e-05
160768 157 4.66890800345416e-05 4.67248940045829e-05 4.6563088423355e-05
161280 157.5 4.5147573240971e-05 4.52300692195207e-05 4.5106458761775e-05
161792 158 4.41923229781599e-05 4.42721584456138e-05 4.42792493969138e-05
162304 158.5 4.35532656889289e-05 4.35573499283179e-05 4.36640267148538e-05
162816 159 4.37634284483657e-05 4.36712505977571e-05 4.37828637909117e-05
163328 159.5 4.5365670900538e-05 4.52157981670037e-05 4.52977385203539e-05
163840 160 4.72654476112959e-05 4.70895843938374e-05 4.71811148309756e-05
164352 160.5 4.71473892397755e-05 4.69524599158936e-05 4.70739319278254e-05
164864 161 4.40740866768372e-05 4.38965630180149e-05 4.40119472414603e-05
165376 161.5 4.0152056157644e-05 4.00692698663815e-05 4.01522044575152e-05
165888 162 3.89014620834687e-05 3.89501421190809e-05 3.90212622309858e-05
166400 162.5 4.17118408205454e-05 4.18261317280838e-05 4.18919301450458e-05
166912 163 4.63143246721366e-05 4.63830686179765e-05 4.63942705429296e-05
167424 163.5 4.93078016445197e-05 4.92849076548602e-05 4.92023508024079e-05
167936 164 4.97469870711333e-05 4.96726414143836e-05 4.95403407599991e-05
168448 164.5 4.91155789206981e-05 4.90325929483606e-05 4.8940399335075e-05
168960 165 4.81547818284796e-05 4.80551356720799e-05 4.80409930094633e-05
169472 165.5 4.58507752564753e-05 4.5727266910146e-05 4.57475000357006e-05
169984 166 4.22366726944505e-05 4.21345808544602e-05 4.21263290751768e-05
170496 166.5 3.9982586311106e-05 3.99537492593322e-05 3.98983535400137e-05
171008 167 4.13975369712895e-05 4.14349792775107e-05 4.1353133331972e-05
171520 167.5 4.50980456818291e-05 4.51534397809457e-05 4.50682336674739e-05
172032 168 4.75181733415031e-05 4.7556744330064e-05 4.74905497678164e-05
172544 168.5 4.7149621269835e-05 4.71582073983538e-05 4.71489827458694e-05
173056 169 4.56552082119728e-05 4.56189094374731e-05 4.5698098352357e-05
173568 169.5 4.49748132055915e-05 4.48738689507286e-05 4.50230978058624e-05
174080 170 4.49031855183448e-05 4.47352688024717e-05 4.48921602824137e-05
174592 170.5 4.41190012855274e-05 4.39231236406232e-05 4.40322507417672e-05
175104 171 4.26759117056099e-05 4.2523346269621e-05 4.25621805749846e-05
175616 171.5 4.23158925553623e-05 4.22549761224016e-05 4.22226978405023e-05
