# Scalar ASCII output created by CarpetIOScalar
# created on malvi-BOHK-WAX9X by malvi on Jul 13 2025 at 00:26:26+0200
# parameter filename: "./TOV_example.par"
# Build ID: build-sim-malvi-BOHK-WAX9X-malvi-2025.07.12-13.11.05-262947
# Simulation ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-22.26.16-517696
# Run ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-22.26.16-517696
#
# ML_BSSN::M1 (ml_bssn-ml_mom)
# 1:iteration 2:time 3:data
# data columns: 3:M1 4:M2 5:M3
0 0 0 0 0
512 0.5 5.09507795382508e-07 5.09507794079821e-07 5.09507793731304e-07
1024 1 6.94298043059771e-07 6.94298045509504e-07 6.9429804661306e-07
1536 1.5 7.74579170811354e-07 7.74579170299572e-07 7.74579169161522e-07
2048 2 7.41289223922325e-07 7.41289229190857e-07 7.41289227010607e-07
2560 2.5 8.98695506605366e-07 8.98695507918266e-07 8.98695505689293e-07
3072 3 1.01187097775064e-06 1.01187096417693e-06 1.01187093765002e-06
3584 3.5 9.20812492295019e-07 9.20812479329404e-07 9.20812476119709e-07
4096 4 9.20590084313831e-07 9.20590101942007e-07 9.20590090937401e-07
4608 4.5 9.21042518399851e-07 9.21042486964964e-07 9.21042523589239e-07
5120 5 8.65606155837994e-07 8.65606188108768e-07 8.65606183348307e-07
5632 5.5 8.87798386442054e-07 8.87798406574439e-07 8.87798423634286e-07
6144 6 9.55398435940435e-07 9.55398411081425e-07 9.5539840190936e-07
6656 6.5 9.84769227457779e-07 9.84769197815761e-07 9.84769214488521e-07
7168 7 9.26160408287254e-07 9.26160392810286e-07 9.26160474868403e-07
7680 7.5 8.49475102977947e-07 8.49475096532007e-07 8.494751409229e-07
8192 8 8.34791737777589e-07 8.3479184390149e-07 8.34791787549408e-07
8704 8.5 8.99239282394667e-07 8.99239227811401e-07 8.99239292293785e-07
9216 9 9.51289443780693e-07 9.5128931745998e-07 9.51289433594579e-07
9728 9.5 9.74754488083523e-07 9.74754497158437e-07 9.74754513031641e-07
10240 10 1.03505473178765e-06 1.03505486865561e-06 1.03505477860479e-06
10752 10.5 1.07831350042825e-06 1.07831372216057e-06 1.07831354105757e-06
11264 11 1.06215865411443e-06 1.06215864856344e-06 1.06215866530643e-06
11776 11.5 1.0921707095579e-06 1.09217047391027e-06 1.09217067182413e-06
12288 12 1.14603775875798e-06 1.14603737588095e-06 1.1460376961489e-06
12800 12.5 1.117856251757e-06 1.11785581094314e-06 1.11785640781316e-06
13312 13 1.01800766639761e-06 1.01800735141293e-06 1.01800783589577e-06
13824 13.5 9.54139559773581e-07 9.54140497886695e-07 9.54139608230977e-07
14336 14 9.34737302829237e-07 9.34739804459939e-07 9.34737024437827e-07
14848 14.5 9.36920374691831e-07 9.3692361135612e-07 9.36919795295646e-07
15360 15 9.3124489525993e-07 9.31247844494494e-07 9.3124446803655e-07
15872 15.5 9.14436645881991e-07 9.14437920294627e-07 9.14436698090774e-07
16384 16 9.3174670875283e-07 9.31746429410359e-07 9.31746689301467e-07
16896 16.5 9.95032711682578e-07 9.95035975161407e-07 9.95034934169675e-07
17408 17 1.02849342193995e-06 1.02850236457409e-06 1.02849888703064e-06
17920 17.5 1.02850730833424e-06 1.02851625391552e-06 1.02851350760004e-06
18432 18 1.00104028509342e-06 1.00104387328337e-06 1.00104532232718e-06
18944 18.5 9.63188219878148e-07 9.63189335452994e-07 9.63193324357152e-07
19456 19 9.35466287751258e-07 9.35472057314383e-07 9.35474598250337e-07
19968 19.5 9.02646396916282e-07 9.02652959000391e-07 9.0266370230015e-07
20480 20 9.17289276830058e-07 9.17287449511267e-07 9.17314619144546e-07
20992 20.5 9.47067550116696e-07 9.47049177087204e-07 9.47102128931295e-07
21504 21 9.48836035754385e-07 9.48801843955849e-07 9.48886224944701e-07
22016 21.5 9.13723886574436e-07 9.13686364625497e-07 9.13789741264355e-07
22528 22 9.22804659355098e-07 9.22785106504641e-07 9.22853584039984e-07
23040 22.5 9.94392885885288e-07 9.94404540292274e-07 9.94406422618191e-07
23552 23 1.05534299150735e-06 1.05536891691988e-06 1.05533581952069e-06
24064 23.5 1.08833499200133e-06 1.08836912426766e-06 1.08832929459897e-06
24576 24 1.09958516847356e-06 1.09961503542062e-06 1.09958854906152e-06
25088 24.5 1.0885526336367e-06 1.08855323823715e-06 1.08854660868311e-06
25600 25 1.0531554201812e-06 1.05313171146388e-06 1.05314157269162e-06
26112 25.5 1.0089320294013e-06 1.00890400761129e-06 1.00893687112434e-06
