# Scalar ASCII output created by CarpetIOScalar
# created on malvi-BOHK-WAX9X by malvi on Jul 13 2025 at 00:26:26+0200
# parameter filename: "./TOV_example.par"
# Build ID: build-sim-malvi-BOHK-WAX9X-malvi-2025.07.12-13.11.05-262947
# Simulation ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-22.26.16-517696
# Run ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-22.26.16-517696
#
# HYDROBASE::press (hydrobase-press)
# 1:iteration 2:time 3:data
# data columns: 3:press
56832 55.5 0.00015293373565956
57344 56 0.000152995287559846
57856 56.5 0.000153062391519856
58368 57 0.000153132751129994
58880 57.5 0.000153204352295043
59392 58 0.000153277891695435
59904 58.5 0.000153355031093514
60416 59 0.000153435549460064
60928 59.5 0.000153517583263796
61440 60 0.000153600056821401
61952 60.5 0.000153683610873003
62464 61 0.000153769144411633
62976 61.5 0.000153856319517565
63488 62 0.000153943919069478
64000 62.5 0.000154031383337542
64512 63 0.000154119435895082
65024 63.5 0.000154208827663777
65536 64 0.000154298782565641
66048 64.5 0.000154387533044447
66560 65 0.00015447458151529
67072 65.5 0.000154561447874678
67584 66 0.000154649446352902
68096 66.5 0.000154737527801588
68608 67 0.000154823485862677
69120 67.5 0.00015490688786347
69632 68 0.000154989376133251
70144 68.5 0.000155071911068496
70656 69 0.000155153201669396
71168 69.5 0.000155231733745036
71680 70 0.000155308209747484
72192 70.5 0.000155384510527742
72704 71 0.000155460651212753
73216 71.5 0.000155534391896648
73728 72 0.000155604210177479
74240 72.5 0.000155671304112748
74752 73 0.000155737859325799
75264 73.5 0.000155804344248228
75776 74 0.00015586954286125
76288 74.5 0.000155932521855197
76800 75 0.000155993326136185
77312 75.5 0.000156052119909984
77824 76 0.000156108975497665
78336 76.5 0.000156164523046525
78848 77 0.000156219605374352
79360 77.5 0.000156274050763244
79872 78 0.000156326821642122
80384 78.5 0.000156377656554476
80896 79 0.000156427496968238
81408 79.5 0.000156476842901595
81920 80 0.000156524825077229
82432 80.5 0.00015657077211546
82944 81 0.00015661580429109
83456 81.5 0.00015666165690585
83968 82 0.000156708274096375
84480 82.5 0.000156753757723758
84992 83 0.000156796809860639
85504 83.5 0.000156838308889465
86016 84 0.000156880152780066
86528 84.5 0.000156923228172505
87040 85 0.000156966976364974
87552 85.5 0.000157010505599888
88064 86 0.00015705352733503
88576 86.5 0.000157096256882064
89088 87 0.000157138915296835
89600 87.5 0.000157181687207274
90112 88 0.000157225060813141
90624 88.5 0.000157269726520596
91136 89 0.000157315739597798
91648 89.5 0.000157362031836343
92160 90 0.00015740746705128
92672 90.5 0.000157452518143392
93184 91 0.000157499109301247
93696 91.5 0.000157548302600777
94208 92 0.000157598877501528
94720 92.5 0.000157649020577203
95232 93 0.000157698843188015
95744 93.5 0.000157750104461491
96256 94 0.000157803697203652
96768 94.5 0.00015785870117948
97280 95 0.000157914111106035
97792 95.5 0.000157970243601631
98304 96 0.000158027759530092
98816 96.5 0.000158086222484205
99328 97 0.000158144657038993
99840 97.5 0.000158203213354491
100352 98 0.000158263283716746
100864 98.5 0.000158325729940055
101376 99 0.000158389620475057
101888 99.5 0.000158453230711847
102400 100 0.000158516097478499
102912 100.5 0.000158579564727862
103424 101 0.000158645172160315
103936 101.5 0.000158712946161269
104448 102 0.000158781674947356
104960 102.5 0.000158850562057227
105472 103 0.000158919905295444
105984 103.5 0.000158990076705794
106496 104 0.000159060678938442
107008 104.5 0.000159131377573434
107520 105 0.000159203056355879
108032 105.5 0.000159277111730975
108544 106 0.000159353494108045
109056 106.5 0.000159430342725086
109568 107 0.000159506055593216
110080 107.5 0.000159581155668175
110592 108 0.000159657543649348
111104 108.5 0.000159736279218965
111616 109 0.00015981670720893
112128 109.5 0.000159897561328718
112640 110 0.000159978265083499
113152 110.5 0.000160059078623069
113664 111 0.000160140484829047
114176 111.5 0.000160222704983542
114688 112 0.000160305635733796
115200 112.5 0.000160389081470729
115712 113 0.000160473017890452
116224 113.5 0.000160557557214487
116736 114 0.00016064260893515
117248 114.5 0.000160727702307451
117760 115 0.000160812291124363
118272 115.5 0.000160896262619459
118784 116 0.000160980151122414
119296 116.5 0.000161064789343591
119808 117 0.000161150490854947
120320 117.5 0.00016123641030172
120832 118 0.000161321003476396
121344 118.5 0.000161403504070625
121856 119 0.000161484797521355
122368 119.5 0.00016156641859153
122880 120 0.000161648752227093
123392 120.5 0.000161730642485752
123904 121 0.000161810744056673
124416 121.5 0.000161888777686435
124928 122 0.000161965351696633
125440 122.5 0.00016204101343005
125952 123 0.000162115766852315
126464 123.5 0.000162189253253946
126976 124 0.000162261069787209
127488 124.5 0.000162330931401967
128000 125 0.00016239870231838
128512 125.5 0.000162464368578582
129024 126 0.000162528035665122
129536 126.5 0.000162589923234125
130048 127 0.000162650144838776
130560 127.5 0.000162708343279841
131072 128 0.000162763771638676
131584 128.5 0.000162816036544021
132096 129 0.000162865612970627
132608 129.5 0.000162913254955768
133120 130 0.000162958984516043
133632 130.5 0.000163002089857594
134144 131 0.000163042078338376
134656 131.5 0.00016307908321506
135168 132 0.000163113240961172
135680 132.5 0.000163144338237486
136192 133 0.000163172449707593
136704 133.5 0.000163198298734022
137216 134 0.000163222298684344
137728 134.5 0.000163243592235994
138240 135 0.000163260848141642
138752 135.5 0.000163273960147045
139264 136 0.000163284222899577
139776 136.5 0.000163292714787518
140288 137 0.000163299185554109
140800 137.5 0.000163302780481446
141312 138 0.000163303185977266
141824 138.5 0.000163300569975849
142336 139 0.000163294900728556
142848 139.5 0.000163286040532996
143360 140 0.000163274392136742
143872 140.5 0.000163260801455987
144384 141 0.000163245616516169
144896 141.5 0.000163228202495943
145408 142 0.000163207638943926
145920 142.5 0.000163183740707394
146432 143 0.000163157191745258
146944 143.5 0.000163128756093764
147456 144 0.000163098600244188
147968 144.5 0.000163066470801599
148480 145 0.000163032297502834
148992 145.5 0.000162996268504449
149504 146 0.000162958294964898
150016 146.5 0.000162917849873192
150528 147 0.000162874714270732
151040 147.5 0.000162829648751084
151552 148 0.000162783806178576
152064 148.5 0.000162737440344645
152576 149 0.000162689622327699
153088 149.5 0.000162639368136799
153600 150 0.000162586699891701
154112 150.5 0.000162532452170537
154624 151 0.000162477398066437
155136 151.5 0.000162421799071186
155648 152 0.000162365474960361
156160 152.5 0.000162307949490104
156672 153 0.000162248714230698
157184 153.5 0.000162187738409306
157696 154 0.000162125698617948
158208 154.5 0.000162063414047419
158720 155 0.000162001014163249
159232 155.5 0.000161937866322617
159744 156 0.000161873367349585
160256 156.5 0.000161807634944169
160768 157 0.000161741341900507
161280 157.5 0.000161674997003058
161792 158 0.00016160851571275
162304 158.5 0.000161541468834328
162816 159 0.000161473631984448
163328 159.5 0.000161405212746544
163840 160 0.000161336580807235
164352 160.5 0.000161267908731525
164864 161 0.000161199152273775
165376 161.5 0.000161130277727147
165888 162 0.000161061336001442
166400 162.5 0.000160992311524633
166912 163 0.000160923079036929
167424 163.5 0.000160853622361419
167936 164 0.000160784205536958
168448 164.5 0.000160715203582481
168960 165 0.000160646785137409
169472 165.5 0.000160578837218127
169984 166 0.000160511155946642
170496 166.5 0.000160443603524455
171008 167 0.000160376122443916
171520 167.5 0.000160308793274935
172032 168 0.000160241966436815
172544 168.5 0.000160176168382309
173056 169 0.00016011165606809
173568 169.5 0.000160048059849664
174080 170 0.000159984646622115
174592 170.5 0.000159921052161568
175104 171 0.000159857708684667
175616 171.5 0.000159795476017777
176128 172 0.000159734860823529
176640 172.5 0.000159675633902383
177152 173 0.000159617173535655
177664 173.5 0.000159559083206568
178176 174 0.000159501440082721
178688 174.5 0.000159444563679499
179200 175 0.000159388726947409
179712 175.5 0.000159334110983185
180224 176 0.000159280826279039
180736 176.5 0.000159228787728911
181248 177 0.000159177660240811
181760 177.5 0.000159127146345762
182272 178 0.000159077329649937
182784 178.5 0.000159028563292698
183296 179 0.000158981040134594
183808 179.5 0.000158934697734199
184320 180 0.000158889545703051
184832 180.5 0.000158845750387638
185344 181 0.000158803231484373
185856 181.5 0.000158761488663626
186368 182 0.000158720160950371
186880 182.5 0.000158679615194991
187392 183 0.000158640636845804
187904 183.5 0.000158603539441365
188416 184 0.0001585678378574
188928 184.5 0.000158532834015901
189440 185 0.00015849831645717
189952 185.5 0.000158464633848645
190464 186 0.000158432265615146
190976 186.5 0.000158401420436494
191488 187 0.000158371947217996
192000 187.5 0.000158343520704395
192512 188 0.000158315905454875
193024 188.5 0.000158289085745309
193536 189 0.000158263219769692
194048 189.5 0.000158238543573549
194560 190 0.000158215248802278
195072 190.5 0.000158193268831448
195584 191 0.000158172180398037
196096 191.5 0.000158151554569475
196608 192 0.000158131504140268
197120 192.5 0.00015811265046143
197632 193 0.000158095375667095
198144 193.5 0.000158079311583533
198656 194 0.000158063794588076
199168 194.5 0.000158048651984786
199680 195 0.00015803424493036
200192 195.5 0.000158020844300745
200704 196 0.000158008336332534
201216 196.5 0.000157996592349627
201728 197 0.000157985774184315
202240 197.5 0.00015797603711359
202752 198 0.000157967102523785
203264 198.5 0.000157958408281484
203776 199 0.000157949730918728
204288 199.5 0.000157941520375156
204800 200 0.000157934516400953
205312 200.5 0.00015792902912578
205824 201 0.000157924617304938
206336 201.5 0.000157920475183101
206848 202 0.000157916135375778
207360 202.5 0.000157911829723298
207872 203 0.000157908244535642
208384 203.5 0.000157905972412384
208896 204 0.000157905113899971
209408 204.5 0.000157905237875705
209920 205 0.000157905679809259
210432 205.5 0.000157906034438715
210944 206 0.000157906517442002
211456 206.5 0.000157907819625122
211968 207 0.000157910499623287
212480 207.5 0.000157914516145211
212992 208 0.000157919392000204
213504 208.5 0.000157924749791716
214016 209 0.000157930570960112
214528 209.5 0.000157937018332235
215040 210 0.000157944241906831
215552 210.5 0.000157952422827199
216064 211 0.000157961800307392
216576 211.5 0.000157972461188245
217088 212 0.000157984161950977
217600 212.5 0.000157996531690225
218112 213 0.000158009479533941
218624 213.5 0.000158023298019429
219136 214 0.000158038338680292
219648 214.5 0.000158054687158988
220160 215 0.00015807220853337
220672 215.5 0.000158090801867018
221184 216 0.000158110475495373
221696 216.5 0.000158131199950932
222208 217 0.000158152849389476
222720 217.5 0.000158175388064574
223232 218 0.000158199046578311
223744 218.5 0.000158224170700926
224256 219 0.000158250831229611
224768 219.5 0.000158278650226663
225280 220 0.000158307134404674
225792 220.5 0.000158336224976786
226304 221 0.000158366428899985
226816 221.5 0.000158398289320673
227328 222 0.000158431745606807
227840 222.5 0.00015846615918493
228352 223 0.000158501024252139
228864 223.5 0.000158536516021158
229376 224 0.000158573216273302
229888 224.5 0.000158611404687445
230400 225 0.000158650809866493
230912 225.5 0.000158691020449556
231424 226 0.000158731900693526
231936 226.5 0.000158773516676995
232448 227 0.00015881587421232
232960 227.5 0.000158858953140032
233472 228 0.000158902914620268
233984 228.5 0.000158948006361975
234496 229 0.000158994170766875
235008 229.5 0.00015904091424479
235520 230 0.00015908773260601
236032 230.5 0.000159134632484184
236544 231 0.000159182103864141
237056 231.5 0.000159230565220806
237568 232 0.000159279939221442
238080 232.5 0.000159329800154773
238592 233 0.000159379800801881
239104 233.5 0.000159429832992149
239616 234 0.000159479874685569
240128 234.5 0.000159529928543537
240640 235 0.000159580183396984
241152 235.5 0.000159631003492761
241664 236 0.000159682501716499
242176 236.5 0.00015973417597661
242688 237 0.00015978524206491
243200 237.5 0.000159835432541081
243712 238 0.00015988528707121
244224 238.5 0.000159935509318879
244736 239 0.000159986168890493
245248 239.5 0.000160036711303562
245760 240 0.000160086642697783
246272 240.5 0.000160135940774685
246784 241 0.000160184783643583
247296 241.5 0.000160233162174275
247808 242 0.000160280948505097
248320 242.5 0.000160328203905213
248832 243 0.000160375178674513
249344 243.5 0.000160421970084305
249856 244 0.000160468306438072
250368 244.5 0.000160513744413167
250880 245 0.000160558056598886
251392 245.5 0.00016060141213786
251904 246 0.000160644213210831
252416 246.5 0.000160686764857102
252928 247 0.000160729040886132
253440 247.5 0.00016077069258855
253952 248 0.000160811285805482
254464 248.5 0.000160850625348704
254976 249 0.000160888942097484
255488 249.5 0.000160926747240083
256000 250 0.000160964398867847
256512 250.5 0.000161001748547956
257024 251 0.000161038254101348
257536 251.5 0.000161073501799359
258048 252 0.000161107616400562
258560 252.5 0.000161141129602669
259072 253 0.000161174459593375
259584 253.5 0.000161207549024016
260096 254 0.000161239989283113
260608 254.5 0.000161271441774728
261120 255 0.000161301931489448
261632 255.5 0.000161331789859633
262144 256 0.000161361360461527
262656 256.5 0.000161390739129608
263168 257 0.000161419741014412
263680 257.5 0.000161448088755712
264192 258 0.000161475649092762
264704 258.5 0.00016150252593564
265216 259 0.000161528959780171
265728 259.5 0.000161555153648722
266240 260 0.000161581174012898
266752 260.5 0.000161606954049685
267264 261 0.00016163233274504
267776 261.5 0.000161657112247507
268288 262 0.000161681180861851
268800 262.5 0.000161704659954905
269312 263 0.000161727894124439
269824 263.5 0.000161751190183366
270336 264 0.000161774511947636
270848 264.5 0.000161797468613688
271360 265 0.000161819654409192
271872 265.5 0.000161841007810239
272384 266 0.000161861836453379
272896 266.5 0.000161882518241626
273408 267 0.000161903198867914
273920 267.5 0.000161923739842311
274432 268 0.000161943876734321
274944 268.5 0.000161963384415665
275456 269 0.000161982146007345
275968 269.5 0.000162000184031312
276480 270 0.000162017695812791
276992 270.5 0.000162034992869225
277504 271 0.000162052262015724
278016 271.5 0.00016206932117822
278528 272 0.000162085687615461
279040 272.5 0.000162100993251649
279552 273 0.000162115340105211
280064 273.5 0.000162129185028238
280576 274 0.000162142862853533
281088 274.5 0.000162156275051901
281600 275 0.000162169058441202
282112 275.5 0.000162180979616371
282624 276 0.000162192083995287
283136 276.5 0.000162202493678962
283648 277 0.000162212193705042
284160 277.5 0.000162221105780414
284672 278 0.000162229304389926
285184 278.5 0.000162236999075867
285696 279 0.000162244231921344
286208 279.5 0.000162250694360836
286720 280 0.000162255986895949
287232 280.5 0.000162260067369346
287744 281 0.000162263329151107
288256 281.5 0.00016226617648152
288768 282 0.000162268586385236
289280 282.5 0.000162270154364998
289792 283 0.000162270530279367
290304 283.5 0.000162269732125445
290816 284 0.000162268043199289
291328 284.5 0.000162265689511919
291840 285 0.000162262662659017
292352 285.5 0.000162258802524753
292864 286 0.000162253965906809
293376 286.5 0.000162248099064187
293888 287 0.000162241223356593
294400 287.5 0.00016223343190375
294912 288 0.000162224881192706
295424 288.5 0.000162215681590856
295936 289 0.000162205742937057
296448 289.5 0.000162194800044621
296960 290 0.000162182682525625
297472 290.5 0.000162169539916585
297984 291 0.000162155715770927
298496 291.5 0.000162141394745599
299008 292 0.00016212644882395
299520 292.5 0.000162110640069006
300032 293 0.000162093878424871
300544 293.5 0.00016207623081041
301056 294 0.000162057778790845
301568 294.5 0.000162038595414493
302080 295 0.000162018834804151
302592 295.5 0.000161998690129501
303104 296 0.000161978177844483
303616 296.5 0.000161957037487563
304128 297 0.000161934961152432
304640 297.5 0.000161911943673225
305152 298 0.0001618883522024
305664 298.5 0.00016186462435965
306176 299 0.000161840915943846
306688 299.5 0.000161817032220733
307200 300 0.000161792643696093
307712 300.5 0.000161767551333472
308224 301 0.000161741823488083
308736 301.5 0.00016171576971663
309248 302 0.000161689769609722
309760 302.5 0.000161664027967872
310272 303 0.000161638433225877
310784 303.5 0.000161612671511376
311296 304 0.000161586510862028
311808 304.5 0.000161559990752482
312320 305 0.000161533379198088
312832 305.5 0.000161507001329163
313344 306 0.00016148107582109
313856 306.5 0.000161455591601093
314368 307 0.000161430284776772
314880 307.5 0.000161404834790221
315392 308 0.000161379196992798
315904 308.5 0.000161353711344121
316416 309 0.000161328789296749
316928 309.5 0.000161304512679997
317440 310 0.00016128063316586
317952 310.5 0.000161256939402059
318464 311 0.000161233481256605
318976 311.5 0.000161210401561987
319488 312 0.000161187710541108
320000 312.5 0.000161165359477597
320512 313 0.000161143445325904
321024 313.5 0.000161122162474289
321536 314 0.000161101537010699
322048 314.5 0.000161081349414385
322560 315 0.000161061392635554
323072 315.5 0.000161041729223127
323584 316 0.000161022618065266
324096 316.5 0.000161004228190779
324608 317 0.000160986493555969
325120 317.5 0.000160969228940693
325632 318 0.000160952319585846
326144 318.5 0.000160935790834276
326656 319 0.000160919750986324
327168 319.5 0.000160904301613901
327680 320 0.000160889478190697
328192 320.5 0.000160875235193737
328704 321 0.000160861470040209
329216 321.5 0.000160848071490287
329728 322 0.000160834980615413
330240 322.5 0.000160822248127795
330752 323 0.00016081003352722
331264 323.5 0.0001607984868314
331776 324 0.000160787574158605
332288 324.5 0.000160777041800052
332800 325 0.000160766617845784
333312 325.5 0.000160756264025515
333824 326 0.000160746193838656
334336 326.5 0.000160736644657707
334848 327 0.000160727674099611
335360 327.5 0.000160719159681012
335872 328 0.000160710899284348
336384 328.5 0.000160702678095568
336896 329 0.000160694353498364
337408 329.5 0.000160686002271032
337920 330 0.000160677949143643
338432 330.5 0.000160670504186557
338944 331 0.000160663610147193
339456 331.5 0.000160656820483932
339968 332 0.000160649696172153
340480 332.5 0.000160642210488948
340992 333 0.000160634735654969
341504 333.5 0.000160627659605801
342016 334 0.000160621049243846
342528 334.5 0.000160614656154008
343040 335 0.000160608178963208
343552 335.5 0.000160601490647308
344064 336 0.000160594656120008
344576 336.5 0.000160587808958956
345088 337 0.000160581057741137
345600 337.5 0.000160574480383539
346112 338 0.000160568120032367
346624 338.5 0.000160561924751838
347136 339 0.000160555721868212
347648 339.5 0.000160549333977088
348160 340 0.000160542759115658
348672 340.5 0.000160536207556008
349184 341 0.000160529926193693
349696 341.5 0.000160523987378756
350208 342 0.000160518254810449
350720 342.5 0.000160512534646464
351232 343 0.000160506742929255
351744 343.5 0.000160500950485731
352256 344 0.000160495308392015
352768 344.5 0.000160489942792367
353280 345 0.000160484897412778
353792 345.5 0.000160480144344078
354304 346 0.000160475627151337
354816 346.5 0.000160471290750181
355328 347 0.000160467100945644
355840 347.5 0.000160463086288172
356352 348 0.00016045937618987
356864 348.5 0.000160456148325813
357376 349 0.000160453478534874
357888 349.5 0.000160451245311629
358400 350 0.000160449237348347
358912 350.5 0.000160447387734895
359424 351 0.000160445882013264
359936 351.5 0.000160445006777784
360448 352 0.000160444891450273
360960 352.5 0.000160445406950128
361472 353 0.00016044630888032
361984 353.5 0.000160447472188667
362496 354 0.000160449005928806
363008 354.5 0.000160451169089682
363520 355 0.000160454171978451
364032 355.5 0.000160458019478844
364544 356 0.000160462513742264
365056 356.5 0.000160467418536174
365568 357 0.000160472660492876
366080 357.5 0.000160478400629364
366592 358 0.000160484910485161
367104 358.5 0.00016049235740887
367616 359 0.000160500681842254
368128 359.5 0.000160509659731846
368640 360 0.000160519081086977
369152 360.5 0.00016052889502357
369664 361 0.000160539223980117
370176 361.5 0.000160550263056473
370688 362 0.000160562153288527
371200 362.5 0.000160574905472953
371712 363 0.000160588392142759
372224 363.5 0.000160602396346619
372736 364 0.000160616720524904
373248 364.5 0.000160631335418214
373760 365 0.00016064645483703
374272 365.5 0.000160662398922949
374784 366 0.000160679295360498
375296 366.5 0.000160696906048145
375808 367 0.000160714809844899
376320 367.5 0.000160732790053024
376832 368 0.000160751013705982
377344 368.5 0.000160769814476758
377856 369 0.0001607893458718
378368 369.5 0.000160809483259299
378880 370 0.000160830009393656
379392 370.5 0.000160850801755595
379904 371 0.000160871834713632
380416 371.5 0.000160893099277972
380928 372 0.000160914600701507
381440 372.5 0.000160936405271867
381952 373 0.000160958608617297
382464 373.5 0.00016098122423204
382976 374 0.000161004122519358
383488 374.5 0.00016102710040985
384000 375 0.000161050023797263
384512 375.5 0.000161072925319456
385024 376 0.000161095975953685
385536 376.5 0.000161119331926757
386048 377 0.000161142967797943
386560 377.5 0.000161166661366688
387072 378 0.000161190176318905
387584 378.5 0.000161213467006882
388096 379 0.000161236682823194
388608 379.5 0.000161259977429242
389120 380 0.00016128334967744
389632 380.5 0.000161306670754485
390144 381 0.000161329810894717
390656 381.5 0.000161352706538071
391168 382 0.000161375349995488
391680 382.5 0.000161397776668928
392192 383 0.000161420053586407
392704 383.5 0.000161442220218773
393216 384 0.000161464219068611
393728 384.5 0.000161485917978359
394240 385 0.000161507221025132
394752 385.5 0.000161528138022376
395264 386 0.000161548740579787
395776 386.5 0.000161569085970023
396288 387 0.000161589197363506
396800 387.5 0.000161609063945314
397312 388 0.000161628605359417
397824 388.5 0.000161647669196391
398336 389 0.000161666150506092
398848 389.5 0.00016168413863503
399360 390 0.000161701880349878
399872 390.5 0.000161719536328573
400384 391 0.000161736989811958
400896 391.5 0.000161753944332362
401408 392 0.000161770215487345
401920 392.5 0.000161785897073691
402432 393 0.000161801241929062
402944 393.5 0.000161816422263702
403456 394 0.000161831424119776
403968 394.5 0.000161846125288941
404480 395 0.000161860408867338
404992 395.5 0.000161874203423968
405504 396 0.000161887491189277
406016 396.5 0.000161900343349289
406528 397 0.000161912928848488
407040 397.5 0.00016192541747565
407552 398 0.000161937833807512
408064 398.5 0.00016195002046805
408576 399 0.000161961770583883
409088 399.5 0.000161973008023885
409600 400 0.000161983854544442
