# Scalar ASCII output created by CarpetIOScalar
# created on malvi-BOHK-WAX9X by malvi on Jul 12 2025 at 23:41:34+0200
# parameter filename: "./TOV_example.par"
# Build ID: build-sim-malvi-BOHK-WAX9X-malvi-2025.07.12-13.11.05-262947
# Simulation ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-21.41.24-497199
# Run ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-21.41.24-497199
#
# CARPET::physical_time_per_hour (carpet-timing)
# 1:iteration 2:time 3:data
# data columns: 3:physical_time_per_hour 4:current_physical_time_per_hour 5:time_total 6:time_evolution 7:time_computing 8:time_communicating 9:time_io 10:evolution_steps_count 11:local_grid_points_per_second 12:total_grid_points_per_second 13:local_grid_point_updates_count 14:total_grid_point_updates_count 15:local_interior_points_per_second 16:total_interior_points_per_second 17:local_interior_point_updates_count 18:total_interior_point_updates_count 19:io_per_second 20:io_bytes_per_second 21:io_bytes_ascii_per_second 22:io_bytes_binary_per_second 23:io_count 24:io_bytes_count 25:io_bytes_ascii_count 26:io_bytes_binary_count 27:comm_per_second 28:comm_bytes_per_second 29:comm_count 30:comm_bytes_count 31:time_levels 32:current_walltime 33:syncs_count
28672 28 1231.51767226884 1214.55630230927 90.8407940864563 81.8502261638641 78.0011703968048 0 12.8935043811798 392 334786.710853315 334786.710853315 27402368 27402368 196955.252972986 196955.252972986 16120832 16120832 498.456976208601 663182.13102016 7304.96487023958 655877.16614992 6482 8641978 93994 8547984 0 0 0 0 90.1876130104065 1752356576.22603 84847
29184 28.5 1231.93777796804 1214.8103599319 92.2739949226379 83.2834270000458 79.369398355484 0 12.9105551242828 399 334900.916120859 334900.916120859 27891696 27891696 197022.440010676 197022.440010676 16408704 16408704 504.006457400972 669778.474284085 7380.08348454742 662398.390799538 6508 8643430 95446 8547984 0 0 0 0 91.6090421676636 1752356577.65923 86355
29696 29 1232.88537551811 1215.07889864743 93.6699728965759 84.6794049739838 80.6979846954346 0 12.9984445571899 406 335158.519461958 335158.519461958 28381024 28381024 197173.988233972 197173.988233972 16696576 16696576 508.942800257798 667479.638875879 7456.83687805768 660022.801997822 6642 8664211 96931 8567280 0 0 0 0 92.9934620857239 1752356579.05521 87863
30208 29.5 1233.77672221145 1215.34616684808 95.0677309036255 86.0771629810333 82.0577118396759 0 13.0137548446655 413 335400.831070158 335400.831070158 28870352 28870352 197316.540320252 197316.540320252 16984448 16984448 512.220617605839 666060.515161869 7546.49163213405 658514.023529735 6668 8665668 98388 8567280 0 0 0 0 94.379298210144 1752356580.45297 89371
30720 30 1233.87695314178 1215.63858863649 96.5195550918579 87.5289871692657 83.3936614990234 0 13.1871972084045 420 335428.078737202 335428.078737202 29359680 29359680 197332.570141573 197332.570141573 17272320 17272320 521.564490187341 692680.0781749 7593.92107630786 685086.157098592 6928 9219013 99877 9119136 0 0 0 0 95.8195176124573 1752356581.90479 90879
31232 30.5 1231.177765935 1215.88617449933 98.173465013504 89.1828970909119 84.9747889041901 0 13.2025089263916 427 334694.307694135 334694.307694135 29849008 29849008 196900.892130689 196900.892130689 17560192 17560192 526.567963516853 698574.38152403 7661.45022140831 690912.931302622 6954 9220465 101329 9119136 0 0 0 0 97.4621543884277 1752356583.5587 92387
31744 31 1230.30988848306 1216.11316250832 99.6994218826294 90.7088539600372 86.4374797344208 0 13.2879860401154 434 334458.376173134 334458.376173134 30338336 30338336 196762.093454109 196762.093454109 17848064 17848064 531.445539517153 696397.17145407 7737.85610381821 688659.315350252 7088 9241252 102820 9138432 0 0 0 0 98.9763481616974 1752356585.08466 93895
32256 31.5 1231.26145410486 1216.3080694888 101.091233968735 92.1006660461426 87.791454076767 0 13.305023431778 441 334717.058230125 334717.058230125 30827664 30827664 196914.276286709 196914.276286709 18135936 18135936 534.59531343778 694936.46324041 7824.94152875806 687111.521711651 7114 9242709 104277 9138432 0 0 0 0 100.356666088104 1752356586.47647 95403
32768 32 1230.57870222054 1216.53206718763 102.605059862137 93.6144919395447 89.1858088970184 0 13.4725470542908 448 334531.452888984 334531.452888984 31316992 31316992 196805.084536462 196805.084536462 18423808 18423808 543.398436988369 720538.502866779 7866.83252846285 712671.670338316 7374 9796055 105767 9690288 0 0 0 0 101.852070808411 1752356587.9903 96911
33280 32.5 1230.72499244336 1216.71430310545 104.056484937668 95.0659170150757 90.5728631019592 0 13.4875249862671 455 334571.221723513 334571.221723513 31806320 31806320 196828.480569253 196828.480569253 18711680 18711680 548.517311603415 726607.740811437 7936.73994301664 718671.00086842 7400 9797513 107225 9690288 0 0 0 0 103.298460483551 1752356589.44172 98419
