# Scalar ASCII output created by CarpetIOScalar
# created on malvi-BOHK-WAX9X by malvi on Jul 12 2025 at 22:47:50+0200
# parameter filename: "./TOV_example.par"
# Build ID: build-sim-malvi-BOHK-WAX9X-malvi-2025.07.12-13.11.05-262947
# Simulation ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-20.47.40-472028
# Run ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-20.47.40-472028
#
# ML_BSSN::M1 (ml_bssn-ml_mom)
# 1:iteration 2:time 3:data
# data columns: 3:M1 4:M2 5:M3
22528 22 2.89155472790761e-06 2.89155472790299e-06 2.89155472788934e-06
23040 22.5 2.90640205274094e-06 2.90640205274105e-06 2.90640205273073e-06
23552 23 2.90033476796495e-06 2.90033476797592e-06 2.90033476797648e-06
24064 23.5 2.87306794193234e-06 2.87306794194445e-06 2.87306794193434e-06
24576 24 2.8096504413197e-06 2.80965044132737e-06 2.80965044131743e-06
25088 24.5 2.76322431553728e-06 2.76322431555372e-06 2.7632243155406e-06
25600 25 2.77343520640645e-06 2.77343520643321e-06 2.7734352064175e-06
26112 25.5 2.72422062056082e-06 2.72422062057851e-06 2.72422062057094e-06
26624 26 2.58141540037234e-06 2.58141540036706e-06 2.58141540038355e-06
27136 26.5 2.4924184540874e-06 2.49241845409429e-06 2.49241845409839e-06
27648 27 2.45087062694195e-06 2.45087062695255e-06 2.45087062694738e-06
28160 27.5 2.41165474268026e-06 2.41165474268956e-06 2.41165474267951e-06
28672 28 2.43445093942683e-06 2.43445093944306e-06 2.43445093943076e-06
29184 28.5 2.51572457366872e-06 2.51572457368195e-06 2.51572457367709e-06
29696 29 2.58320146292338e-06 2.58320146293139e-06 2.58320146292153e-06
30208 29.5 2.61884956482303e-06 2.61884956482589e-06 2.61884956480731e-06
30720 30 2.65819405771734e-06 2.65819405773478e-06 2.65819405772162e-06
31232 30.5 2.73747005671783e-06 2.73747005674757e-06 2.73747005674151e-06
31744 31 2.82275961303363e-06 2.82275961305751e-06 2.82275961305064e-06
32256 31.5 2.87798292092152e-06 2.87798292093567e-06 2.87798292092956e-06
32768 32 2.92694744058771e-06 2.9269474406046e-06 2.92694744059107e-06
33280 32.5 2.96103484631366e-06 2.96103484632491e-06 2.96103484631218e-06
33792 33 2.97433276747319e-06 2.97433276748946e-06 2.97433276748143e-06
34304 33.5 2.9826899219463e-06 2.98268992196869e-06 2.98268992196846e-06
34816 34 2.96562248445505e-06 2.96562248447698e-06 2.96562248447392e-06
35328 34.5 2.92613867833533e-06 2.92613867835516e-06 2.92613867835123e-06
35840 35 2.89243906587156e-06 2.89243906588341e-06 2.89243906588333e-06
36352 35.5 2.87987073842498e-06 2.8798707384519e-06 2.879870738438e-06
36864 36 2.87528789908364e-06 2.8752878991085e-06 2.87528789909806e-06
37376 36.5 2.84653146594551e-06 2.84653146595247e-06 2.84653146595327e-06
37888 37 2.81489658785751e-06 2.81489658786702e-06 2.81489658786346e-06
38400 37.5 2.79328822469129e-06 2.79328822470116e-06 2.79328822468887e-06
38912 38 2.75937616381548e-06 2.7593761638136e-06 2.75937616380704e-06
39424 38.5 2.74053634733655e-06 2.74053634733374e-06 2.74053634733844e-06
39936 39 2.74959740842339e-06 2.749597408436e-06 2.74959740844315e-06
40448 39.5 2.76255786115317e-06 2.76255786116931e-06 2.76255786117747e-06
40960 40 2.78515996646399e-06 2.78515996648745e-06 2.78515996648474e-06
41472 40.5 2.80900256759919e-06 2.80900256761888e-06 2.80900256760769e-06
41984 41 2.81368863825342e-06 2.81368863825207e-06 2.81368863824457e-06
42496 41.5 2.80306506670746e-06 2.80306506670099e-06 2.80306506671258e-06
43008 42 2.78691774767419e-06 2.78691774769207e-06 2.78691774769786e-06
43520 42.5 2.76900593574249e-06 2.76900593576524e-06 2.76900593575619e-06
44032 43 2.7498327577513e-06 2.74983275776658e-06 2.74983275776322e-06
44544 43.5 2.7466834915758e-06 2.74668349159051e-06 2.74668349159672e-06
45056 44 2.75521669773204e-06 2.75521669774829e-06 2.75521669774526e-06
45568 44.5 2.7784187362658e-06 2.77841873628331e-06 2.77841873627685e-06
46080 45 2.80169902888005e-06 2.80169902889135e-06 2.80169902888981e-06
46592 45.5 2.7854558297845e-06 2.78545582977991e-06 2.78545582977054e-06
47104 46 2.74674975295978e-06 2.74674975294631e-06 2.74674975293596e-06
47616 46.5 2.74655665374298e-06 2.74655665374427e-06 2.74655665374437e-06
48128 47 2.7682996815417e-06 2.76829968154588e-06 2.76829968155542e-06
48640 47.5 2.75040005003517e-06 2.75040005003888e-06 2.75040005004331e-06
49152 48 2.72824257732736e-06 2.72824257733655e-06 2.72824257733381e-06
49664 48.5 2.7240327577516e-06 2.72403275774631e-06 2.72403275774741e-06
50176 49 2.70634458957931e-06 2.70634458956351e-06 2.70634458956213e-06
50688 49.5 2.6825922699628e-06 2.68259226995477e-06 2.68259226994464e-06
51200 50 2.66965032482765e-06 2.66965032483329e-06 2.66965032483427e-06
51712 50.5 2.70388565145635e-06 2.70388565147338e-06 2.70388565148028e-06
52224 51 2.77496583456336e-06 2.77496583456993e-06 2.77496583456978e-06
52736 51.5 2.80846442187122e-06 2.80846442186467e-06 2.8084644218553e-06
53248 52 2.7945321837847e-06 2.7945321837764e-06 2.79453218376492e-06
53760 52.5 2.78841959369006e-06 2.78841959367765e-06 2.78841959367983e-06
54272 53 2.78651868021306e-06 2.78651868021027e-06 2.78651868021495e-06
54784 53.5 2.7738617765796e-06 2.7738617765881e-06 2.77386177658717e-06
55296 54 2.78361543217533e-06 2.78361543218793e-06 2.78361543218019e-06
55808 54.5 2.79724088170827e-06 2.79724088172053e-06 2.79724088170846e-06
56320 55 2.77010269507957e-06 2.77010269508052e-06 2.77010269507697e-06
56832 55.5 2.71339766677136e-06 2.7133976667628e-06 2.71339766676747e-06
57344 56 2.68433127017916e-06 2.68433127018071e-06 2.68433127017941e-06
57856 56.5 2.71036605381247e-06 2.71036605382899e-06 2.71036605381286e-06
58368 57 2.74279174339073e-06 2.74279174340578e-06 2.74279174339136e-06
58880 57.5 2.73842238567306e-06 2.73842238567425e-06 2.73842238567221e-06
59392 58 2.72791850755723e-06 2.72791850756605e-06 2.72791850755541e-06
59904 58.5 2.74109880871546e-06 2.74109880873421e-06 2.74109880872255e-06
60416 59 2.74399423570681e-06 2.7439942357086e-06 2.74399423571373e-06
60928 59.5 2.70787397335305e-06 2.70787397333843e-06 2.70787397334121e-06
61440 60 2.65917997916504e-06 2.65917997915604e-06 2.65917997914797e-06
61952 60.5 2.63170204178082e-06 2.6317020417846e-06 2.63170204177784e-06
62464 61 2.61364131020731e-06 2.61364131020039e-06 2.61364131020937e-06
62976 61.5 2.60074372980016e-06 2.60074372977728e-06 2.60074372979414e-06
63488 62 2.61702885762309e-06 2.61702885761543e-06 2.61702885761049e-06
64000 62.5 2.63459926585899e-06 2.63459926586907e-06 2.63459926585584e-06
64512 63 2.60403713443474e-06 2.60403713444005e-06 2.604037134442e-06
65024 63.5 2.54252993856159e-06 2.54252993854549e-06 2.54252993855777e-06
65536 64 2.49858152423652e-06 2.49858152422338e-06 2.49858152421792e-06
66048 64.5 2.48655135731381e-06 2.48655135731287e-06 2.48655135729628e-06
66560 65 2.48673204310302e-06 2.48673204311025e-06 2.48673204309947e-06
67072 65.5 2.48851973920927e-06 2.48851973922122e-06 2.48851973921718e-06
67584 66 2.4838405760482e-06 2.48384057604604e-06 2.48384057604985e-06
68096 66.5 2.46501626597673e-06 2.46501626595305e-06 2.4650162659665e-06
68608 67 2.44913005583143e-06 2.44913005582075e-06 2.44913005582767e-06
69120 67.5 2.45068589400975e-06 2.45068589401782e-06 2.45068589400558e-06
69632 68 2.46406547331607e-06 2.46406547331061e-06 2.46406547329378e-06
70144 68.5 2.4674215655371e-06 2.4674215655242e-06 2.46742156552258e-06
70656 69 2.46583469835327e-06 2.46583469836419e-06 2.46583469837599e-06
71168 69.5 2.48143887095814e-06 2.48143887097911e-06 2.48143887097721e-06
71680 70 2.49136064881905e-06 2.49136064881242e-06 2.49136064879778e-06
72192 70.5 2.47494119753193e-06 2.47494119750681e-06 2.47494119749802e-06
72704 71 2.46166084781909e-06 2.46166084780689e-06 2.4616608478094e-06
73216 71.5 2.46402801954463e-06 2.46402801954271e-06 2.46402801955061e-06
73728 72 2.47092892974633e-06 2.47092892973674e-06 2.4709289297535e-06
74240 72.5 2.48044294576078e-06 2.48044294577164e-06 2.48044294577209e-06
74752 73 2.49332279193673e-06 2.49332279196279e-06 2.49332279194521e-06
75264 73.5 2.5134412672746e-06 2.51344126727408e-06 2.51344126726361e-06
75776 74 2.52070708095303e-06 2.52070708093748e-06 2.52070708092798e-06
76288 74.5 2.50289865958075e-06 2.50289865957519e-06 2.50289865956162e-06
76800 75 2.48887511800079e-06 2.48887511799019e-06 2.48887511799445e-06
77312 75.5 2.49804190141048e-06 2.49804190140585e-06 2.49804190141365e-06
77824 76 2.51574474945817e-06 2.51574474947153e-06 2.5157447494719e-06
78336 76.5 2.52902026915717e-06 2.52902026917007e-06 2.52902026917024e-06
78848 77 2.54424283301451e-06 2.54424283301006e-06 2.54424283302394e-06
79360 77.5 2.56227329869136e-06 2.56227329867123e-06 2.56227329869274e-06
79872 78 2.57193236492501e-06 2.57193236490971e-06 2.57193236491763e-06
80384 78.5 2.57365345673076e-06 2.57365345671545e-06 2.57365345671202e-06
80896 79 2.5756736240987e-06 2.57567362408619e-06 2.57567362407931e-06
81408 79.5 2.58253560747963e-06 2.58253560747778e-06 2.58253560747553e-06
81920 80 2.59366954027919e-06 2.59366954027582e-06 2.59366954027725e-06
82432 80.5 2.60524468401798e-06 2.60524468401983e-06 2.60524468400971e-06
82944 81 2.62102403703741e-06 2.62102403704818e-06 2.6210240370346e-06
83456 81.5 2.63443017240592e-06 2.63443017241365e-06 2.63443017240594e-06
83968 82 2.63013189717751e-06 2.63013189717755e-06 2.63013189717586e-06
84480 82.5 2.6265974965757e-06 2.62659749657018e-06 2.62659749658432e-06
84992 83 2.64487798332595e-06 2.64487798331116e-06 2.64487798334135e-06
85504 83.5 2.67636907976887e-06 2.67636907974906e-06 2.67636907977438e-06
86016 84 2.70398861953452e-06 2.70398861951816e-06 2.70398861952847e-06
86528 84.5 2.71458228685963e-06 2.71458228685744e-06 2.71458228686142e-06
87040 85 2.71494259568783e-06 2.71494259569515e-06 2.71494259568922e-06
87552 85.5 2.71050591600534e-06 2.71050591601393e-06 2.71050591599589e-06
88064 86 2.70724014257213e-06 2.70724014257772e-06 2.70724014255997e-06
88576 86.5 2.71194489681566e-06 2.711944896816e-06 2.71194489680323e-06
89088 87 2.7168167477757e-06 2.71681674777118e-06 2.71681674777032e-06
89600 87.5 2.71698228274522e-06 2.71698228274213e-06 2.71698228275686e-06
90112 88 2.72372164820463e-06 2.72372164821028e-06 2.72372164822108e-06
90624 88.5 2.74126968640584e-06 2.74126968642117e-06 2.74126968640643e-06
91136 89 2.75682234059575e-06 2.75682234060201e-06 2.75682234058341e-06
91648 89.5 2.76195336859411e-06 2.76195336858177e-06 2.76195336858299e-06
92160 90 2.76306144050559e-06 2.76306144048094e-06 2.76306144049988e-06
92672 90.5 2.76494281383626e-06 2.76494281381838e-06 2.76494281384219e-06
93184 91 2.76774781402369e-06 2.76774781401487e-06 2.76774781403763e-06
93696 91.5 2.77658591982808e-06 2.77658591982394e-06 2.77658591984393e-06
94208 92 2.779479626867e-06 2.77947962687001e-06 2.77947962687125e-06
94720 92.5 2.77154309218262e-06 2.77154309220021e-06 2.77154309217457e-06
95232 93 2.76324008452328e-06 2.76324008454426e-06 2.76324008450671e-06
95744 93.5 2.75566174145367e-06 2.75566174145952e-06 2.75566174143942e-06
96256 94 2.74592490296203e-06 2.74592490295434e-06 2.74592490295827e-06
96768 94.5 2.73764784601116e-06 2.73764784600853e-06 2.737647846019e-06
97280 95 2.73281187664056e-06 2.73281187664523e-06 2.73281187665287e-06
97792 95.5 2.73522713955994e-06 2.73522713956221e-06 2.73522713956725e-06
98304 96 2.74693786087248e-06 2.74693786087303e-06 2.74693786088121e-06
98816 96.5 2.75615931439022e-06 2.75615931439488e-06 2.75615931440409e-06
99328 97 2.75247405462687e-06 2.75247405463499e-06 2.75247405463619e-06
99840 97.5 2.73932175820018e-06 2.73932175820122e-06 2.73932175819786e-06
100352 98 2.72738164015099e-06 2.72738164014186e-06 2.72738164014044e-06
100864 98.5 2.71726288548403e-06 2.7172628854716e-06 2.71726288546954e-06
101376 99 2.70900981172258e-06 2.70900981171545e-06 2.70900981171941e-06
101888 99.5 2.69955441802591e-06 2.69955441803124e-06 2.69955441803764e-06
102400 100 2.69077170512525e-06 2.69077170513862e-06 2.69077170514167e-06
102912 100.5 2.68661966537045e-06 2.68661966537691e-06 2.68661966537481e-06
103424 101 2.68383053841842e-06 2.68383053841237e-06 2.68383053841021e-06
103936 101.5 2.68394055294088e-06 2.68394055293017e-06 2.68394055292935e-06
104448 102 2.68424140150814e-06 2.68424140150637e-06 2.68424140151085e-06
104960 102.5 2.68237180448124e-06 2.68237180448326e-06 2.68237180450022e-06
105472 103 2.6792713452575e-06 2.6792713452601e-06 2.67927134528405e-06
105984 103.5 2.66922884903468e-06 2.66922884904072e-06 2.66922884904958e-06
106496 104 2.65204723072878e-06 2.65204723073631e-06 2.65204723072239e-06
107008 104.5 2.63262984890996e-06 2.63262984890946e-06 2.63262984889026e-06
107520 105 2.61566463727736e-06 2.61566463727244e-06 2.61566463726254e-06
108032 105.5 2.60914750775782e-06 2.60914750775496e-06 2.60914750775538e-06
108544 106 2.60891551474764e-06 2.60891551474917e-06 2.6089155147558e-06
109056 106.5 2.60488037188505e-06 2.60488037189494e-06 2.60488037190711e-06
109568 107 2.59862817773865e-06 2.59862817775644e-06 2.59862817776698e-06
110080 107.5 2.59532302311651e-06 2.59532302312225e-06 2.59532302313154e-06
110592 108 2.5955375462434e-06 2.59553754623524e-06 2.59553754623871e-06
111104 108.5 2.59400872950286e-06 2.59400872949286e-06 2.59400872947722e-06
111616 109 2.58605202291316e-06 2.58605202290693e-06 2.58605202288273e-06
112128 109.5 2.57374940178303e-06 2.57374940177767e-06 2.5737494017695e-06
112640 110 2.55895391627299e-06 2.55895391627541e-06 2.55895391629027e-06
113152 110.5 2.54464439532418e-06 2.54464439532608e-06 2.544644395352e-06
113664 111 2.5347051339587e-06 2.53470513395513e-06 2.53470513397647e-06
114176 111.5 2.52858928585098e-06 2.52858928585042e-06 2.52858928585461e-06
114688 112 2.52364110098891e-06 2.52364110098645e-06 2.52364110097849e-06
115200 112.5 2.52220148692698e-06 2.5222014869208e-06 2.52220148691827e-06
115712 113 2.52397800519445e-06 2.52397800518849e-06 2.52397800519938e-06
116224 113.5 2.52382506065339e-06 2.5238250606558e-06 2.52382506066611e-06
116736 114 2.51997037029746e-06 2.51997037030252e-06 2.51997037030412e-06
117248 114.5 2.51191288156507e-06 2.5119128815622e-06 2.51191288156055e-06
117760 115 2.50030842574519e-06 2.50030842573546e-06 2.50030842572988e-06
118272 115.5 2.48977011472931e-06 2.48977011472357e-06 2.48977011471812e-06
118784 116 2.48156353416014e-06 2.48156353416052e-06 2.48156353416234e-06
119296 116.5 2.47161588552798e-06 2.4716158855298e-06 2.47161588553703e-06
119808 117 2.4610872335905e-06 2.46108723359211e-06 2.46108723359916e-06
120320 117.5 2.45371451308405e-06 2.45371451308555e-06 2.45371451310032e-06
120832 118 2.44905002926159e-06 2.44905002926091e-06 2.4490500292838e-06
121344 118.5 2.44600178169325e-06 2.44600178168879e-06 2.44600178170716e-06
121856 119 2.44449523377601e-06 2.44449523377311e-06 2.44449523377414e-06
122368 119.5 2.44415017328204e-06 2.44415017328306e-06 2.44415017327184e-06
122880 120 2.44260652724005e-06 2.44260652724565e-06 2.44260652722617e-06
123392 120.5 2.43796234526208e-06 2.43796234526606e-06 2.4379623452448e-06
123904 121 2.42866916595893e-06 2.42866916595991e-06 2.42866916595397e-06
124416 121.5 2.41476092235582e-06 2.41476092235407e-06 2.41476092237182e-06
124928 122 2.39981356778202e-06 2.39981356777351e-06 2.39981356780163e-06
125440 122.5 2.38911266567339e-06 2.38911266566585e-06 2.38911266568355e-06
125952 123 2.38650589769787e-06 2.38650589769701e-06 2.38650589769848e-06
126464 123.5 2.38949075356118e-06 2.38949075357086e-06 2.38949075355168e-06
126976 124 2.39353177887021e-06 2.39353177888004e-06 2.39353177885939e-06
127488 124.5 2.39542589839006e-06 2.39542589838408e-06 2.39542589838693e-06
128000 125 2.39167437701399e-06 2.3916743770038e-06 2.39167437701281e-06
128512 125.5 2.38218153144883e-06 2.3821815314505e-06 2.38218153144902e-06
129024 126 2.37139972324061e-06 2.37139972325379e-06 2.37139972325049e-06
129536 126.5 2.36250909788973e-06 2.36250909790147e-06 2.36250909790431e-06
130048 127 2.3542049416134e-06 2.354204941616e-06 2.35420494162337e-06
130560 127.5 2.34703483337519e-06 2.34703483336456e-06 2.34703483337834e-06
131072 128 2.34089000180558e-06 2.34089000178505e-06 2.34089000180198e-06
131584 128.5 2.33428205854739e-06 2.33428205852691e-06 2.33428205853981e-06
132096 129 2.32786299087663e-06 2.32786299085744e-06 2.32786299086872e-06
132608 129.5 2.32039546681968e-06 2.32039546680603e-06 2.32039546681157e-06
133120 130 2.3127181429831e-06 2.31271814299281e-06 2.31271814297934e-06
133632 130.5 2.30727351588346e-06 2.30727351591331e-06 2.30727351588618e-06
134144 131 2.30286666944336e-06 2.30286666946545e-06 2.30286666944946e-06
134656 131.5 2.29538082508544e-06 2.29538082508623e-06 2.29538082508879e-06
135168 132 2.28470398091897e-06 2.28470398090859e-06 2.28470398091891e-06
135680 132.5 2.27456027285985e-06 2.27456027284455e-06 2.27456027285764e-06
136192 133 2.26746769202456e-06 2.26746769200639e-06 2.26746769202108e-06
136704 133.5 2.26226082290749e-06 2.26226082289512e-06 2.262260822903e-06
137216 134 2.2553910188646e-06 2.25539101885914e-06 2.2553910188622e-06
137728 134.5 2.24672151620089e-06 2.24672151619627e-06 2.24672151620017e-06
138240 135 2.23871700304442e-06 2.23871700304774e-06 2.23871700304492e-06
138752 135.5 2.23157574316793e-06 2.23157574317286e-06 2.23157574316465e-06
139264 136 2.22466611197902e-06 2.22466611197782e-06 2.22466611197249e-06
139776 136.5 2.2161814509284e-06 2.21618145092552e-06 2.21618145093011e-06
140288 137 2.20613922958597e-06 2.20613922958817e-06 2.20613922960114e-06
140800 137.5 2.19788848174777e-06 2.19788848175515e-06 2.19788848176194e-06
141312 138 2.19315044627016e-06 2.19315044627308e-06 2.19315044626984e-06
141824 138.5 2.18863960679138e-06 2.18863960678725e-06 2.18863960679254e-06
142336 139 2.1789527018044e-06 2.17895270179636e-06 2.17895270181412e-06
142848 139.5 2.16563275819278e-06 2.16563275818229e-06 2.1656327581928e-06
143360 140 2.15434831155356e-06 2.15434831154166e-06 2.1543483115349e-06
143872 140.5 2.14769917421944e-06 2.14769917420946e-06 2.14769917418733e-06
144384 141 2.14320610587821e-06 2.14320610587854e-06 2.14320610585237e-06
144896 141.5 2.13784257974701e-06 2.13784257975962e-06 2.13784257974657e-06
145408 142 2.13158358007805e-06 2.1315835800908e-06 2.13158358010196e-06
145920 142.5 2.12518750595796e-06 2.12518750596318e-06 2.12518750598889e-06
146432 143 2.11816804471588e-06 2.11816804471617e-06 2.11816804473315e-06
146944 143.5 2.10959595592215e-06 2.10959595591893e-06 2.10959595591717e-06
147456 144 2.10071001071337e-06 2.1007100107073e-06 2.10071001069315e-06
147968 144.5 2.09295446832779e-06 2.0929544683189e-06 2.09295446830309e-06
148480 145 2.08627485269331e-06 2.08627485268279e-06 2.0862748526742e-06
148992 145.5 2.08014201457304e-06 2.08014201456936e-06 2.08014201457336e-06
149504 146 2.07387417307068e-06 2.07387417307859e-06 2.07387417308858e-06
150016 146.5 2.06678428084261e-06 2.06678428085215e-06 2.06678428085683e-06
150528 147 2.05983532091014e-06 2.05983532091531e-06 2.0598353209124e-06
151040 147.5 2.05362462512479e-06 2.05362462512081e-06 2.0536246251251e-06
151552 148 2.04793562198246e-06 2.04793562197068e-06 2.04793562198234e-06
152064 148.5 2.04339506094911e-06 2.04339506093648e-06 2.04339506094719e-06
152576 149 2.0387902508968e-06 2.03879025089334e-06 2.0387902508997e-06
153088 149.5 2.03337748018986e-06 2.03337748020078e-06 2.0333774801978e-06
153600 150 2.02743728127677e-06 2.02743728129486e-06 2.02743728127805e-06
154112 150.5 2.02108801711495e-06 2.02108801711945e-06 2.02108801710269e-06
154624 151 2.01539455939057e-06 2.01539455938321e-06 2.01539455938262e-06
155136 151.5 2.01022747462505e-06 2.01022747461507e-06 2.01022747462411e-06
155648 152 2.00475826325111e-06 2.00475826324188e-06 2.00475826324254e-06
156160 152.5 1.99999008336049e-06 1.99999008336351e-06 1.99999008335336e-06
156672 153 1.99690348037009e-06 1.996903480388e-06 1.99690348037606e-06
157184 153.5 1.99524725730534e-06 1.99524725731859e-06 1.99524725732077e-06
157696 154 1.99343380225741e-06 1.99343380224755e-06 1.99343380227057e-06
158208 154.5 1.98945981629497e-06 1.98945981626884e-06 1.98945981629424e-06
158720 155 1.98422340189003e-06 1.98422340187397e-06 1.98422340187611e-06
159232 155.5 1.98039249210597e-06 1.98039249211246e-06 1.98039249210038e-06
159744 156 1.97817666688047e-06 1.97817666689453e-06 1.97817666688197e-06
160256 156.5 1.97560483855285e-06 1.97560483855781e-06 1.97560483854745e-06
160768 157 1.97202449763491e-06 1.97202449763475e-06 1.9720244976306e-06
161280 157.5 1.96891898061217e-06 1.96891898061952e-06 1.96891898062535e-06
161792 158 1.96804159194324e-06 1.96804159195037e-06 1.9680415919587e-06
162304 158.5 1.96868821677236e-06 1.96868821676977e-06 1.96868821676955e-06
162816 159 1.96852965533219e-06 1.96852965532216e-06 1.9685296553224e-06
163328 159.5 1.96649522303494e-06 1.96649522302292e-06 1.96649522302836e-06
163840 160 1.9635008283963e-06 1.96350082839039e-06 1.96350082838891e-06
164352 160.5 1.96111133365404e-06 1.9611113336617e-06 1.96111133365e-06
164864 161 1.96023601134352e-06 1.96023601135863e-06 1.96023601135082e-06
165376 161.5 1.9593461482151e-06 1.95934614822203e-06 1.95934614822889e-06
165888 162 1.95758216861494e-06 1.95758216860822e-06 1.95758216862348e-06
166400 162.5 1.95636890314048e-06 1.95636890313268e-06 1.95636890314081e-06
166912 163 1.95662733365777e-06 1.95662733366015e-06 1.95662733365577e-06
167424 163.5 1.95785193615015e-06 1.95785193615356e-06 1.9578519361396e-06
167936 164 1.95839973764934e-06 1.95839973764267e-06 1.95839973763014e-06
168448 164.5 1.95752224023688e-06 1.95752224022553e-06 1.95752224022383e-06
168960 165 1.95637704480351e-06 1.95637704480348e-06 1.95637704480938e-06
169472 165.5 1.95618446008597e-06 1.95618446009596e-06 1.95618446010734e-06
169984 166 1.95588307552858e-06 1.95588307553478e-06 1.95588307555331e-06
170496 166.5 1.95453137104832e-06 1.95453137104291e-06 1.95453137106253e-06
171008 167 1.95290021896952e-06 1.95290021895874e-06 1.95290021896661e-06
171520 167.5 1.95214477189384e-06 1.95214477188773e-06 1.95214477187925e-06
172032 168 1.9526798796407e-06 1.95267987964141e-06 1.95267987962634e-06
172544 168.5 1.95378259396772e-06 1.95378259397143e-06 1.95378259396649e-06
173056 169 1.95503564384107e-06 1.95503564384546e-06 1.95503564385496e-06
173568 169.5 1.9563274894611e-06 1.9563274894648e-06 1.95632748947768e-06
174080 170 1.9572116545946e-06 1.95721165459633e-06 1.95721165459532e-06
174592 170.5 1.95838068462931e-06 1.95838068463312e-06 1.95838068461321e-06
175104 171 1.95992647877511e-06 1.95992647878146e-06 1.95992647876039e-06
175616 171.5 1.96056027599624e-06 1.96056027599826e-06 1.9605602759984e-06
