# Scalar ASCII output created by CarpetIOScalar
# created on malvi-BOHK-WAX9X by malvi on Jul 12 2025 at 22:47:50+0200
# parameter filename: "./TOV_example.par"
# Build ID: build-sim-malvi-BOHK-WAX9X-malvi-2025.07.12-13.11.05-262947
# Simulation ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-20.47.40-472028
# Run ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-20.47.40-472028
#
# ML_BSSN::H (ml_bssn-ml_ham)
# 1:iteration 2:time 3:data
# data columns: 3:H
0 0 2.5703116559493e-06
512 0.5 1.09419358284307e-05
1024 1 1.58061908691094e-05
1536 1.5 1.80375573108289e-05
2048 2 1.81747645679583e-05
2560 2.5 1.78970471041084e-05
3072 3 1.8595991051648e-05
3584 3.5 1.95959258394445e-05
4096 4 1.98498768798457e-05
4608 4.5 1.96434178806334e-05
5120 5 1.96624388822299e-05
5632 5.5 2.0375518157591e-05
6144 6 2.07043968390919e-05
6656 6.5 2.06207400579934e-05
7168 7 2.05410744984726e-05
7680 7.5 2.08660554012169e-05
8192 8 2.12025068998771e-05
8704 8.5 2.1204783463093e-05
9216 9 2.11363962321965e-05
9728 9.5 2.12392395005829e-05
10240 10 2.15779783179069e-05
10752 10.5 2.15790136567789e-05
11264 11 2.15956860673198e-05
11776 11.5 2.16613587001978e-05
12288 12 2.18757337551298e-05
12800 12.5 2.20131729301404e-05
13312 13 2.20468191084512e-05
13824 13.5 2.21563816649895e-05
14336 14 2.24024387714888e-05
14848 14.5 2.25678458387412e-05
15360 15 2.27218250480432e-05
15872 15.5 2.28561812869551e-05
16384 16 2.30473081283025e-05
16896 16.5 2.32727293890698e-05
17408 17 2.34038424245068e-05
17920 17.5 2.36473213871295e-05
18432 18 2.37897511092073e-05
18944 18.5 2.40398832280727e-05
19456 19 2.41596552090972e-05
19968 19.5 2.42759665531065e-05
20480 20 2.4515355725374e-05
20992 20.5 2.46868607630599e-05
21504 21 2.49332837437435e-05
22016 21.5 2.5059468793115e-05
22528 22 2.51640828791424e-05
23040 22.5 2.53865915199689e-05
23552 23 2.55357506836492e-05
24064 23.5 2.58116372776549e-05
24576 24 2.59300413124711e-05
25088 24.5 2.60865866073427e-05
25600 25 2.6248888373669e-05
26112 25.5 2.64368009699562e-05
26624 26 2.67213228727516e-05
27136 26.5 2.68766320011054e-05
27648 27 2.70823046604595e-05
28160 27.5 2.71824114074326e-05
28672 28 2.74263891422549e-05
29184 28.5 2.76619656820125e-05
29696 29 2.78724324883552e-05
30208 29.5 2.80432410198075e-05
30720 30 2.82058850982048e-05
31232 30.5 2.84251224942428e-05
31744 31 2.8638098853093e-05
32256 31.5 2.88736030493426e-05
32768 32 2.90644481751651e-05
33280 32.5 2.92751941697001e-05
33792 33 2.94662913232009e-05
34304 33.5 2.96542092267847e-05
34816 34 2.98350770914327e-05
35328 34.5 3.00673855387878e-05
35840 35 3.03409450895915e-05
36352 35.5 3.06383130565067e-05
36864 36 3.08718486979512e-05
37376 36.5 3.10467823756992e-05
37888 37 3.12508637313483e-05
38400 37.5 3.15224474054198e-05
38912 38 3.18616820867759e-05
39424 38.5 3.21349710010197e-05
39936 39 3.23174620757133e-05
40448 39.5 3.25304656673863e-05
40960 40 3.27414913346018e-05
41472 40.5 3.30643793676922e-05
41984 41 3.32872578298525e-05
42496 41.5 3.34928432793516e-05
43008 42 3.37260816587217e-05
43520 42.5 3.39504379428956e-05
44032 43 3.43038551675171e-05
44544 43.5 3.45020445456827e-05
45056 44 3.47684714330461e-05
45568 44.5 3.49721951716257e-05
46080 45 3.52475000850611e-05
46592 45.5 3.56047855095146e-05
47104 46 3.58336315518261e-05
47616 46.5 3.61229851063265e-05
48128 47 3.6317429665936e-05
48640 47.5 3.66319765683276e-05
49152 48 3.69434459063986e-05
49664 48.5 3.71942639647591e-05
50176 49 3.75089885339366e-05
50688 49.5 3.77442000105889e-05
51200 50 3.80953829527665e-05
51712 50.5 3.83787743099849e-05
52224 51 3.86837649488216e-05
52736 51.5 3.89994870321933e-05
53248 52 3.92814935000355e-05
53760 52.5 3.96095366498691e-05
54272 53 3.98809168274802e-05
54784 53.5 4.0238465856353e-05
55296 54 4.05238943070118e-05
55808 54.5 4.08368640371346e-05
56320 55 4.11205589665092e-05
56832 55.5 4.14445631566445e-05
57344 56 4.17892995862292e-05
57856 56.5 4.20831466364805e-05
58368 57 4.24084733594279e-05
58880 57.5 4.26905097595581e-05
59392 58 4.30457537740959e-05
59904 58.5 4.33573961893058e-05
60416 59 4.36487303744221e-05
60928 59.5 4.39594897166108e-05
61440 60 4.42580786422016e-05
61952 60.5 4.459772367708e-05
62464 61 4.48997394235031e-05
62976 61.5 4.51817084590978e-05
63488 62 4.54948648125773e-05
64000 62.5 4.57770511655564e-05
64512 63 4.61248948071511e-05
65024 63.5 4.64053515414823e-05
65536 64 4.67192387565326e-05
66048 64.5 4.70035775378999e-05
66560 65 4.72935368865657e-05
67072 65.5 4.7602361154774e-05
67584 66 4.78977298237387e-05
68096 66.5 4.82318515506525e-05
68608 67 4.85219480464502e-05
69120 67.5 4.88122226203263e-05
69632 68 4.90968038087527e-05
70144 68.5 4.93911681044956e-05
70656 69 4.97080008769797e-05
71168 69.5 5.00057680384043e-05
71680 70 5.02881155166897e-05
72192 70.5 5.05772347665095e-05
72704 71 5.0865673608966e-05
73216 71.5 5.1169376323952e-05
73728 72 5.14475783074417e-05
74240 72.5 5.17402185625299e-05
74752 73 5.20105702595867e-05
75264 73.5 5.23207867117164e-05
75776 74 5.26180437769308e-05
76288 74.5 5.29276207182777e-05
76800 75 5.32159376622961e-05
77312 75.5 5.34945357221344e-05
77824 76 5.38056209398462e-05
78336 76.5 5.40847592673639e-05
78848 77 5.44193730666838e-05
79360 77.5 5.46843589978984e-05
79872 78 5.49996931200373e-05
80384 78.5 5.52802534468004e-05
80896 79 5.55874992803275e-05
81408 79.5 5.5891750560558e-05
81920 80 5.6172264686203e-05
82432 80.5 5.6488586072819e-05
82944 81 5.67806378887202e-05
83456 81.5 5.70925427888774e-05
83968 82 5.73774702515733e-05
84480 82.5 5.76743570676432e-05
84992 83 5.79807989585813e-05
85504 83.5 5.82949730553126e-05
86016 84 5.8587800582755e-05
86528 84.5 5.88733972691186e-05
87040 85 5.91550460002987e-05
87552 85.5 5.94722648150427e-05
88064 86 5.97741290442719e-05
88576 86.5 6.00814621004259e-05
89088 87 6.03640897043258e-05
89600 87.5 6.06545860658911e-05
90112 88 6.09644012507376e-05
90624 88.5 6.12473938836003e-05
91136 89 6.15573891451992e-05
91648 89.5 6.1817181437934e-05
92160 90 6.21363588334156e-05
92672 90.5 6.24151007397468e-05
93184 91 6.27215426573684e-05
93696 91.5 6.29917652515348e-05
94208 92 6.32786363837436e-05
94720 92.5 6.35734176216085e-05
95232 93 6.38608956440491e-05
95744 93.5 6.41494755854257e-05
96256 94 6.44046908569234e-05
96768 94.5 6.46893947746898e-05
97280 95 6.49653720180082e-05
97792 95.5 6.52710464167272e-05
98304 96 6.5533913294954e-05
98816 96.5 6.58099883759951e-05
99328 97 6.60629559633795e-05
99840 97.5 6.63455356458115e-05
100352 98 6.66177646697506e-05
100864 98.5 6.68914039078477e-05
101376 99 6.71628332744311e-05
101888 99.5 6.74222194431085e-05
102400 100 6.76978580019537e-05
102912 100.5 6.79477353386754e-05
103424 101 6.82193376559056e-05
103936 101.5 6.84755339454074e-05
104448 102 6.87428658139548e-05
104960 102.5 6.90037024110976e-05
105472 103 6.92556992901911e-05
105984 103.5 6.95176729547344e-05
106496 104 6.97668095502216e-05
107008 104.5 7.00289978683847e-05
107520 105 7.0274442548691e-05
108032 105.5 7.05431660297273e-05
108544 106 7.07931359789867e-05
109056 106.5 7.10509697322687e-05
109568 107 7.12902996662412e-05
110080 107.5 7.15345407144412e-05
110592 108 7.17881768413388e-05
111104 108.5 7.20320065780701e-05
111616 109 7.22889493481347e-05
112128 109.5 7.25140099658197e-05
112640 110 7.27616351742498e-05
113152 110.5 7.29896304521801e-05
113664 111 7.32380507069244e-05
114176 111.5 7.34756262961828e-05
114688 112 7.37046435273458e-05
115200 112.5 7.39347214051297e-05
115712 113 7.41578121685768e-05
116224 113.5 7.44008854428263e-05
116736 114 7.46220158383481e-05
117248 114.5 7.48484114635577e-05
117760 115 7.50650841928652e-05
118272 115.5 7.52931744899705e-05
118784 116 7.55216544502483e-05
119296 116.5 7.57365694855876e-05
119808 117 7.59516922112738e-05
120320 117.5 7.61650253896505e-05
120832 118 7.63922156841281e-05
121344 118.5 7.66074598996168e-05
121856 119 7.68177162925237e-05
122368 119.5 7.70320664139934e-05
122880 120 7.72502905777996e-05
123392 120.5 7.74703480500666e-05
123904 121 7.76771678910067e-05
124416 121.5 7.7881337934347e-05
124928 122 7.8094977700361e-05
125440 122.5 7.83150585732954e-05
125952 123 7.85276724560169e-05
126464 123.5 7.87244973847044e-05
126976 124 7.89317424505189e-05
127488 124.5 7.91419285991833e-05
128000 125 7.93632264502535e-05
128512 125.5 7.95616395100832e-05
129024 126 7.97616457439674e-05
129536 126.5 7.99626818580162e-05
130048 127 8.0171068676968e-05
130560 127.5 8.03833490772699e-05
131072 128 8.05708302633818e-05
131584 128.5 8.07811751972587e-05
132096 129 8.09716293715942e-05
132608 129.5 8.11804598373009e-05
133120 130 8.13645485672196e-05
133632 130.5 8.15622757489302e-05
134144 131 8.17616990361763e-05
134656 131.5 8.19568647905248e-05
135168 132 8.21502611191374e-05
135680 132.5 8.23253204669626e-05
136192 133 8.25197817576826e-05
136704 133.5 8.27099249047631e-05
137216 134 8.2903470951147e-05
137728 134.5 8.30856976326725e-05
138240 135 8.32668658337711e-05
138752 135.5 8.34562339823351e-05
139264 136 8.36410519442695e-05
139776 136.5 8.38231643557666e-05
140288 137 8.40039972906093e-05
140800 137.5 8.41868887882707e-05
141312 138 8.43744755741745e-05
141824 138.5 8.45553930757677e-05
142336 139 8.47359750944029e-05
142848 139.5 8.49197279638154e-05
143360 140 8.51025777876229e-05
143872 140.5 8.52843108845096e-05
144384 141 8.54619443554899e-05
144896 141.5 8.564639151009e-05
145408 142 8.58347702723237e-05
145920 142.5 8.60188421255748e-05
146432 143 8.61996495621233e-05
146944 143.5 8.63814211689103e-05
147456 144 8.65709186361915e-05
147968 144.5 8.67591408050479e-05
148480 145 8.69405624875885e-05
148992 145.5 8.71260193427329e-05
149504 146 8.73156884355789e-05
150016 146.5 8.75087504747897e-05
150528 147 8.76934914147487e-05
151040 147.5 8.78754853290383e-05
151552 148 8.80650349190352e-05
152064 148.5 8.82591768194327e-05
152576 149 8.8451728425326e-05
153088 149.5 8.86404394976503e-05
153600 150 8.88338192952858e-05
154112 150.5 8.90327102535261e-05
154624 151 8.92333237037408e-05
155136 151.5 8.94230284014037e-05
155648 152 8.96171522867907e-05
156160 152.5 8.98151595655362e-05
156672 153 9.00187577565023e-05
157184 153.5 9.02104319090131e-05
157696 154 9.04018732915952e-05
158208 154.5 9.05983522271296e-05
158720 155 9.08001135605435e-05
159232 155.5 9.10022830759153e-05
159744 156 9.11954251680904e-05
160256 156.5 9.13968520957598e-05
160768 157 9.15983921126092e-05
161280 157.5 9.1803750241268e-05
161792 158 9.19985357954515e-05
162304 158.5 9.22046126364189e-05
162816 159 9.24085788463288e-05
163328 159.5 9.262107748372e-05
163840 160 9.28170213907476e-05
164352 160.5 9.30225584120645e-05
164864 161 9.32272752350985e-05
165376 161.5 9.34421164701235e-05
165888 162 9.36500732076718e-05
166400 162.5 9.38500520385727e-05
166912 163 9.40609642242614e-05
167424 163.5 9.42647855763279e-05
167936 164 9.44843955831013e-05
168448 164.5 9.46822658633423e-05
168960 165 9.48990736067497e-05
169472 165.5 9.51007683569069e-05
169984 166 9.53177988728964e-05
170496 166.5 9.55182376241233e-05
171008 167 9.57282454885026e-05
171520 167.5 9.59374533120179e-05
172032 168 9.61469869376422e-05
172544 168.5 9.63543379964582e-05
173056 169 9.65559419825406e-05
173568 169.5 9.67681658900352e-05
174080 170 9.69736045877259e-05
174592 170.5 9.71856025458177e-05
175104 171 9.73880913757725e-05
175616 171.5 9.76015551063277e-05
176128 172 9.78098247557875e-05
176640 172.5 9.80225800008856e-05
177152 173 9.82258746911566e-05
177664 173.5 9.84370879767428e-05
178176 174 9.86500261710161e-05
178688 174.5 9.88613132903476e-05
179200 175 9.90674896752345e-05
179712 175.5 9.92735741174024e-05
180224 176 9.94863509132299e-05
180736 176.5 9.9697074043417e-05
181248 177 9.99083517558741e-05
181760 177.5 0.000100113225728943
182272 178 0.000100324154550188
182784 178.5 0.000100535791065185
183296 179 0.000100746952396101
183808 179.5 0.000100954375923394
184320 180 0.000101163115159478
184832 180.5 0.00010137606853566
185344 181 0.000101587786556581
185856 181.5 0.000101799357822626
186368 182 0.000102007631958605
186880 182.5 0.000102220670410501
187392 183 0.000102434283609231
187904 183.5 0.000102647883157951
188416 184 0.000102860854781826
188928 184.5 0.000103073318028199
189440 185 0.000103289537531449
189952 185.5 0.000103503829090102
190464 186 0.000103719296994819
190976 186.5 0.000103933606520456
191488 187 0.00010415020258659
192000 187.5 0.000104366561260051
192512 188 0.000104582003485747
193024 188.5 0.000104798289576954
193536 189 0.000105013961979054
194048 189.5 0.000105232713238745
194560 190 0.000105449923772888
195072 190.5 0.000105667459587527
195584 191 0.000105884059349901
196096 191.5 0.0001061018560925
196608 192 0.000106320730550414
197120 192.5 0.000106538165292516
197632 193 0.00010675677735625
