# Scalar ASCII output created by CarpetIOScalar
# created on malvi-BOHK-WAX9X by malvi on Jul 12 2025 at 18:58:29+0200
# parameter filename: "./TOV_example.par"
# Build ID: build-sim-malvi-BOHK-WAX9X-malvi-2025.07.12-13.11.05-262947
# Simulation ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-16.58.16-367870
# Run ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-16.58.16-367870
#
# CARPET::physical_time_per_hour (carpet-timing)
# 1:iteration 2:time 3:data
# data columns: 3:physical_time_per_hour 4:current_physical_time_per_hour 5:time_total 6:time_evolution 7:time_computing 8:time_communicating 9:time_io 10:evolution_steps_count 11:local_grid_points_per_second 12:total_grid_points_per_second 13:local_grid_point_updates_count 14:total_grid_point_updates_count 15:local_interior_points_per_second 16:total_interior_points_per_second 17:local_interior_point_updates_count 18:total_interior_point_updates_count 19:io_per_second 20:io_bytes_per_second 21:io_bytes_ascii_per_second 22:io_bytes_binary_per_second 23:io_count 24:io_bytes_count 25:io_bytes_ascii_count 26:io_bytes_binary_count 27:comm_per_second 28:comm_bytes_per_second 29:comm_count 30:comm_bytes_count 31:time_levels 32:current_walltime 33:syncs_count
154112 75.25 252.615831363478 245.097604620261 1083.89699292183 1072.37934589386 1050.34339809418 0 33.5598137378693 903 144053.897150766 144053.897150766 154480424 154480424 103776.828998173 103776.828998173 111288128 111288128 747.520500525612 1509242.63883244 13865.9360461902 1495376.70278625 25086 50640732 465468 50175264 0 0 0 0 1080.36855387688 1752340581.70302 192605
154624 75.5 252.498128985573 245.147033493816 1087.96126699448 1076.44361996651 1054.34663200378 0 33.6521835327148 906 143986.777500546 143986.777500546 154993648 154993648 103728.475815087 103728.475815087 111657856 111657856 748.00752728573 1506805.44393908 13887.1357707516 1492918.30816833 25184 50659856 467024 50192832 0 0 0 0 1084.42138910294 1752340585.76729 193244
155136 75.75 251.821282451159 245.216864164525 1094.42850089073 1082.91085386276 1060.75918698311 0 33.6762270927429 909 143600.806516348 143600.806516348 155506872 155506872 103450.421242336 103450.421242336 112027584 112027584 748.634203511137 1504669.09242631 13910.1141557256 1490758.97827058 25210 50661393 468561 50192832 0 0 0 0 1090.87646102905 1752340592.23453 193883
155648 76 251.505646946154 245.269353379964 1099.36598491669 1087.84833788872 1065.55317497253 0 33.9068937301636 912 143420.815720325 143420.815720325 156020096 156020096 103320.755371231 103320.755371231 112397312 112397312 748.532879751888 1507528.56932598 13897.247841162 1493631.32148482 25392 51305804 470108 50835696 0 0 0 0 1095.79982113838 1752340597.17201 194522
156160 76.25 250.895260329234 245.326248024446 1105.5996940136 1094.08204698563 1071.62513113022 0 33.9839997291565 915 143072.743430234 143072.743430234 156533320 156533320 103070.003123341 103070.003123341 112767040 112767040 748.030227415654 1510161.65170747 13874.6744621294 1496286.97724534 25418 51307299 471603 50835696 0 0 0 0 1102.02442717552 1752340603.40572 195161
156672 76.5 250.520857350903 245.370133550659 1110.82731294632 1099.30966591835 1076.78308606148 0 34.0812358856201 918 142859.240547844 142859.240547844 157046544 157046544 102916.195051816 102916.195051816 113136768 113136768 748.320709005235 1507370.93174669 13891.9882539784 1493478.94349272 25516 51326418 473154 50853264 0 0 0 0 1107.23984527588 1752340608.63334 195800
157184 76.75 250.833787903834 245.389870722647 1113.04388999939 1101.52624297142 1078.94565486908 0 34.1057364940643 921 143037.688847952 143037.688847952 157559768 157559768 103044.749704565 103044.749704565 113506496 113506496 748.953718642733 1505290.16542485 13914.9137246179 1491375.25170024 25542 51327954 474690 50853264 0 0 0 0 1109.44319629669 1752340610.84992 196439
157696 77 250.002608708789 245.446800852118 1120.30607700348 1108.78842997551 1086.11511301994 0 34.2546699047089 924 142563.709835511 142563.709835511 158072992 158072992 102703.293902981 102703.293902981 113876224 113876224 749.964230676491 1510350.39622945 13922.7428694092 1496427.65336004 25724 51972364 476236 51496128 0 0 0 0 1116.6936814785 1752340618.1121 197078
158208 77.25 249.694997914037 245.48253737962 1125.27644205093 1113.75879502296 1091.00143694878 0 34.2813003063202 927 142388.295121593 142388.295121593 158586216 158586216 102576.924654179 102576.924654179 114245952 114245952 751.159625600736 1516371.38623586 13931.697415559 1502439.6888203 25750 51973854 477726 51496128 0 0 0 0 1121.65084314346 1752340623.08247 197717
158720 77.5 249.793764355227 245.504845984254 1128.43904304504 1116.92139601707 1094.09284758568 0 34.3905940055847 930 142444.616574941 142444.616574941 159099440 159099440 102617.498786144 102617.498786144 114615680 114615680 751.407824209608 1513525.24798564 13948.1533134222 1499577.09467222 25848 51992974 479278 51513696 0 0 0 0 1124.80037736893 1752340626.24507 198356
