# Scalar ASCII output created by CarpetIOScalar
# created on malvi-BOHK-WAX9X by malvi on Jul 12 2025 at 21:18:01+0200
# parameter filename: "./TOV_example.par"
# Build ID: build-sim-malvi-BOHK-WAX9X-malvi-2025.07.12-13.11.05-262947
# Simulation ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-19.17.52-432220
# Run ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-19.17.52-432220
#
# ML_BSSN::H (ml_bssn-ml_ham)
# 1:iteration 2:time 3:data
# data columns: 3:H
0 0 1.4420865562997e-06
512 0.25 6.3803568406571e-06
1024 0.5 9.85960593975834e-06
1536 0.75 1.25290248915225e-05
2048 1 1.46325569440297e-05
2560 1.25 1.61614383825588e-05
3072 1.5 1.70620733016228e-05
3584 1.75 1.74176476648895e-05
4096 2 1.73157805830674e-05
4608 2.25 1.70943882362224e-05
5120 2.5 1.69626764881031e-05
5632 2.75 1.70702802822631e-05
6144 3 1.75214628607119e-05
6656 3.25 1.80236635003973e-05
7168 3.5 1.84097858487996e-05
7680 3.75 1.86028466246421e-05
8192 4 1.85928002126605e-05
8704 4.25 1.8457370698693e-05
9216 4.5 1.82808484738087e-05
9728 4.75 1.815543553479e-05
10240 5 1.81714395951458e-05
10752 5.25 1.84500683372803e-05
11264 5.5 1.87622203586089e-05
11776 5.75 1.89568111077923e-05
12288 6 1.89937335739274e-05
12800 6.25 1.89438514423921e-05
13312 6.5 1.88592890979529e-05
13824 6.75 1.87681082481652e-05
14336 7 1.87204708520969e-05
14848 7.25 1.87619220855964e-05
15360 7.5 1.89727024848025e-05
15872 7.75 1.91666962021465e-05
16384 8 1.92392958534489e-05
16896 8.25 1.92105013856464e-05
17408 8.5 1.91623537274572e-05
17920 8.75 1.91306802623276e-05
18432 9 1.90971330490579e-05
18944 9.25 1.90943377927736e-05
19456 9.5 1.9165652455939e-05
19968 9.75 1.92995531654125e-05
20480 10 1.93948268073725e-05
20992 10.25 1.94056837035422e-05
