# Scalar ASCII output created by CarpetIOScalar
# created on malvi-BOHK-WAX9X by malvi on Jul 12 2025 at 20:13:38+0200
# parameter filename: "./TOV_example.par"
# Build ID: build-sim-malvi-BOHK-WAX9X-malvi-2025.07.12-13.11.05-262947
# Simulation ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-18.13.29-402137
# Run ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-18.13.29-402137
#
# CARPET::physical_time_per_hour (carpet-timing)
# 1:iteration 2:time 3:data
# data columns: 3:physical_time_per_hour 4:current_physical_time_per_hour 5:time_total 6:time_evolution 7:time_computing 8:time_communicating 9:time_io 10:evolution_steps_count 11:local_grid_points_per_second 12:total_grid_points_per_second 13:local_grid_point_updates_count 14:total_grid_point_updates_count 15:local_interior_points_per_second 16:total_interior_points_per_second 17:local_interior_point_updates_count 18:total_interior_point_updates_count 19:io_per_second 20:io_bytes_per_second 21:io_bytes_ascii_per_second 22:io_bytes_binary_per_second 23:io_count 24:io_bytes_count 25:io_bytes_ascii_count 26:io_bytes_binary_count 27:comm_per_second 28:comm_bytes_per_second 29:comm_count 30:comm_bytes_count 31:time_levels 32:current_walltime 33:syncs_count
0 0 0 0 8.46739602088928 0 0.134828567504883 0 8.39964175224304 0 0 0 0 0 0 0 0 0 9.36086031542644 8387.33084262209 0 8387.33084262209 160 240851 2003 238848 0 0 0 0 8.46518874168396 1752344018.51573 266
512 0.75 8154.75969476775 8154.75969476775 8.87372398376465 0.331094980239868 0.467205286026001 0 8.40792489051819 3 290430.256388469 290430.256388469 96160 96160 105154.116123346 105154.116123346 34816 34816 21.6498656035771 30069.4031725639 1657.16636111776 28412.2368114461 186 252978 14130 238848 0 0 0 0 8.86166262626648 1752344018.92206 905
1024 1.5 6526.17533438044 6526.17533438044 9.37006616592407 0.827437162399292 0.932316064834595 0 8.46567511558533 6 232428.525982971 232428.525982971 192320 192320 84153.8223858479 84153.8223858479 69632 69632 28.9176613524611 30606.0261214249 1821.10157517179 28784.9245462531 284 264783 15567 249216 0 0 0 0 9.34846615791321 1752344019.4184 1544
1536 2.25 6851.76546513903 6851.76546513903 9.72480607032776 1.18217706680298 1.25348520278931 0 8.47273874282837 9 244024.35819547 244024.35819547 288480 288480 88352.2468275112 88352.2468275112 104448 104448 36.1218757717668 31401.7145802313 1982.92571638608 29418.7888638452 310 266219 17003 249216 0 0 0 0 9.69381642341614 1752344019.77314 2183
2048 3 6957.21617255211 6957.21617255211 10.0949740409851 1.55234503746033 1.56011581420898 0 8.58888936042786 12 247779.965612078 247779.965612078 384640 384640 89712.0141716942 89712.0141716942 139264 139264 48.0382906319077 39527.5458638089 2139.22709843261 37388.3187653763 492 506515 18451 488064 0 0 0 0 10.0547332763672 1752344020.14331 2822
2560 3.75 7045.77073482663 7045.77073482663 10.4586720466614 1.9160430431366 1.86435222625732 0 8.59571075439453 15 250933.819948492 250933.819948492 480800 480800 90853.9088532312 90853.9088532312 174080 174080 59.8069435093276 59074.1339174565 2284.99758100423 56789.1363364523 518 507907 19843 488064 0 0 0 0 10.4080328941345 1752344020.507 3461
3072 4.5 7060.39880379643 7060.39880379643 10.8371169567108 2.29448795318604 2.21249508857727 0 8.65211868286133 18 251454.79591595 251454.79591595 576960 576960 91042.535093695 91042.535093695 208896 208896 66.7855366654645 59503.362332459 2446.25217459717 57057.1101578619 616 519729 21297 498432 0 0 0 0 10.7769203186035 1752344020.88545 4100
3584 5.25 7192.56901763048 7192.56901763048 11.1703410148621 2.62771201133728 2.51278710365295 0 8.65899872779846 21 256162.013605684 256162.013605684 673120 673120 92746.8455251196 92746.8455251196 243712 243712 73.6928705894593 60174.0405364964 2602.12067184849 57571.9198646479 642 521161 22729 498432 0 0 0 0 11.1009342670441 1752344021.21867 4739
4096 6 7240.66609325491 7240.66609325491 11.5257799625397 2.98315095901489 2.80416202545166 0 8.78072357177734 24 257874.982047182 257874.982047182 769280 769280 93367.0484084307 93367.0484084307 278528 278528 85.0759578500569 67912.399313121 2750.17779648445 65162.2215166366 824 761459 24179 737280 0 0 0 0 11.4469525814056 1752344021.57411 5378
4608 6.75 7230.84497620534 7230.84497620534 11.9032320976257 3.36060309410095 3.11602115631104 0 8.7886369228363 27 257525.204782187 257525.204782187 865440 865440 93240.4069228019 93240.4069228019 313344 313344 96.2762821616555 86790.6785319412 2886.92284382609 83903.7556881151 850 762853 25573 737280 0 0 0 0 11.8149609565735 1752344021.95157 6017
5120 7.5 7313.05765142572 7313.05765142572 12.2346551418304 3.69202613830566 3.41702556610107 0 8.84288334846497 30 260453.193985592 260453.193985592 961600 961600 94300.5241451992 94300.5241451992 348160 348160 102.975521051517 87114.2287621514 3042.65446507836 84071.574297073 948 774678 27030 747648 0 0 0 0 12.1369910240173 1752344022.28299 6656
5632 8.25 7369.94641397726 7369.94641397726 12.5725090503693 4.02988004684448 3.72415113449097 0 8.85083222389221 33 262479.276728909 262479.276728909 1057760 1057760 95034.0942033453 95034.0942033453 382976 382976 109.624860253375 87690.0558698729 3194.37801552746 84495.6778543455 974 776117 28469 747648 0 0 0 0 12.4654483795166 1752344022.62084 7295
6144 9 7366.76055128632 7366.76055128632 12.9407629966736 4.3981339931488 4.03262782096863 0 8.9637176990509 36 262365.812819146 262365.812819146 1153920 1153920 94993.0130939202 94993.0130939202 417792 417792 120.563954050575 95111.4889130486 3337.39883977987 91774.0900732687 1156 1016417 29921 986496 0 0 0 0 12.8244574069977 1752344022.9891 7934
6656 9.75 7383.9628448717 7383.9628448717 13.2961740493774 4.75354504585266 4.32715725898743 0 8.97150683403015 39 262978.469319579 262978.469319579 1250080 1250080 95214.8334840938 95214.8334840938 452608 452608 131.341040777422 113458.255657446 3468.94210671302 109989.313550733 1182 1017813 31317 986496 0 0 0 0 13.1705691814423 1752344023.34451 8573
7168 10.5 7366.15080202669 7366.15080202669 13.6742100715637 5.13158106803894 4.67311716079712 0 9.03096318244934 42 262344.09671218 262344.09671218 1346240 1346240 94985.1504901337 94985.1504901337 487424 487424 137.761048829613 113664.863827393 3619.56046037805 110045.303367015 1280 1029648 32784 996864 0 0 0 0 13.5389592647552 1752344023.72254 9212
7680 11.25 7428.29360905284 7428.29360905284 13.9947559833527 5.45212697982788 4.95851588249207 0 9.03764700889587 45 264557.301276489 264557.301276489 1442400 1442400 95786.4704788087 95786.4704788087 522240 522240 144.086476838525 114085.945978994 3767.49617318797 110318.449805806 1306 1031115 34251 996864 0 0 0 0 13.8502197265625 1752344024.04309 9851
8192 12 7445.74166775323 7445.74166775323 14.344603061676 5.80197405815125 5.24758052825928 0 9.14883947372437 48 265178.710655982 265178.710655982 1538560 1538560 96011.4599646283 96011.4599646283 557056 557056 154.556064342508 121169.536070831 3905.67351784445 117263.862552986 1488 1271439 35727 1235712 0 0 0 0 14.1906208992004 1752344024.39294 10490
8704 12.75 7266.7308316925 7428.55678387048 14.8590869903564 6.31645798683167 5.70493865013123 0 9.15559840202332 51 258803.272879834 258803.272879834 1634720 1634720 93703.14838378 93703.14838378 591872 591872 164.952537787131 139024.948329457 4035.65669103971 134989.291638418 1514 1272864 37152 1235712 0 0 0 0 14.6958754062653 1752344024.90742 11129
9216 13.5 7342.57984498983 7423.25567845872 15.1615560054779 6.61892700195312 5.97715449333191 0 9.21095728874207 54 261504.621442305 261504.621442305 1730880 1730880 94681.2073641356 94681.2073641356 626688 626688 171.159764511721 139168.458424826 4184.81269020864 134983.645734617 1612 1284719 38639 1246080 0 0 0 0 14.989045381546 1752344025.20989 11768
9728 14.25 7389.22319673221 7419.49777800909 15.4851720333099 6.94254302978516 6.26880145072937 0 9.21803855895996 57 263165.815776952 263165.815776952 1827040 1827040 95282.6647471958 95282.6647471958 661504 661504 177.293218123016 139532.583729931 4329.68701100417 135202.896718927 1638 1286192 40112 1246080 0 0 0 0 15.3034977912903 1752344025.5335 12407
10240 15 7382.83628339945 7417.00950359831 15.8568911552429 7.31426215171814 6.58226156234741 0 9.32715916633606 60 262938.347041367 262938.347041367 1923200 1923200 95200.3066825315 95200.3066825315 696320 696320 187.392928482161 146352.47547134 4463.46666304719 141889.008808292 1820 1526526 41598 1484928 0 0 0 0 15.6658844947815 1752344025.90522 13046
10752 15.75 7391.60923479667 7413.75349074967 16.2134890556335 7.67086005210876 6.88097286224365 0 9.33395624160767 63 263250.794080758 263250.794080758 2019360 2019360 95313.4322661781 95313.4322661781 731136 731136 197.374423127673 163703.332342686 4589.97328398318 159113.359058702 1846 1527977 43049 1484928 0 0 0 0 16.013204574585 1752344026.26182 13685
11264 16.5 7412.00298572558 7412.59248877242 16.556657075882 8.01402807235718 7.18810868263245 0 9.39654684066772 66 263977.113743471 263977.113743471 2115520 2115520 95576.4059077858 95576.4059077858 765952 765952 203.233192601313 163666.016936501 4734.24463836452 158931.772298136 1944 1539858 44562 1495296 0 0 0 0 16.3469939231873 1752344026.60499 14324
11776 17.25 7448.72968703649 7412.37422118622 16.8796210289001 8.33699202537537 7.47673845291138 0 9.40428853034973 69 265285.128409418 265285.128409418 2211680 2211680 96049.9899199491 96049.9899199491 800768 800768 209.084818842722 163900.696147738 4875.41981190585 159025.276335833 1970 1541352 46056 1495296 0 0 0 0 16.6606192588806 1752344026.92795 14963
12288 18 7463.541840498 7414.10828580722 17.2248339653015 8.68220496177673 7.76315903663635 0 9.51338195800781 72 265812.660511958 265812.660511958 2307840 2307840 96240.9898958439 96240.9898958439 835584 835584 218.77733230178 170428.704447944 5005.13919121517 165423.565256729 2152 1781702 47558 1734144 0 0 0 0 16.9962193965912 1752344027.27317 15602
12800 18.75 7449.92241164057 7414.24730117391 17.6031260490417 9.06049704551697 8.08429217338562 0 9.5212869644165 75 265327.607075317 265327.607075317 2404000 2404000 96065.3698828437 96065.3698828437 870400 870400 228.389320414539 187306.136790532 5125.83795844812 182180.298832084 2178 1783149 49005 1734144 0 0 0 0 17.3651907444 1752344027.65146 16241
13312 19.5 7472.45405130714 7415.50685006233 17.9371330738068 9.39450407028198 8.38585567474365 0 9.57685732841492 78 266130.067249516 266130.067249516 2500160 2500160 96355.9112038183 96355.9112038183 905216 905216 234.104812013871 187250.555635148 5266.93947816179 181983.616156986 2276 1795025 50513 1744512 0 0 0 0 17.6891438961029 1752344027.98547 16880
13824 20.25 7506.33316376263 7417.3115680081 18.2544281482697 9.71179914474487 8.67221355438232 0 9.58386373519897 81 267336.665565709 267336.665565709 2596320 2596320 96792.7760850221 96792.7760850221 940032 940032 239.819300380304 187461.988290879 5404.70049930182 182057.287791578 2302 1796514 52002 1744512 0 0 0 0 17.9974317550659 1752344028.30276 17519
14336 21 7513.25175847018 7420.56222139754 18.6048500537872 10.0622210502625 8.96260476112366 0 9.69321370124817 84 267583.070034997 267583.070034997 2692480 2692480 96881.9900825547 96881.9900825547 974848 974848 249.112102741007 193699.905292916 5527.96557048341 188171.939722433 2484 2036862 53502 1983360 0 0 0 0 18.3382275104523 1752344028.65318 18158
14848 21.75 7517.28256237396 7422.62666544275 18.9586269855499 10.4159979820251 9.26010370254517 0 9.69996047019958 87 267726.626369585 267726.626369585 2788640 2788640 96933.9665524488 96933.9665524488 1009664 1009664 258.389852441907 210145.39435828 5644.15822931763 204501.236128963 2510 2038312 54952 1983360 0 0 0 0 18.682621717453 1752344029.00696 18797
15360 22.5 7525.09265532123 7425.2424942947 19.3066160678864 10.7639870643616 9.57555961608887 0 9.75568389892578 90 268004.781383589 268004.781383589 2884800 2884800 97034.6762546903 97034.6762546903 1044480 1044480 263.897348938475 210012.860383983 5780.97560924218 204231.884774741 2608 2050191 56463 1993728 0 0 0 0 19.0215442180634 1752344029.35495 19436
15872 23.25 7540.3862563995 7427.99035775299 19.6428561210632 11.1002271175385 9.88151717185974 0 9.76277422904968 93 268549.460153843 268549.460153843 2980960 2980960 97231.8844084463 97231.8844084463 1079296 1079296 269.430250674228 210163.48378799 5916.09412402509 204247.389663965 2634 2051688 57960 1993728 0 0 0 0 19.3483455181122 1752344029.69119 20075
16384 24 7542.15680481728 7431.38217879934 19.9982380867004 11.4556090831757 10.1766631603241 0 9.87390875816345 96 268612.517907863 268612.517907863 3077120 3077120 97254.7153024143 97254.7153024143 1114112 1114112 278.366760982264 216144.662736207 6034.16462677903 210110.498109428 2816 2292042 59466 2232576 0 0 0 0 19.6908640861511 1752344030.04657 20714
16896 24.75 7425.97096592042 7431.01849838448 20.5410599708557 11.9984309673309 10.6618382930756 0 9.88060188293457 99 264474.580771447 264474.580771447 3173280 3173280 95756.5204257353 95756.5204257353 1148928 1148928 287.269593958306 232131.849532027 6144.81605737595 225987.033474651 2842 2293495 60919 2232576 0 0 0 0 20.2270979881287 1752344030.58939 21353
17408 25.5 7415.13844703256 7429.97591379741 20.9227080345154 12.3800790309906 11.0119144916534 0 9.93925213813782 102 264088.782617278 264088.782617278 3269440 3269440 95616.8371006984 95616.8371006984 1183744 1183744 292.610272573852 231952.465769574 6278.50834858894 225673.957420985 2940 2305377 62433 2242944 0 0 0 0 20.5996031761169 1752344030.97104 21992
17920 26.25 7132.36500389979 7408.45887435985 21.7920911312103 13.2494621276855 11.8472833633423 0 9.94644975662231 105 254017.858805557 254017.858805557 3365600 3365600 91970.5259169537 91970.5259169537 1218560 1218560 297.843866783459 231946.162645082 6406.96145036289 225539.20119472 2966 2306873 63929 2242944 0 0 0 0 21.4598486423492 1752344031.84042 22631
18432 27 7080.11626992606 7396.95149419421 22.2712171077728 13.728588104248 12.263875246048 0 10.0567238330841 108 252157.029820774 252157.029820774 3461760 3461760 91296.788168054 91296.788168054 1253376 1253376 306.375063664663 237632.233699881 6518.7140502819 231113.519649599 3148 2547226 65434 2481792 0 0 0 0 21.9295628070831 1752344032.31955 23270
18944 27.75 7080.99981234997 7387.95680842093 22.6508061885834 14.1081771850586 12.5888464450836 0 10.0634450912476 111 252188.497020583 252188.497020583 3557920 3557920 91308.1812839913 91308.1812839913 1288192 1288192 315.047970853579 253276.107733025 6625.15073597518 246650.956997049 3174 2548667 66875 2481792 0 0 0 0 22.2999320030212 1752344032.69914 23909
19456 28.5 7100.62365974025 7380.79158345314 22.992063999176 14.4494349956512 12.898610830307 0 10.1235139369965 114 252887.396711342 252887.396711342 3654080 3654080 91561.2271620432 91561.2271620432 1323008 1323008 320.207558892568 253035.602114571 6754.77449187388 246280.827622697 3272 2560548 68388 2492160 0 0 0 0 22.6316184997559 1752344033.0404 24548
19968 29.25 7114.85858391668 7373.90863372059 23.3426420688629 14.8000130653381 13.2127635478973 0 10.1323697566986 117 253394.370899788 253394.370899788 3750240 3750240 91744.7838732011 91744.7838732011 1357824 1357824 325.176653716279 252898.195639547 6877.47635431262 246020.719285235 3298 2562041 69881 2492160 0 0 0 0 22.9729998111725 1752344033.39097 25187
20480 30 7101.59690318619 7366.69132189071 23.7504761219025 15.2078471183777 13.558426618576 0 10.2456696033478 120 252922.058596439 252922.058596439 3846400 3846400 91573.7769560483 91573.7769560483 1392640 1392640 333.397124777601 258361.578712955 6984.46372113546 251377.114991819 3480 2802394 71386 2731008 0 0 0 0 23.3713457584381 1752344033.79881 25826
20992 30.75 7084.1479678262 7358.86746302896 24.1690671443939 15.6264381408691 13.9180996417999 0 10.2524225711823 123 252300.617994877 252300.617994877 3942560 3942560 91348.7761658656 91348.7761658656 1427456 1427456 341.626290310044 273499.062336364 7084.40447027299 266414.657866091 3506 2803841 72833 2731008 0 0 0 0 23.7803888320923 1752344034.2174 26465
21504 31.5 7107.34009817169 7353.42051565266 24.4979650974274 15.9553360939026 14.2153606414795 0 10.3121910095215 126 253126.601422293 253126.601422293 4038720 4038720 91647.8343918317 91647.8343918317 1462272 1462272 346.604794074174 273196.932939987 7209.84652454629 265987.08641544 3604 2815721 74345 2741376 0 0 0 0 24.0998547077179 1752344034.5463 27104
22016 32.25 7124.7874310547 7348.16967284463 24.8378520011902 16.2952229976654 14.519211769104 0 10.3200612068176 129 253747.984951933 253747.984951933 4134880 4134880 91872.8145183705 91872.8145183705 1497088 1497088 351.402890152602 273001.183938988 7328.96954434377 265672.214394644 3630 2817214 75838 2741376 0 0 0 0 24.4306750297546 1752344034.88618 27743
22528 33 7133.59703568002 7343.48943701244 25.1962189674377 16.653589963913 14.8180460929871 0 10.4308905601501 132 254061.737389256 254061.737389256 4231040 4231040 91986.4127386057 91986.4127386057 1531904 1531904 359.408158365008 278315.367737877 7433.00395293165 270882.363784945 3812 3057565 77341 2980224 0 0 0 0 24.7794477939606 1752344035.24455 28382
23040 33.75 7134.33405836601 7338.50741017242 25.5729501247406 17.0303211212158 15.1367635726929 0 10.4387135505676 135 254087.986315732 254087.986315732 4327200 4327200 91995.9165096559 91995.9165096559 1566720 1566720 367.375571611233 293096.140505443 7529.76191141208 285566.378594031 3838 3059016 78792 2980224 0 0 0 0 25.1466557979584 1752344035.62128 29021
23552 34.5 7095.18492329977 7331.60165386305 26.0474581718445 17.5048291683197 15.5760881900787 0 10.4975266456604 138 252693.697120187 252693.697120187 4423360 4423360 91491.0956628166 91491.0956628166 1601536 1601536 372.062109044401 292641.36453359 7649.42888461411 284991.935648976 3936 3070900 80308 2990592 0 0 0 0 25.6118457317352 1752344036.09579 29660
24064 35.25 7099.10725045221 7326.67426020498 26.4181160926819 17.8754870891571 15.9152436256409 0 10.5043075084686 141 252833.390075364 252833.390075364 4519520 4519520 91541.6733450904 91541.6733450904 1636352 1636352 376.849286937509 292509.02642499 7768.6366521203 284740.38977287 3962 3072397 81805 2990592 0 0 0 0 25.9724888801575 1752344036.46645 30299
24576 36 7102.9764898502 7322.03142909842 26.7885010242462 18.2458720207214 16.2280769348145 0 10.6117367744446 144 252971.192319998 252971.192319998 4615680 4615680 91591.5664706017 91591.5664706017 1671168 1671168 384.643643626491 297676.113513842 7869.57032181761 289806.543192024 4144 3312743 83303 3229440 0 0 0 0 26.3332014083862 1752344036.83683 30938
25088 36.75 7109.90898050812 7317.54586905553 27.1504621505737 18.607833147049 16.5333616733551 0 10.6187834739685 147 253218.091690985 253218.091690985 4711840 4711840 91680.959653841 91680.959653841 1705984 1705984 392.385850443733 312135.87995243 7962.43759597032 304173.44235646 4170 3314190 84750 3229440 0 0 0 0 26.6857881546021 1752344037.1988 31577
25600 37.5 7126.44070778366 7313.95773003354 27.4861669540405 18.9435379505157 16.8343513011932 0 10.6781253814697 150 253806.866096473 253806.866096473 4808000 4808000 91894.1332156281 91894.1332156281 1740800 1740800 396.927635418646 311638.513863378 8077.87167974504 303560.642183633 4268 3326058 86250 3239808 0 0 0 0 27.0115268230438 1752344037.5345 32216
26112 38.25 7139.89271833765 7310.51678911578 27.8286330699921 19.2860040664673 17.143310546875 0 10.6870515346527 153 254285.95696124 254285.95696124 4904160 4904160 92067.5944006087 92067.5944006087 1775616 1775616 401.485307600106 311393.408369424 8191.70406982399 303201.7042996 4294 3327552 87744 3239808 0 0 0 0 27.3455288410187 1752344037.87697 32855
26624 39 7148.52687283624 7307.52903207254 28.183039188385 19.6404101848602 17.4385945796967 0 10.7945532798767 156 254593.46077479 254593.46077479 5000320 5000320 92178.9302239506 92178.9302239506 1810432 1810432 408.955526323515 316325.610469586 8287.72479575104 308037.885673835 4476 3567904 89248 3478656 0 0 0 0 27.6902267932892 1752344038.23137 33494
27136 39.75 7152.48871028442 7304.38103270831 28.5496511459351 20.0070221424103 17.7496798038483 0 10.8025016784668 159 254734.560881833 254734.560881833 5096480 5096480 92230.0173841713 92230.0173841713 1845248 1845248 416.482586622391 330476.339885395 8377.70741551963 322098.632469875 4502 3569345 90689 3478656 0 0 0 0 28.0471711158752 1752344038.59798 34133
27648 40.5 7166.08651745232 7301.90919772327 28.8884620666504 20.3458330631256 18.0563089847565 0 10.8571937084198 162 255218.844266005 255218.844266005 5192640 5192640 92405.3585894888 92405.3585894888 1880064 1880064 420.968939925904 330006.876100665 8492.95604525513 321513.92005541 4600 3581230 92206 3489024 0 0 0 0 28.3766162395477 1752344038.93679 34772
28160 41.25 7179.08023598356 7299.62614253838 29.2277300357819 20.6851010322571 18.3649878501892 0 10.8641271591187 165 255681.613145252 255681.613145252 5288800 5288800 92572.9101837051 92572.9101837051 1914880 1914880 425.491088809067 329798.216582137 8606.39039413043 321191.826188006 4626 3582725 93701 3489024 0 0 0 0 28.7067592144012 1752344039.27606 35411
28672 42 7185.68815890488 7297.68363769297 29.5844550132751 21.0418260097504 18.6527755260468 0 10.9889535903931 168 255916.953096405 255916.953096405 5384960 5384960 92658.1181260861 92658.1181260861 1949696 1949696 432.321493282111 334250.28645131 8690.7963328961 325559.490118414 4808 3823077 95205 3727872 0 0 0 0 29.0538363456726 1752344039.63279 36050
29184 42.75 7189.10983539018 7295.53656065896 29.9500081539154 21.4073791503906 18.955070734024 0 10.9964725971222 171 256038.815470785 256038.815470785 5481120 5481120 92702.2400107202 92702.2400107202 1984512 1984512 439.293086949441 347824.626366795 8771.12768514083 339053.498681654 4834 3824521 96649 3727872 0 0 0 0 29.4101712703705 1752344039.99834 36689
29696 43.5 7204.46406765519 7294.01068301135 30.2791521549225 21.7365231513977 19.2527089118958 0 11.0536913871765 174 256585.653609527 256585.653609527 5577280 5577280 92900.2299924012 92900.2299924012 2019328 2019328 443.660742832351 347334.395651295 8884.00709466768 338450.388556628 4932 3836407 98167 3738240 0 0 0 0 29.729522228241 1752344040.32749 37328
30208 44.25 7220.07522053669 7292.71164034454 30.6061110496521 22.0634820461273 19.546790599823 0 11.0608265399933 177 257141.641928447 257141.641928447 5673440 5673440 93101.5329178539 93101.5329178539 2054144 2054144 447.947956881614 347009.566944893 8992.41508112162 338017.151863772 4958 3837903 99663 3738240 0 0 0 0 30.0467615127563 1752344040.65444 37967
30720 45 7213.87786363117 7291.29580463364 30.9993441104889 22.4567151069641 19.8745017051697 0 11.2332348823547 180 256920.924209916 256920.924209916 5769600 5769600 93021.6191482158 93021.6191482158 2088960 2088960 454.658125995706 351384.483265211 9075.9937373785 342308.489527833 5140 4078258 101170 3977088 0 0 0 0 30.4306955337524 1752344041.04768 38606
31232 45.75 7187.00051157822 7288.90769654254 31.4590041637421 22.9163751602173 20.2187104225159 0 11.2417647838593 183 255963.692293838 255963.692293838 5865760 5865760 92675.0406707805 92675.0406707805 2123776 2123776 459.240667445127 362935.444030039 9111.23875921305 353824.205270826 5166 4079711 102623 3977088 0 0 0 0 30.8818564414978 1752344041.50734 39245
