# Scalar ASCII output created by CarpetIOScalar
# created on malvi-BOHK-WAX9X by malvi on Jul 12 2025 at 20:13:38+0200
# parameter filename: "./TOV_example.par"
# Build ID: build-sim-malvi-BOHK-WAX9X-malvi-2025.07.12-13.11.05-262947
# Simulation ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-18.13.29-402137
# Run ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-18.13.29-402137
#
# ML_BSSN::H (ml_bssn-ml_ham)
# 1:iteration 2:time 3:data
# data columns: 3:H
0 0 4.22012587869202e-06
512 0.75 1.33526276633449e-05
1024 1.5 1.89055401578236e-05
1536 2.25 2.15298796800181e-05
2048 3 2.21068461048477e-05
2560 3.75 2.22132467894377e-05
3072 4.5 2.3153951723733e-05
3584 5.25 2.44343663799186e-05
4096 6 2.4897465262304e-05
4608 6.75 2.4917223677637e-05
5120 7.5 2.50933142339598e-05
5632 8.25 2.58293798546116e-05
6144 9 2.63829822513509e-05
6656 9.75 2.66195943905085e-05
7168 10.5 2.67877642689536e-05
7680 11.25 2.7595533226142e-05
8192 12 2.83171859550108e-05
8704 12.75 2.86687309916761e-05
9216 13.5 2.90773452066767e-05
9728 14.25 2.94957265522649e-05
10240 15 3.04104671428041e-05
10752 15.75 3.09877337950989e-05
11264 16.5 3.1459328503081e-05
11776 17.25 3.18929195522277e-05
12288 18 3.23575822433937e-05
12800 18.75 3.29134777000665e-05
13312 19.5 3.34321717323389e-05
13824 20.25 3.40835529502098e-05
14336 21 3.46632253653511e-05
14848 21.75 3.50448572373353e-05
15360 22.5 3.53500727965329e-05
15872 23.25 3.59385287996838e-05
16384 24 3.67902319892877e-05
16896 24.75 3.74949093916094e-05
17408 25.5 3.80440549457453e-05
17920 26.25 3.8527762945123e-05
18432 27 3.92760151639159e-05
18944 27.75 4.0209471393668e-05
19456 28.5 4.08943619858503e-05
19968 29.25 4.15110638286491e-05
20480 30 4.22455270420228e-05
20992 30.75 4.31191274515691e-05
21504 31.5 4.40305152456612e-05
22016 32.25 4.47455249322775e-05
22528 33 4.52889213587306e-05
23040 33.75 4.61347812545162e-05
23552 34.5 4.70130795257249e-05
24064 35.25 4.80546103926698e-05
24576 36 4.87946683401685e-05
25088 36.75 4.94806841977236e-05
25600 37.5 5.0210204006719e-05
26112 38.25 5.10957790627746e-05
26624 39 5.20527667545568e-05
27136 39.75 5.29265557959106e-05
27648 40.5 5.3604148247309e-05
28160 41.25 5.43719643004483e-05
28672 42 5.5129380881404e-05
29184 42.75 5.60288121025062e-05
29696 43.5 5.69627282876516e-05
30208 44.25 5.76902952554208e-05
30720 45 5.8545833363319e-05
31232 45.75 5.92658765006602e-05
31744 46.5 6.02112630314965e-05
32256 47.25 6.11319505865418e-05
32768 48 6.19727650558251e-05
33280 48.75 6.28020854541536e-05
33792 49.5 6.36513941886663e-05
34304 50.25 6.45970834339511e-05
34816 51 6.55921045187948e-05
35328 51.75 6.64410990528617e-05
35840 52.5 6.73123113268802e-05
36352 53.25 6.80559385785215e-05
36864 54 6.89855027902154e-05
37376 54.75 6.9912238778719e-05
37888 55.5 7.08460531144134e-05
38400 56.25 7.16983296661619e-05
38912 57 7.2465862735708e-05
39424 57.75 7.33269948254476e-05
39936 58.5 7.4244620424428e-05
40448 59.25 7.50596186448551e-05
40960 60 7.58174938908463e-05
41472 60.75 7.66843348771252e-05
41984 61.5 7.75003005399271e-05
42496 62.25 7.84005208875427e-05
43008 63 7.90103422126688e-05
43520 63.75 7.98816174037458e-05
44032 64.5 8.06488798568523e-05
44544 65.25 8.15580353332274e-05
45056 66 8.23133349735203e-05
45568 66.75 8.29564033739769e-05
46080 67.5 8.37884525308962e-05
46592 68.25 8.4560381997551e-05
47104 69 8.54098391816916e-05
47616 69.75 8.61235016162937e-05
48128 70.5 8.69225537649682e-05
48640 71.25 8.7707036822256e-05
49152 72 8.85092924204467e-05
49664 72.75 8.92561552670464e-05
50176 73.5 9.01317071859051e-05
50688 74.25 9.09621994100404e-05
51200 75 9.18688577255731e-05
51712 75.75 9.26612496393824e-05
52224 76.5 9.34438743042887e-05
52736 77.25 9.42596078088566e-05
53248 78 9.50875733857441e-05
53760 78.75 9.59556155376909e-05
54272 79.5 9.68467744368646e-05
54784 80.25 9.78119565365251e-05
55296 81 9.87982857634835e-05
55808 81.75 9.9820137801628e-05
56320 82.5 0.000100994595285743
56832 83.25 0.000102089775446589
57344 84 0.000103169028570555
57856 84.75 0.000104178186820552
58368 85.5 0.000105417719749624
58880 86.25 0.000106744906243286
59392 87 0.000108026288642732
59904 87.75 0.000109353812692287
60416 88.5 0.000110694835370121
60928 89.25 0.000112167826805054
61440 90 0.000113574601847773
61952 90.75 0.000115011607551172
62464 91.5 0.000116429742991371
62976 92.25 0.000117955783494236
63488 93 0.000119451808693515
64000 93.75 0.000120990493901436
64512 94.5 0.000122522314971038
65024 95.25 0.000124148351458029
65536 96 0.00012576441239026
66048 96.75 0.000127469185823192
66560 97.5 0.00012912564580337
67072 98.25 0.000130901336256836
67584 99 0.000132764729456326
68096 99.75 0.000134617628776824
68608 100.5 0.000136520268236042
69120 101.25 0.00013855655690869
69632 102 0.00014066586423124
70144 102.75 0.000142793522203696
70656 103.5 0.000144946049709102
71168 104.25 0.00014715042133066
71680 105 0.000149481703085503
72192 105.75 0.000151805294515618
72704 106.5 0.000154175133165788
73216 107.25 0.000156493853030389
73728 108 0.000158888683111816
74240 108.75 0.000161361107778239
74752 109.5 0.000163938284075773
75264 110.25 0.000166488766268746
75776 111 0.000169019368029747
76288 111.75 0.000171556724643927
76800 112.5 0.000174139912992623
77312 113.25 0.000176750915296401
77824 114 0.000179398944175548
78336 114.75 0.00018204266789935
78848 115.5 0.000184701417494794
79360 116.25 0.000187382085583599
79872 117 0.000190084010282592
80384 117.75 0.000192829359559367
80896 118.5 0.000195554956447115
