# Scalar ASCII output created by CarpetIOScalar
# created on malvi-BOHK-WAX9X by malvi on Jul 12 2025 at 20:13:38+0200
# parameter filename: "./TOV_example.par"
# Build ID: build-sim-malvi-BOHK-WAX9X-malvi-2025.07.12-13.11.05-262947
# Simulation ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-18.13.29-402137
# Run ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-18.13.29-402137
#
# ML_BSSN::M1 (ml_bssn-ml_mom)
# 1:iteration 2:time 3:data
# data columns: 3:M1 4:M2 5:M3
0 0 0 0 0
512 0.75 1.63728636548609e-06 1.6372863654861e-06 1.63728636548611e-06
1024 1.5 2.20908473598175e-06 2.20908473598177e-06 2.20908473598178e-06
1536 2.25 2.80862337164498e-06 2.80862337164497e-06 2.80862337164495e-06
2048 3 3.02122169384102e-06 3.021221693841e-06 3.02122169384105e-06
2560 3.75 3.42919795944189e-06 3.42919795944187e-06 3.42919795944193e-06
3072 4.5 3.81231236639517e-06 3.81231236639517e-06 3.81231236639531e-06
3584 5.25 3.72999792768241e-06 3.72999792768271e-06 3.72999792768258e-06
4096 6 3.25780836327158e-06 3.25780836327199e-06 3.25780836327159e-06
4608 6.75 3.03751339875185e-06 3.03751339875185e-06 3.03751339875187e-06
5120 7.5 3.1619168309615e-06 3.16191683096159e-06 3.16191683096125e-06
5632 8.25 3.72894179264661e-06 3.72894179264658e-06 3.72894179264563e-06
6144 9 4.09481756845923e-06 4.09481756845854e-06 4.09481756845828e-06
6656 9.75 4.02975065620845e-06 4.02975065620794e-06 4.02975065620793e-06
7168 10.5 3.7622595856744e-06 3.76225958567489e-06 3.76225958567342e-06
7680 11.25 3.51074406004939e-06 3.51074406004996e-06 3.51074406004973e-06
8192 12 3.29960232799776e-06 3.29960232800175e-06 3.29960232800084e-06
8704 12.75 3.25279473400096e-06 3.25279473400783e-06 3.25279473400886e-06
9216 13.5 3.39059495319486e-06 3.39059495320051e-06 3.39059495319979e-06
9728 14.25 3.77892084383836e-06 3.77892084383642e-06 3.7789208438411e-06
10240 15 4.28082668694903e-06 4.28082668694348e-06 4.2808266869572e-06
10752 15.75 4.63350456954281e-06 4.63350456954097e-06 4.63350456955144e-06
11264 16.5 4.65460622297146e-06 4.65460622297082e-06 4.65460622298017e-06
11776 17.25 4.56967687112731e-06 4.56967687112428e-06 4.56967687113094e-06
12288 18 4.55008016947386e-06 4.55008016947413e-06 4.55008016947118e-06
12800 18.75 4.45606631727645e-06 4.45606631728242e-06 4.4560663172819e-06
13312 19.5 4.39645823647824e-06 4.3964582364858e-06 4.39645823649277e-06
13824 20.25 4.42879815414716e-06 4.42879815415182e-06 4.42879815416232e-06
14336 21 4.40774393380761e-06 4.40774393381536e-06 4.40774393381421e-06
14848 21.75 4.36393417181763e-06 4.36393417181902e-06 4.36393417181348e-06
15360 22.5 4.42233303002804e-06 4.42233303002358e-06 4.42233303003231e-06
15872 23.25 4.58533024042564e-06 4.58533024041963e-06 4.58533024043536e-06
16384 24 4.74405026383539e-06 4.74405026383565e-06 4.74405026385464e-06
16896 24.75 4.7240253301858e-06 4.72402533018943e-06 4.72402533020525e-06
17408 25.5 4.5864840947594e-06 4.58648409475397e-06 4.58648409476921e-06
17920 26.25 4.50907264945198e-06 4.50907264944548e-06 4.50907264945344e-06
18432 27 4.49981263198237e-06 4.49981263198473e-06 4.49981263199135e-06
18944 27.75 4.51972166216998e-06 4.519721662173e-06 4.51972166217694e-06
19456 28.5 4.59290314201305e-06 4.59290314200816e-06 4.59290314201864e-06
19968 29.25 4.68122323096715e-06 4.68122323095806e-06 4.68122323097932e-06
20480 30 4.78483214661504e-06 4.78483214660106e-06 4.78483214661938e-06
20992 30.75 4.97262734681411e-06 4.97262734680278e-06 4.97262734681866e-06
21504 31.5 5.15097429200278e-06 5.15097429199902e-06 5.15097429201302e-06
22016 32.25 5.21909660808721e-06 5.21909660809735e-06 5.21909660810063e-06
22528 33 5.21754910931431e-06 5.21754910932782e-06 5.21754910931815e-06
23040 33.75 5.18496133760871e-06 5.18496133761717e-06 5.18496133761115e-06
23552 34.5 5.15321589919088e-06 5.15321589919593e-06 5.15321589920607e-06
24064 35.25 5.16039498052514e-06 5.1603949805211e-06 5.16039498054187e-06
24576 36 5.19742355180903e-06 5.19742355180615e-06 5.19742355182675e-06
