# Scalar ASCII output created by CarpetIOScalar
# created on malvi-BOHK-WAX9X by malvi on Jul 13 2025 at 00:40:06+0200
# parameter filename: "./TOV_example.par"
# Build ID: build-sim-malvi-BOHK-WAX9X-malvi-2025.07.12-13.11.05-262947
# Simulation ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-22.39.55-524101
# Run ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-22.39.55-524101
#
# ADMBASE::alp (admbase-lapse)
# 1:iteration 2:time 3:data
# data columns: 3:alp
128512 125.5 0.671140950554816
129024 126 0.671113969578565
129536 126.5 0.671087687120914
130048 127 0.67106247004898
130560 127.5 0.671038172829595
131072 128 0.671014434983196
131584 128.5 0.670991371362272
132096 129 0.67096954900426
132608 129.5 0.670949246144744
133120 130 0.670930035417333
133632 130.5 0.670911283913226
134144 131 0.670892927272998
134656 131.5 0.670875547273219
135168 132 0.670859725086435
135680 132.5 0.670845510422333
136192 133 0.670832524536795
136704 133.5 0.670820339973647
137216 134 0.670808672840032
137728 134.5 0.670797518284138
138240 135 0.670787401379694
138752 135.5 0.670779242115107
139264 136 0.670773407429108
139776 136.5 0.670768858751759
140288 137 0.670763907061714
140800 137.5 0.670758271523888
141312 138 0.670753899471136
141824 138.5 0.670752944865932
142336 139 0.670755011506101
142848 139.5 0.670757298956068
143360 140 0.670757880648989
143872 140.5 0.6707581095116
144384 141 0.670760993901415
144896 141.5 0.670767552076395
145408 142 0.670775754648402
145920 142.5 0.670783183241218
146432 143 0.67078979236699
146944 143.5 0.670797480621863
147456 144 0.670807601545146
147968 144.5 0.670819755148752
148480 145 0.670832782343516
148992 145.5 0.670846046769424
149504 146 0.670859607170992
150016 146.5 0.67087387649116
150528 147 0.670889456362481
151040 147.5 0.670906760728047
151552 148 0.670925402750772
152064 148.5 0.67094437786075
152576 149 0.670963256375999
153088 149.5 0.670982789857313
153600 150 0.671003856869514
154112 150.5 0.671026202976767
154624 151 0.671048889931002
155136 151.5 0.671071740601377
155648 152 0.671095490639601
156160 152.5 0.671120445600421
156672 153 0.671145853496396
157184 153.5 0.671171043942999
157696 154 0.671196538492645
158208 154.5 0.671223349905286
158720 155 0.671251486268319
159232 155.5 0.671279866834654
159744 156 0.671307726146388
160256 156.5 0.671335496899788
160768 157 0.671364101628514
161280 157.5 0.671393826378104
161792 158 0.671424197991292
162304 158.5 0.671454642619413
162816 159 0.671484881937709
163328 159.5 0.671514882728976
163840 160 0.671544870871379
164352 160.5 0.671575373115003
164864 161 0.671606792684527
165376 161.5 0.671638770072357
165888 162 0.671670305571017
166400 162.5 0.671700817049667
166912 163 0.671730904372719
167424 163.5 0.671761732597407
167936 164 0.671793666211325
168448 164.5 0.671825804735732
168960 165 0.671856993972789
169472 165.5 0.671887101645479
169984 166 0.671917082835203
170496 166.5 0.671947846932281
171008 167 0.6719792933315
171520 167.5 0.672010544161459
172032 168 0.672040937319112
172544 168.5 0.672070590846199
173056 169 0.672100077913282
173568 169.5 0.67212981330909
174080 170 0.672159805073961
174592 170.5 0.672189745771496
175104 171 0.672219179318369
175616 171.5 0.672247781181292
176128 172 0.672275727772398
176640 172.5 0.672303674993273
177152 173 0.672332074953581
177664 173.5 0.672360535170564
178176 174 0.672388171099878
178688 174.5 0.672414676568406
179200 175 0.672440731843008
179712 175.5 0.672467137237351
180224 176 0.672493791520159
180736 176.5 0.67251987305285
181248 177 0.672544936430248
181760 177.5 0.672569426378763
182272 178 0.672593996856099
182784 178.5 0.672618656701787
183296 179 0.672642857313376
183808 179.5 0.672666249268244
184320 180 0.672689035202678
184832 180.5 0.672711588523098
185344 181 0.672733991466366
185856 181.5 0.672756035543074
186368 182 0.672777497026758
186880 182.5 0.672798304248556
187392 183 0.672818555677961
187904 183.5 0.67283846798909
188416 184 0.672858191375459
188928 184.5 0.672877569549067
189440 185 0.672896202553119
189952 185.5 0.672913903490111
190464 186 0.672931000908695
190976 186.5 0.672947977980082
191488 187 0.672964837405802
192000 187.5 0.672981065096696
192512 188 0.672996289237726
193024 188.5 0.673010741284916
193536 189 0.673024898496839
194048 189.5 0.673038852514616
194560 190 0.673052286897777
195072 190.5 0.673064994696171
195584 191 0.673077105914927
196096 191.5 0.673088748197655
196608 192 0.673099787832361
197120 192.5 0.673110113757355
197632 193 0.673119966618027
198144 193.5 0.673129671188225
198656 194 0.673139092168553
199168 194.5 0.673147683824773
199680 195 0.67315519768193
200192 195.5 0.67316209671268
200704 196 0.673169035548134
201216 196.5 0.673176028962901
201728 197 0.673182394362142
202240 197.5 0.673187572135638
202752 198 0.673191804548541
203264 198.5 0.673195838817696
203776 199 0.673200040325155
204288 199.5 0.673204001860576
204800 200 0.673207077515564
205312 200.5 0.673209134300098
205824 201 0.673210621973239
206336 201.5 0.673211973898008
206848 202 0.67321313976986
207360 202.5 0.673213757949103
207872 203 0.673213620976095
208384 203.5 0.673212830327469
208896 204 0.673211572448799
209408 204.5 0.673209911968619
209920 205 0.673207817559297
210432 205.5 0.673205248618997
210944 206 0.673202143416784
211456 206.5 0.673198413208356
211968 207 0.673194043483751
212480 207.5 0.673189155892407
212992 208 0.67318387708927
213504 208.5 0.673178167875518
214016 209 0.673171880154207
214528 209.5 0.673164983040614
215040 210 0.673157616349005
215552 210.5 0.673149871422716
216064 211 0.673141634081858
216576 211.5 0.673132761251892
217088 212 0.673123345753154
217600 212.5 0.673113639335044
218112 213 0.67310369019418
218624 213.5 0.673093215238249
219136 214 0.673081943300905
219648 214.5 0.673069993801085
220160 215 0.673057763479587
220672 215.5 0.673045445473651
221184 216 0.673032802473743
221696 216.5 0.673019476466196
222208 217 0.673005422617506
222720 217.5 0.672990936787073
223232 218 0.672976299336561
223744 218.5 0.672961497726396
224256 219 0.672946301461486
224768 219.5 0.672930520182943
225280 220 0.672914161413303
225792 220.5 0.672897406044608
226304 221 0.672880465585434
226816 221.5 0.672863402793515
227328 222 0.672846048817994
227840 222.5 0.672828152685057
228352 223 0.672809667071097
228864 223.5 0.672790834952029
229376 224 0.672771921469881
229888 224.5 0.672752901002692
230400 225 0.672733507530574
230912 225.5 0.672713584417892
231424 226 0.672693266871529
231936 226.5 0.672672773424239
232448 227 0.67265212341587
232960 227.5 0.672631165599754
233472 228 0.672609830021977
233984 228.5 0.672588211068876
234496 229 0.672566384471564
235008 229.5 0.672544282526823
235520 230 0.672521845214254
236032 230.5 0.672499194571123
236544 231 0.672476502451883
237056 231.5 0.672453711410899
237568 232 0.672430569309261
238080 232.5 0.672407002459453
238592 233 0.672383287876432
