# Scalar ASCII output created by CarpetIOScalar
# created on malvi-BOHK-WAX9X by malvi on Jul 13 2025 at 00:40:06+0200
# parameter filename: "./TOV_example.par"
# Build ID: build-sim-malvi-BOHK-WAX9X-malvi-2025.07.12-13.11.05-262947
# Simulation ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-22.39.55-524101
# Run ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-22.39.55-524101
#
# GRHYDRO::dens (grhydro-dens)
# 1:iteration 2:time 3:data
# data columns: 3:dens
0 0 0.0235230300282232
512 0.5 0.0235230300291431
1024 1 0.0235230300327938
1536 1.5 0.0235230300403063
2048 2 0.0235230300506289
2560 2.5 0.0235230300633697
3072 3 0.0235230300787267
3584 3.5 0.0235230300968887
4096 4 0.023523030118169
4608 4.5 0.0235230301420868
5120 5 0.0235230301689656
5632 5.5 0.0235230301992908
6144 6 0.0235230302344411
6656 6.5 0.0235230302725842
7168 7 0.0235230303124724
7680 7.5 0.0235230303555375
8192 8 0.0235230304027766
8704 8.5 0.0235230304509413
9216 9 0.0235230305010864
9728 9.5 0.0235230305525968
10240 10 0.0235230306064312
10752 10.5 0.0235230306611586
11264 11 0.0235230307181876
11776 11.5 0.0235230307765754
12288 12 0.0235230308358006
12800 12.5 0.0235230309003759
13312 13 0.0235230309651166
13824 13.5 0.0235230310299624
14336 14 0.0235230310974248
14848 14.5 0.0235230311669685
15360 15 0.0235230312397094
15872 15.5 0.023523031312227
16384 16 0.0235230313855353
16896 16.5 0.0235230314612164
17408 17 0.0235230315357816
17920 17.5 0.0235230316116353
18432 18 0.0235230316856518
18944 18.5 0.0235230317626761
19456 19 0.0235230318401602
19968 19.5 0.0235230319192916
20480 20 0.0235230319981745
20992 20.5 0.0235230320769722
21504 21 0.0235230321572476
22016 21.5 0.0235230322377962
22528 22 0.0235230323209488
23040 22.5 0.0235230324044795
23552 23 0.0235230324893213
24064 23.5 0.0235230325752087
24576 24 0.0235230326572707
25088 24.5 0.0235230327393702
25600 25 0.0235230328217181
26112 25.5 0.023523032907706
26624 26 0.0235230329939334
27136 26.5 0.0235230330804451
27648 27 0.0235230331672466
28160 27.5 0.0235230332554586
28672 28 0.0235230333477798
29184 28.5 0.0235230334400059
29696 29 0.0235230335322919
30208 29.5 0.0235230336213256
30720 30 0.0235230337098162
31232 30.5 0.0235230337973559
31744 31 0.0235230338859343
32256 31.5 0.0235230339739791
32768 32 0.0235230340615536
33280 32.5 0.0235230341492057
33792 33 0.0235230342371957
34304 33.5 0.0235230343258028
34816 34 0.0235230344142542
35328 34.5 0.0235230345028827
35840 35 0.0235230345925384
36352 35.5 0.0235230346820962
36864 36 0.0235230347711333
37376 36.5 0.0235230348605743
37888 37 0.0235230349493349
38400 37.5 0.023523035039262
38912 38 0.0235230351297181
39424 38.5 0.0235230352213594
39936 39 0.0235230353165682
40448 39.5 0.0235230354131495
40960 40 0.0235230355108247
41472 40.5 0.0235230356101513
41984 41 0.0235230357097077
42496 41.5 0.0235230358093999
43008 42 0.0235230359099379
43520 42.5 0.0235230360109926
44032 43 0.0235230361121103
44544 43.5 0.0235230362166358
45056 44 0.0235230363226839
45568 44.5 0.0235230364296922
46080 45 0.0235230365364807
46592 45.5 0.0235230366433281
47104 46 0.0235230367494074
47616 46.5 0.023523036857994
48128 47 0.0235230369665887
48640 47.5 0.0235230370751629
49152 48 0.0235230371830051
49664 48.5 0.0235230372921223
50176 49 0.0235230374009594
50688 49.5 0.0235230375110568
51200 50 0.0235230376210218
51712 50.5 0.0235230377313036
52224 51 0.0235230378424269
52736 51.5 0.0235230379531622
53248 52 0.0235230380660013
53760 52.5 0.0235230381793466
54272 53 0.0235230382917886
54784 53.5 0.0235230384054577
55296 54 0.0235230385200289
55808 54.5 0.0235230386342783
56320 55 0.0235230387488327
56832 55.5 0.0235230388666651
57344 56 0.0235230389845831
57856 56.5 0.0235230391046429
58368 57 0.0235230392283548
58880 57.5 0.0235230393511975
59392 58 0.0235230394758204
59904 58.5 0.0235230395988102
60416 59 0.0235230397210456
60928 59.5 0.0235230398391851
61440 60 0.0235230399598763
61952 60.5 0.0235230400819824
62464 61 0.0235230402055845
62976 61.5 0.0235230403304462
63488 62 0.0235230404555057
64000 62.5 0.0235230405776488
64512 63 0.0235230406998081
65024 63.5 0.0235230408232887
65536 64 0.0235230409470221
66048 64.5 0.023523041070026
66560 65 0.0235230411905519
67072 65.5 0.023523041308605
67584 66 0.0235230414263214
68096 66.5 0.0235230415467403
68608 67 0.0235230416708016
69120 67.5 0.023523041797409
69632 68 0.0235230419264038
70144 68.5 0.023523042055596
70656 69 0.023523042186246
71168 69.5 0.0235230423182854
71680 70 0.0235230424499603
72192 70.5 0.023523042578853
72704 71 0.0235230427056361
73216 71.5 0.0235230428311393
73728 72 0.023523042956223
74240 72.5 0.0235230430841949
74752 73 0.0235230432141171
75264 73.5 0.0235230433535744
75776 74 0.0235230434942505
76288 74.5 0.0235230436324104
76800 75 0.0235230437714015
77312 75.5 0.023523043912616
77824 76 0.0235230440522931
78336 76.5 0.0235230441939138
78848 77 0.0235230443325808
79360 77.5 0.0235230444731558
79872 78 0.0235230446123055
80384 78.5 0.0235230447487529
80896 79 0.0235230448838033
81408 79.5 0.0235230450222522
81920 80 0.0235230451661884
82432 80.5 0.0235230453171375
82944 81 0.0235230454705877
83456 81.5 0.0235230456221233
83968 82 0.0235230457724519
84480 82.5 0.0235230459225451
84992 83 0.0235230460716054
85504 83.5 0.0235230462168114
86016 84 0.0235230463592048
86528 84.5 0.0235230465026288
87040 85 0.0235230466555785
87552 85.5 0.0235230468106784
88064 86 0.0235230469654741
88576 86.5 0.0235230471194097
89088 87 0.0235230472786525
89600 87.5 0.0235230474392377
90112 88 0.0235230475992456
90624 88.5 0.0235230477656973
91136 89 0.0235230479378472
91648 89.5 0.023523048111446
92160 90 0.0235230482854561
92672 90.5 0.0235230484572827
93184 91 0.0235230486246237
93696 91.5 0.0235230487933549
94208 92 0.0235230489582674
94720 92.5 0.0235230491213243
95232 93 0.0235230492864919
95744 93.5 0.0235230494557686
96256 94 0.0235230496292038
96768 94.5 0.023523049810375
97280 95 0.0235230499919763
97792 95.5 0.0235230501745216
98304 96 0.0235230503515493
98816 96.5 0.0235230505358401
99328 97 0.0235230507182564
99840 97.5 0.023523050898213
100352 98 0.0235230510764548
100864 98.5 0.0235230512508832
101376 99 0.0235230514263601
101888 99.5 0.0235230515998453
102400 100 0.0235230517746261
102912 100.5 0.0235230519437011
103424 101 0.0235230521195952
103936 101.5 0.0235230522961532
104448 102 0.0235230524785167
104960 102.5 0.0235230526613623
105472 103 0.0235230528387722
105984 103.5 0.0235230530131987
106496 104 0.0235230531879409
107008 104.5 0.0235230533717466
107520 105 0.0235230535598121
108032 105.5 0.0235230537521812
108544 106 0.0235230539423843
109056 106.5 0.0235230541251329
109568 107 0.0235230543075833
110080 107.5 0.0235230544898092
110592 108 0.0235230546709426
111104 108.5 0.0235230548566282
111616 109 0.023523055043734
112128 109.5 0.0235230552305741
112640 110 0.0235230554205192
113152 110.5 0.0235230556098229
113664 111 0.023523055809313
114176 111.5 0.0235230560085735
114688 112 0.0235230562111543
115200 112.5 0.0235230564140103
115712 113 0.0235230566229392
116224 113.5 0.0235230568336753
116736 114 0.0235230570374005
117248 114.5 0.0235230572449463
117760 115 0.0235230574495059
118272 115.5 0.0235230576522636
118784 116 0.0235230578544174
119296 116.5 0.023523058055497
119808 117 0.0235230582551402
120320 117.5 0.0235230584509424
120832 118 0.0235230586442491
121344 118.5 0.0235230588339451
121856 119 0.0235230590201014
122368 119.5 0.0235230592096845
122880 120 0.0235230594001884
123392 120.5 0.0235230595905208
123904 121 0.0235230597754208
124416 121.5 0.0235230599550351
124928 122 0.0235230601327903
125440 122.5 0.0235230603152448
125952 123 0.0235230605053857
126464 123.5 0.0235230606951096
126976 124 0.0235230608805772
127488 124.5 0.0235230610712971
128000 125 0.0235230612627612
128512 125.5 0.0235230614617723
129024 126 0.0235230616641437
129536 126.5 0.0235230618623228
130048 127 0.0235230620579516
130560 127.5 0.0235230622578106
131072 128 0.0235230624712311
131584 128.5 0.0235230626816809
132096 129 0.0235230628847075
132608 129.5 0.0235230630838732
133120 130 0.0235230632771007
133632 130.5 0.0235230634735116
134144 131 0.0235230636737712
134656 131.5 0.0235230638753018
135168 132 0.0235230640815423
135680 132.5 0.0235230642949552
136192 133 0.0235230645104392
136704 133.5 0.0235230647377033
137216 134 0.0235230649629178
137728 134.5 0.0235230651845074
138240 135 0.0235230654086033
138752 135.5 0.023523065631058
139264 136 0.0235230658502513
139776 136.5 0.0235230660695762
140288 137 0.023523066285444
140800 137.5 0.023523066499426
141312 138 0.0235230667146701
141824 138.5 0.023523066923355
142336 139 0.0235230671348362
142848 139.5 0.0235230673494217
143360 140 0.0235230675668354
143872 140.5 0.0235230677817024
144384 141 0.0235230679893081
144896 141.5 0.0235230681990336
145408 142 0.0235230684080746
145920 142.5 0.0235230686063732
146432 143 0.0235230688019229
146944 143.5 0.0235230690010783
147456 144 0.0235230691987319
147968 144.5 0.0235230693965983
148480 145 0.0235230695995459
148992 145.5 0.0235230698022016
149504 146 0.0235230700075062
150016 146.5 0.0235230702117463
150528 147 0.0235230704161291
151040 147.5 0.0235230706232456
151552 148 0.0235230708328365
152064 148.5 0.023523071039303
152576 149 0.0235230712583859
153088 149.5 0.0235230714672758
153600 150 0.0235230716691936
154112 150.5 0.0235230718750752
154624 151 0.0235230720810428
155136 151.5 0.0235230722906778
155648 152 0.0235230725066952
156160 152.5 0.0235230727236517
156672 153 0.0235230729455341
157184 153.5 0.0235230731630304
157696 154 0.0235230733825154
158208 154.5 0.0235230736112492
158720 155 0.0235230738381269
159232 155.5 0.0235230740595571
159744 156 0.0235230742842162
160256 156.5 0.0235230745063677
160768 157 0.0235230747382761
161280 157.5 0.0235230749676044
161792 158 0.0235230752026785
162304 158.5 0.0235230754301621
162816 159 0.0235230756637559
163328 159.5 0.0235230758944531
163840 160 0.0235230761218641
164352 160.5 0.0235230763468225
164864 161 0.0235230765701896
165376 161.5 0.0235230767917548
165888 162 0.0235230770057514
166400 162.5 0.0235230772295527
166912 163 0.0235230774588578
167424 163.5 0.0235230776826569
167936 164 0.0235230779036177
168448 164.5 0.0235230781195349
168960 165 0.0235230783311274
169472 165.5 0.0235230785415883
169984 166 0.0235230787411621
170496 166.5 0.0235230789401786
171008 167 0.0235230791407018
171520 167.5 0.0235230793535792
172032 168 0.0235230795767181
172544 168.5 0.0235230798007537
173056 169 0.0235230800302496
173568 169.5 0.0235230802584973
174080 170 0.023523080482817
174592 170.5 0.0235230806960914
175104 171 0.0235230809070421
175616 171.5 0.0235230811108119
176128 172 0.0235230813112635
176640 172.5 0.0235230815042602
177152 173 0.0235230817118761
177664 173.5 0.0235230819218408
178176 174 0.0235230821368267
178688 174.5 0.0235230823581684
179200 175 0.023523082582537
179712 175.5 0.0235230828065753
180224 176 0.0235230830297269
180736 176.5 0.0235230832536985
181248 177 0.0235230834727221
181760 177.5 0.02352308368873
182272 178 0.0235230839027183
182784 178.5 0.0235230841252703
183296 179 0.0235230843509695
183808 179.5 0.0235230845810201
184320 180 0.0235230848154567
184832 180.5 0.0235230850466133
185344 181 0.0235230852755121
185856 181.5 0.0235230855045748
186368 182 0.0235230857298883
186880 182.5 0.023523085958197
187392 183 0.0235230861797566
187904 183.5 0.023523086392288
188416 184 0.0235230866064291
188928 184.5 0.0235230868279507
189440 185 0.0235230870456568
189952 185.5 0.0235230872632448
190464 186 0.0235230874836966
190976 186.5 0.0235230877027277
191488 187 0.0235230879185823
192000 187.5 0.0235230881297277
192512 188 0.0235230883370173
193024 188.5 0.0235230885422449
193536 189 0.0235230887578616
194048 189.5 0.0235230889720543
194560 190 0.0235230891903741
195072 190.5 0.0235230894076894
195584 191 0.0235230896276741
196096 191.5 0.0235230898485204
196608 192 0.0235230900606027
197120 192.5 0.0235230902748945
197632 193 0.0235230904824482
