# Scalar ASCII output created by CarpetIOScalar
# created on malvi-BOHK-WAX9X by malvi on Jul 13 2025 at 00:40:06+0200
# parameter filename: "./TOV_example.par"
# Build ID: build-sim-malvi-BOHK-WAX9X-malvi-2025.07.12-13.11.05-262947
# Simulation ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-22.39.55-524101
# Run ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-22.39.55-524101
#
# CARPET::physical_time_per_hour (carpet-timing)
# 1:iteration 2:time 3:data
# data columns: 3:physical_time_per_hour 4:current_physical_time_per_hour 5:time_total 6:time_evolution 7:time_computing 8:time_communicating 9:time_io 10:evolution_steps_count 11:local_grid_points_per_second 12:total_grid_points_per_second 13:local_grid_point_updates_count 14:total_grid_point_updates_count 15:local_interior_points_per_second 16:total_interior_points_per_second 17:local_interior_point_updates_count 18:total_interior_point_updates_count 19:io_per_second 20:io_bytes_per_second 21:io_bytes_ascii_per_second 22:io_bytes_binary_per_second 23:io_count 24:io_bytes_count 25:io_bytes_ascii_count 26:io_bytes_binary_count 27:comm_per_second 28:comm_bytes_per_second 29:comm_count 30:comm_bytes_count 31:time_levels 32:current_walltime 33:syncs_count
0 0 0 0 9.89432501792908 0 0.24835991859436 0 9.71350431442261 0 0 0 0 0 0 0 0 0 8.08628262664766 7245.3092334763 0 7245.3092334763 160 240851 2003 238848 0 0 0 0 9.89240694046021 1752360006.198 266
512 0.5 3158.02191615108 3158.02191615108 10.5397429466248 0.569977045059204 0.819733619689941 0 9.72141909599304 3 168708.548587271 168708.548587271 96160 96160 61083.1616848423 61083.1616848423 34816 34816 18.7242618683159 26005.5306016575 1432.71467460531 24572.8159270522 186 252968 14120 238848 0 0 0 0 10.5279669761658 1752360006.84342 905
1024 1 3355.31346121283 3355.31346121283 11.0426909923553 1.07292509078979 1.28222250938416 0 9.79128289222717 6 179248.301350126 179248.301350126 192320 192320 64899.2185919922 64899.2185919922 69632 69632 24.9988000499873 26455.3899692934 1571.33850969941 24884.0514595939 284 264745 15529 249216 0 0 0 0 11.0197887420654 1752360007.34636 1544
1536 1.5 3416.15407808187 3416.15407808187 11.5504908561707 1.5807249546051 1.75269365310669 0 9.80035710334778 9 182498.54230464 182498.54230464 288480 288480 66076.0113236102 66076.0113236102 104448 104448 31.2315098647181 27142.5295388678 1706.60809296716 25435.9214459006 310 266136 16920 249216 0 0 0 0 11.518878698349 1752360007.85416 2183
2048 2 3000.95147259235 3000.95147259235 12.3690049648285 2.39923906326294 2.50598049163818 0 9.92360925674438 12 160317.496446933 160317.496446933 384640 384640 58045.0702609862 58045.0702609862 139264 139264 41.5693990331731 34193.7709793507 1840.20632305388 32353.5646562968 492 506405 18341 488064 0 0 0 0 12.3284959793091 1752360008.67268 2822
2560 2.5 3162.70195784928 3162.70195784928 12.8154339790344 2.84566807746887 2.88643980026245 0 9.93050241470337 15 168958.566814882 168958.566814882 480800 480800 61173.6840913781 61173.6840913781 174080 174080 51.7675799527533 51122.801651474 1967.36946847681 49155.4321829972 518 507799 19735 488064 0 0 0 0 12.7640886306763 1752360009.11911 3461
3072 3 2332.90357029629 2332.90357029629 14.5991899967194 4.62942409515381 4.61377358436584 0 10.0294394493103 18 124628.892955384 124628.892955384 576960 576960 45123.5392796865 45123.5392796865 208896 208896 57.6841241480324 51381.23227042 2099.7622066177 49281.4700638023 616 519588 21156 498432 0 0 0 0 14.5365693569183 1752360010.90286 4100
3584 3.5 2157.76631004421 2157.76631004421 15.8091378211975 5.83937191963196 5.76730489730835 0 10.0435149669647 21 115272.671318806 115272.671318806 673120 673120 41735.9954724995 41735.9954724995 243712 243712 63.5342177902822 51860.8508971592 2225.29095727531 49635.5599398839 642 520978 22546 498432 0 0 0 0 15.7390913963318 1752360012.11281 4739
4096 4 2323.913866712 2164.70168374331 16.1662089824677 6.1964430809021 6.06354117393494 0 10.1672880649567 24 124148.643012792 124148.643012792 769280 769280 44949.6584352472 44949.6584352472 278528 278528 73.445946562086 58608.281616457 2353.83370518383 56254.4479112732 824 761253 23973 737280 0 0 0 0 16.086562871933 1752360012.46988 5378
4608 4.5 2442.79453403994 2179.2451310571 16.6015148162842 6.63174891471863 6.42897391319275 0 10.1746380329132 27 130499.512440712 130499.512440712 865440 865440 47249.0747206304 47249.0747206304 313344 313344 83.1650625010415 74950.6939577205 2473.22672277033 72477.4672349502 850 762640 25360 737280 0 0 0 0 16.5125353336334 1752360012.90519 6017
5120 5 2558.99041566683 2198.59996623252 17.0037899017334 7.03402400016785 6.78956031799316 0 10.2408928871155 30 136706.95465029 136706.95465029 961600 961600 49496.5612843647 49496.5612843647 348160 348160 88.8955934028957 75179.8257229705 2603.4268940196 72576.3988289509 948 774431 26783 747648 0 0 0 0 16.9045493602753 1752360013.30746 6656
5632 5.5 2683.44242810266 2218.87702718774 17.348347902298 7.37858200073242 7.10193657875061 0 10.2478291988373 33 143355.45771464 143355.45771464 1057760 1057760 51903.7397649012 51903.7397649012 382976 382976 94.6672907587493 75696.4536664215 2729.63861364068 72966.8150527809 974 775816 28168 747648 0 0 0 0 17.2402858734131 1752360013.65202 7295
6144 6 2603.92431431936 2255.39441482042 18.264937877655 8.29517197608948 7.94990754127502 0 10.374897480011 36 139107.423369417 139107.423369417 1153920 1153920 50365.6827374128 50365.6827374128 417792 417792 104.119907065335 82107.2718528938 2850.50058421048 79256.7712686834 1156 1016091 29595 986496 0 0 0 0 18.1464049816132 1752360014.56861 7934
6656 6.5 2630.53198695974 2279.52738415936 18.8653049468994 8.89553904533386 8.48514556884766 0 10.3816223144531 39 140528.864370027 140528.864370027 1250080 1250080 50880.334254439 50880.334254439 452608 452608 113.485733416658 98002.5414784077 2965.85041508083 95036.6910633269 1182 1017483 30987 986496 0 0 0 0 18.7361698150635 1752360015.16898 8573
7168 7 2657.67554729645 2300.88609494327 19.4517359733582 9.4819700717926 9.03659462928772 0 10.4468476772308 42 141978.933682237 141978.933682237 1346240 1346240 51405.3510303741 51405.3510303741 487424 487424 119.057433695411 98198.7633400939 3094.14907924864 95104.6142608453 1280 1029282 32418 996864 0 0 0 0 19.3125529289246 1752360015.75541 9212
7680 7.5 2695.76254785585 2321.21165917187 19.9854848384857 10.0157189369202 9.53294396400452 0 10.4540674686432 45 144013.625889899 144013.625889899 1442400 1442400 52142.0382589718 52142.0382589718 522240 522240 124.563014451223 98586.6510712063 3216.15580399905 95370.4952672073 1306 1030682 33818 996864 0 0 0 0 19.8373377323151 1752360016.28916 9851
8192 8 2742.85894900071 2339.45459437798 20.4697589874268 10.4999930858612 9.95236468315125 0 10.58238530159 48 146529.620297727 146529.620297727 1538560 1538560 53052.9873157826 53052.9873157826 557056 557056 133.683302092081 104760.35870901 3332.95481617057 101427.403892839 1488 1270958 35246 1235712 0 0 0 0 20.3107335567474 1752360016.77343 10490
8704 8.5 2777.1987013397 2358.6064101867 20.9880628585815 11.018296957016 10.399491071701 0 10.5899529457092 51 148364.126178237 148364.126178237 1634720 1634720 53717.1944365795 53717.1944365795 591872 591872 142.606579092275 120143.965173493 3441.54062827919 116702.424545214 1514 1272353 36641 1235712 0 0 0 0 20.8197426795959 1752360017.29173 11129
9216 9 2837.97775765394 2374.37059118468 21.3863458633423 11.4165799617767 10.7621018886566 0 10.6529181003571 54 151611.078431113 151611.078431113 1730880 1730880 54892.7964502664 54892.7964502664 626688 626688 147.963469565044 120255.427402099 3565.33604558161 116690.091356517 1612 1284149 38069 1246080 0 0 0 0 21.2080106735229 1752360017.69002 11768
9728 9.5 2897.11183924956 2390.8041701102 21.7746260166168 11.8048601150513 11.1160275936127 0 10.6610922813416 57 154770.152479021 154770.152479021 1827040 1827040 56036.580997396 56036.580997396 661504 661504 153.303458405318 120592.497154773 3684.06787099241 116908.429283781 1638 1285547 39467 1246080 0 0 0 0 21.5863947868347 1752360018.0783 12407
