# Scalar ASCII output created by CarpetIOScalar
# created on malvi-BOHK-WAX9X by malvi on Jul 12 2025 at 20:53:38+0200
# parameter filename: "./TOV_example.par"
# Build ID: build-sim-malvi-BOHK-WAX9X-malvi-2025.07.12-13.11.05-262947
# Simulation ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-18.53.29-420299
# Run ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-18.53.29-420299
#
# HYDROBASE::vel[0] (hydrobase-vel)
# 1:iteration 2:time 3:data
# data columns: 3:vel[0] 4:vel[1] 5:vel[2]
0 0 0 0 0
512 0.6 0.0296440174515855 0.0296440174515855 0.0296440174515855
1024 1.2 0.0260466868649584 0.0260466868649584 0.0260466868649584
1536 1.8 0.022500228750778 0.0225002287507781 0.0225002287507781
2048 2.4 0.0189957846454793 0.0189957846454793 0.0189957846454793
2560 3 0.0155567579149461 0.0155567579149461 0.0155567579149461
3072 3.6 0.0121711032643835 0.0121711032643836 0.0121711032643836
3584 4.2 0.00893456838614562 0.00893456838614562 0.00893456838614559
4096 4.8 0.00647890418174859 0.00647890418174859 0.00647890418174856
4608 5.4 0.00390756461107474 0.00390756461107474 0.00390756461107468
5120 6 0.00239755677184334 0.00239755677184333 0.00239755677184333
5632 6.6 0.00245870480433063 0.00245870480433055 0.00245870480433064
6144 7.2 0.00249593489440511 0.00249593489440505 0.0024959348944051
6656 7.8 0.00250923320885408 0.00250923320885397 0.00250923320885404
7168 8.4 0.00249098719399996 0.00249098719399985 0.00249098719399994
7680 9 0.00243579696084939 0.00243579696084945 0.00243579696084945
8192 9.6 0.00233812948747954 0.00233812948747955 0.00233812948747932
8704 10.2 0.00219847157044051 0.00219847157044056 0.00219847157044032
9216 10.8 0.00201705396549304 0.00201705396549313 0.00201705396549312
9728 11.4 0.00179635156731568 0.00179635156731575 0.00179635156731592
10240 12 0.00153867168871089 0.00153867168871099 0.00153867168871092
10752 12.6 0.00124700355909819 0.00124700355909798 0.00124700355909804
11264 13.2 0.00092444171882261 0.000924441718822386 0.000924441718822437
11776 13.8 0.000573986578963218 0.000573986578963338 0.00057398657896335
12288 14.4 0.000255784396895596 0.000255784396895935 0.00025578439689587
12800 15 0.000182938895197076 0.000182938895197462 0.000182938895197272
13312 15.6 9.26378252962159e-05 9.2637825296374e-05 9.26378252960393e-05
13824 16.2 1.0672081866681e-18 7.61837322403264e-19 5.3147116443842e-19
14336 16.8 1.01705001082588e-18 5.8662191067863e-19 4.77835054180604e-19
14848 17.4 4.6560344216112e-19 4.68562018079777e-19 3.65902805474189e-19
15360 18 3.7494502972577e-19 3.45920121852802e-19 5.23182507093545e-19
15872 18.6 3.77012994242868e-19 2.84042670408517e-19 4.32282814373196e-19
16384 19.2 4.53286717332287e-19 2.78995113698864e-19 1.8952157857852e-19
16896 19.8 6.87051021322917e-19 3.70519608726993e-19 2.08324217359649e-19
17408 20.4 9.94964820579998e-19 7.71154155993921e-19 2.45298640518056e-19
17920 21 1.12072244563835e-18 7.72228449479179e-19 4.68109937303197e-19
18432 21.6 1.13675134811658e-18 7.816811797847e-19 7.51333416540949e-19
18944 22.2 1.7988323335191e-18 9.4442907945308e-19 7.35735636780202e-19
19456 22.8 1.7101849509832e-18 8.49282946432468e-19 5.82797013347736e-19
19968 23.4 7.81183412406095e-19 4.665436358457e-19 3.26887752352617e-19
20480 24 4.89652503861847e-19 5.25298890702677e-19 1.79600636402502e-19
20992 24.6 5.61530560176809e-19 6.49562261252591e-19 1.70311473831459e-19
21504 25.2 4.95884100277394e-19 5.06593773636228e-19 3.07712481171324e-19
22016 25.8 6.46187303632727e-19 7.00335325358099e-19 3.88574261836788e-19
22528 26.4 8.63090685175067e-19 1.03526526451621e-18 3.98961718860584e-19
23040 27 1.17866682369999e-18 1.13923512243968e-18 2.76123939492194e-19
23552 27.6 1.79237894904837e-18 1.27457880302618e-18 5.07383462240025e-19
24064 28.2 2.17602255768253e-18 1.20311910374361e-18 8.2841569527067e-19
24576 28.8 1.61001626510465e-18 1.47953329808628e-18 9.79148190477269e-19
25088 29.4 1.58414571094586e-18 1.10693554260948e-18 7.61446978229748e-19
25600 30 9.79762365324701e-19 7.37975704364092e-19 2.45865824739167e-19
26112 30.6 1.25865938748626e-18 4.84429178611164e-19 4.02790049939525e-19
26624 31.2 1.98601049935201e-18 6.78877669366485e-19 5.23080508879766e-19
27136 31.8 1.78160561650579e-18 1.03111869563757e-18 6.05743024639486e-19
27648 32.4 1.43412666180298e-18 9.86966592146534e-19 4.11021263670051e-19
28160 33 1.11734009815428e-18 6.89143636028299e-19 1.59648575631872e-19
28672 33.6 2.10790365292932e-18 9.09668726407266e-19 8.88124253613692e-19
29184 34.2 1.93030282478172e-18 1.0566967215917e-18 1.30706408708672e-18
29696 34.8 1.72615483414461e-18 1.60086657121729e-18 1.15961120196579e-18
30208 35.4 1.64709590012057e-18 1.83845372315458e-18 8.19570224989075e-19
30720 36 2.12502548515039e-18 1.12258270317743e-18 3.68065412402166e-19
31232 36.6 1.90075176140992e-18 1.05634442681361e-18 6.19963159724836e-19
31744 37.2 1.78650547294614e-18 1.05275346452515e-18 6.67400140581291e-19
32256 37.8 1.77030218355727e-18 1.28213847177225e-18 6.18499069379383e-19
32768 38.4 2.32349719483158e-18 1.02018146062822e-18 3.53076934288928e-19
33280 39 1.50003743873477e-18 1.74468381351909e-18 2.12837573453876e-19
33792 39.6 1.37182250481078e-18 7.2890010484782e-19 6.30682730754093e-19
34304 40.2 1.78297411482236e-18 1.45081641767557e-18 8.4492986450954e-19
34816 40.8 1.79365921062762e-18 1.39879382163459e-18 7.24056176434705e-19
35328 41.4 1.28359812646836e-18 1.34362800973738e-18 4.25645467970457e-19
35840 42 2.19258658885832e-18 1.1383773284956e-18 3.91038371142867e-19
36352 42.6 1.7159792263848e-18 1.84179414992947e-18 7.5407832222817e-19
36864 43.2 2.12281678176176e-18 1.08738593800001e-18 9.44348647628637e-19
37376 43.8 1.27546631544737e-18 8.66613854235428e-19 1.0104833146633e-18
37888 44.4 1.7120338703396e-18 9.99890094762968e-19 6.17238739716345e-19
38400 45 1.51080871902686e-18 1.23245440514556e-18 4.87542245881645e-19
38912 45.6 1.56196675837668e-18 1.3702856942935e-18 4.50913736525701e-19
39424 46.2 9.319338977547e-19 1.28974483374364e-18 4.94688848407665e-19
39936 46.8 1.05648884027451e-18 1.92792527361578e-18 5.03804195983006e-19
40448 47.4 1.03326435457008e-18 1.39059398140104e-18 3.26646823035445e-19
40960 48 3.14281838471329e-05 3.14281838474943e-05 3.14281838476207e-05
41472 48.6 3.38025305373394e-05 3.3802530537437e-05 3.3802530537227e-05
41984 49.2 1.58525790373058e-05 1.58525790372501e-05 1.58525790371436e-05
42496 49.8 4.8377442854557e-05 4.83774428542904e-05 4.83774428542001e-05
43008 50.4 0.000124547157488873 0.000124547157488554 0.000124547157488513
43520 51 0.000240112635293573 0.000240112635293538 0.000240112635293504
44032 51.6 0.000390733557837656 0.000390733557837575 0.000390733557837653
44544 52.2 0.000571443116632919 0.000571443116633152 0.000571443116632892
45056 52.8 0.000777538724514926 0.000777538724514894 0.000777538724514714
45568 53.4 0.00100438764652494 0.00100438764652507 0.00100438764652508
46080 54 0.00124765831453143 0.00124765831453119 0.00124765831453143
46592 54.6 0.00150922174926857 0.00150922174926839 0.0015092217492683
47104 55.2 0.00179585320080481 0.00179585320080461 0.00179585320080465
47616 55.8 0.00209653616225385 0.00209653616225379 0.00209653616225405
48128 56.4 0.00240008339883869 0.00240008339883885 0.00240008339883882
48640 57 0.00269860130993979 0.00269860130993987 0.00269860130993961
49152 57.6 0.00298968970644304 0.0029896897064428 0.00298968970644288
49664 58.2 0.00327101810337217 0.00327101810337191 0.00327101810337189
50176 58.8 0.00354213767496481 0.00354213767496485 0.00354213767496474
50688 59.4 0.00380201848501323 0.00380201848501346 0.00380201848501322
51200 60 0.00404961258322652 0.00404961258322683 0.00404961258322645
51712 60.6 0.00428466529837222 0.0042846652983719 0.00428466529837196
52224 61.2 0.00450758819290286 0.00450758819290295 0.00450758819290242
52736 61.8 0.00471818210265262 0.00471818210265299 0.00471818210265279
53248 62.4 0.00491577504311571 0.00491577504311628 0.00491577504311622
53760 63 0.00509968818616708 0.0050996881861671 0.00509968818616708
54272 63.6 0.00526964617467205 0.00526964617467173 0.00526964617467191
54784 64.2 0.00542539827909648 0.00542539827909647 0.00542539827909638
55296 64.8 0.00556660674174094 0.0055666067417413 0.00556660674174095
55808 65.4 0.00569309115890433 0.00569309115890418 0.00569309115890408
56320 66 0.0058050508863662 0.00580505088636611 0.00580505088636608
56832 66.6 0.00590316029062801 0.00590316029062791 0.00590316029062835
57344 67.2 0.00598805648433518 0.00598805648433553 0.00598805648433552
57856 67.8 0.00605994800943018 0.00605994800943041 0.00605994800943073
58368 68.4 0.00611779076493377 0.00611779076493413 0.00611779076493426
58880 69 0.00616108139403233 0.00616108139403262 0.00616108139403296
59392 69.6 0.00628409401998002 0.00628409401997972 0.00628409401997983
59904 70.2 0.00647620402675364 0.00647620402675347 0.00647620402675366
60416 70.8 0.00665585287036209 0.00665585287036259 0.00665585287036193
60928 71.4 0.00682268923590826 0.00682268923590862 0.00682268923590783
61440 72 0.00697428493260288 0.00697428493260235 0.00697428493260252
61952 72.6 0.00711011464908698 0.0071101146490862 0.00711011464908693
62464 73.2 0.00723034119397313 0.0072303411939731 0.00723034119397283
62976 73.8 0.0073351950294137 0.00733519502941449 0.00733519502941317
63488 74.4 0.00742478048655245 0.0074247804865529 0.00742478048655204
64000 75 0.00749868239668562 0.00749868239668553 0.00749868239668561
64512 75.6 0.00755695590029163 0.00755695590029121 0.0075569559002913
65024 76.2 0.00760027411885091 0.00760027411885088 0.00760027411885071
65536 76.8 0.00762953196099714 0.00762953196099717 0.00762953196099701
66048 77.4 0.00764582951617464 0.00764582951617431 0.00764582951617428
66560 78 0.00765019258106046 0.00765019258106041 0.00765019258106039
67072 78.6 0.00764336972281959 0.00764336972281965 0.00764336972281993
67584 79.2 0.00762610783611174 0.00762610783611165 0.00762610783611181
68096 79.8 0.00759932689776845 0.00759932689776849 0.00759932689776822
68608 80.4 0.00756401268823391 0.00756401268823421 0.00756401268823448
69120 81 0.00752098489706656 0.00752098489706677 0.00752098489706709
69632 81.6 0.00747102223873807 0.00747102223873827 0.00747102223873808
70144 82.2 0.00741532276808184 0.00741532276808213 0.00741532276808177
70656 82.8 0.00735543290151909 0.00735543290151882 0.00735543290151906
71168 83.4 0.00729269206575881 0.00729269206575816 0.00729269206575901
71680 84 0.00722808060878312 0.00722808060878288 0.00722808060878322
72192 84.6 0.00716259002826657 0.00716259002826706 0.00716259002826688
72704 85.2 0.00709788193599746 0.0070978819359979 0.00709788193599775
73216 85.8 0.00703600050787037 0.0070360005078702 0.00703600050787085
73728 86.4 0.00697840019387314 0.00697840019387282 0.00697840019387364
74240 87 0.00692580692488851 0.00692580692488865 0.00692580692488878
74752 87.6 0.00687884881821028 0.00687884881821055 0.00687884881821023
75264 88.2 0.00683874672362243 0.00683874672362246 0.00683874672362233
75776 88.8 0.0068068539552131 0.00680685395521321 0.00680685395521347
76288 89.4 0.00678398326278778 0.00678398326278759 0.00678398326278809
76800 90 0.00677024538627986 0.00677024538627976 0.00677024538627948
77312 90.6 0.00676727025774267 0.0067672702577423 0.00676727025774238
77824 91.2 0.00677515328147857 0.00677515328147899 0.00677515328147888
78336 91.8 0.00679317999053795 0.00679317999053853 0.0067931799905384
78848 92.4 0.00682065340359859 0.00682065340359831 0.00682065340359846
79360 93 0.00685679364450645 0.00685679364450614 0.00685679364450627
79872 93.6 0.0069001313660244 0.00690013136602452 0.00690013136602446
80384 94.2 0.0069490502725031 0.00694905027250369 0.00694905027250303
80896 94.8 0.00700229826822924 0.00700229826822995 0.00700229826822918
81408 95.4 0.00705825666675519 0.00705825666675543 0.00705825666675524
81920 96 0.00711550613949243 0.00711550613949216 0.00711550613949262
82432 96.6 0.00717303054622364 0.00717303054622328 0.00717303054622377
82944 97.2 0.00723002312972813 0.00723002312972833 0.00723002312972818
83456 97.8 0.00728598210468157 0.00728598210468206 0.00728598210468117
83968 98.4 0.00734056056480376 0.00734056056480399 0.00734056056480295
84480 99 0.00746250222724927 0.00746250222724861 0.00746250222724934
84992 99.6 0.00770598330219229 0.0077059833021913 0.00770598330219281
85504 100.2 0.00793980862802313 0.00793980862802211 0.00793980862802338
86016 100.8 0.00816237766173682 0.00816237766173633 0.00816237766173629
86528 101.4 0.00837242739214935 0.00837242739214915 0.00837242739214862
87040 102 0.00856892975915763 0.00856892975915696 0.00856892975915738
87552 102.6 0.00875061646852194 0.00875061646852091 0.00875061646852208
88064 103.2 0.00891606465622258 0.00891606465622218 0.00891606465622289
88576 103.8 0.00906442581178368 0.00906442581178382 0.00906442581178412
89088 104.4 0.00919486813867196 0.00919486813867183 0.00919486813867231
89600 105 0.0093063815150574 0.00930638151505726 0.00930638151505748
90112 105.6 0.0093981159205898 0.00939811592059006 0.00939811592058981
90624 106.2 0.00946977867092592 0.00946977867092564 0.00946977867092571
91136 106.8 0.00952157039303269 0.00952157039303166 0.00952157039303223
91648 107.4 0.00955337829766847 0.00955337829766758 0.0095533782976679
92160 108 0.00956337169994458 0.00956337169994416 0.00956337169994404
92672 108.6 0.00955135363774346 0.00955135363774311 0.00955135363774319
93184 109.2 0.00951755756062927 0.00951755756062883 0.0095175575606294
93696 109.8 0.00946329347856882 0.00946329347856866 0.00946329347856913
94208 110.4 0.00938991181477865 0.00938991181477853 0.0093899118147787
94720 111 0.0092989209386334 0.00929892093863285 0.00929892093863305
95232 111.6 0.0091919847952999 0.00919198479529948 0.00919198479529976
95744 112.2 0.00907089661663468 0.00907089661663505 0.00907089661663494
96256 112.8 0.00893725681146989 0.00893725681147046 0.00893725681147001
