# Scalar ASCII output created by CarpetIOScalar
# created on malvi-BOHK-WAX9X by malvi on Jul 12 2025 at 20:53:38+0200
# parameter filename: "./TOV_example.par"
# Build ID: build-sim-malvi-BOHK-WAX9X-malvi-2025.07.12-13.11.05-262947
# Simulation ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-18.53.29-420299
# Run ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-18.53.29-420299
#
# ML_BSSN::M1 (ml_bssn-ml_mom)
# 1:iteration 2:time 3:data
# data columns: 3:M1 4:M2 5:M3
0 0 0 0 0
512 0.6 -1.80763094439395e-05 -1.80763094439392e-05 -1.80763094439404e-05
1024 1.2 -2.35317130329946e-05 -2.35317130330096e-05 -2.35317130329913e-05
1536 1.8 -3.59942678251069e-05 -3.59942678251145e-05 -3.59942678250979e-05
2048 2.4 -4.53424892799874e-05 -4.53424892799819e-05 -4.53424892799862e-05
2560 3 -4.92563659549835e-05 -4.92563659549333e-05 -4.92563659549892e-05
3072 3.6 -5.14608353200865e-05 -5.14608353200898e-05 -5.14608353201684e-05
3584 4.2 -4.78354315669691e-05 -4.78354315669686e-05 -4.78354315671072e-05
4096 4.8 -3.63406472261681e-05 -3.63406472260295e-05 -3.63406472260033e-05
4608 5.4 -3.8195606765807e-05 -3.819560676605e-05 -3.81956067660987e-05
5120 6 -5.68777970154737e-05 -5.68777970156785e-05 -5.68777970152229e-05
5632 6.6 -6.54673023910494e-05 -6.54673023914605e-05 -6.5467302390992e-05
6144 7.2 -6.27415554869898e-05 -6.27415554871383e-05 -6.2741555487052e-05
6656 7.8 -5.4089537535419e-05 -5.40895375346589e-05 -5.40895375359498e-05
7168 8.4 -5.01557327229734e-05 -5.01557327225355e-05 -5.0155732722261e-05
7680 9 -4.30617857513576e-05 -4.3061785751482e-05 -4.30617857501564e-05
8192 9.6 -4.13588432693446e-05 -4.13588432703164e-05 -4.1358843267801e-05
8704 10.2 -3.04387602384512e-05 -3.04387602390859e-05 -3.04387602392817e-05
9216 10.8 -4.43889396843194e-05 -4.43889396852236e-05 -4.43889396847507e-05
9728 11.4 -3.82305000157526e-05 -3.82305000152614e-05 -3.82305000154265e-05
10240 12 -3.96859078786434e-05 -3.9685907877689e-05 -3.96859078788202e-05
10752 12.6 -3.4328913769217e-05 -3.43289137696279e-05 -3.43289137694783e-05
11264 13.2 -5.61180376396425e-05 -5.6118037640225e-05 -5.61180376399658e-05
11776 13.8 -5.67248680036071e-05 -5.67248680043436e-05 -5.67248680038282e-05
12288 14.4 -4.10053056700945e-05 -4.1005305669979e-05 -4.10053056700256e-05
12800 15 -4.47335427392312e-05 -4.47335427396979e-05 -4.47335427387559e-05
13312 15.6 -4.14347545185019e-05 -4.14347545182211e-05 -4.14347545182138e-05
13824 16.2 -2.39950462400274e-05 -2.39950462389816e-05 -2.39950462397563e-05
14336 16.8 -2.24054007343656e-05 -2.24054007361092e-05 -2.24054007383142e-05
14848 17.4 -1.77776127146806e-05 -1.77776127149377e-05 -1.7777612714262e-05
15360 18 -2.28419835448151e-05 -2.2841983545605e-05 -2.28419835421375e-05
15872 18.6 -2.28231550658895e-05 -2.28231550659428e-05 -2.2823155065322e-05
16384 19.2 -2.32377632943798e-05 -2.32377632953809e-05 -2.32377632960047e-05
16896 19.8 -2.42043212838479e-05 -2.42043212855404e-05 -2.42043212830984e-05
17408 20.4 -1.77278321849916e-05 -1.77278321835322e-05 -1.77278321866359e-05
17920 21 -2.46557669163718e-05 -2.46557669164026e-05 -2.46557669150071e-05
18432 21.6 -2.76736102239137e-05 -2.76736102243773e-05 -2.767361022401e-05
18944 22.2 -3.21715981709773e-05 -3.21715981718058e-05 -3.21715981697434e-05
19456 22.8 -3.45300753196993e-05 -3.4530075320127e-05 -3.45300753185261e-05
19968 23.4 -3.40710880269892e-05 -3.40710880263326e-05 -3.40710880277158e-05
20480 24 -3.08622304367943e-05 -3.08622304354179e-05 -3.08622304386757e-05
20992 24.6 -2.97129984008002e-05 -2.97129983997841e-05 -2.97129984016034e-05
21504 25.2 -3.47991308103239e-05 -3.47991308099307e-05 -3.47991308098656e-05
22016 25.8 -4.26733691406852e-05 -4.26733691408332e-05 -4.26733691407516e-05
22528 26.4 -4.53582247959884e-05 -4.53582247966215e-05 -4.53582247969964e-05
23040 27 -3.96012812673394e-05 -3.9601281268493e-05 -3.96012812673464e-05
23552 27.6 -3.69252476789747e-05 -3.69252476799179e-05 -3.69252476786976e-05
24064 28.2 -3.22910442251004e-05 -3.22910442249e-05 -3.22910442257052e-05
24576 28.8 -3.22809099948545e-05 -3.22809099940599e-05 -3.22809099953084e-05
25088 29.4 -4.15888507268612e-05 -4.1588850726257e-05 -4.15888507260978e-05
25600 30 -4.61215717073448e-05 -4.61215717069461e-05 -4.61215717065222e-05
26112 30.6 -4.24711571710799e-05 -4.24711571704767e-05 -4.24711571712177e-05
26624 31.2 -3.66947829066133e-05 -3.66947829065174e-05 -3.66947829072476e-05
27136 31.8 -4.42421119673484e-05 -4.42421119650271e-05 -4.42421119670949e-05
27648 32.4 -4.48816205265785e-05 -4.48816205237612e-05 -4.48816205270875e-05
28160 33 -5.25151944377743e-05 -5.25151944370591e-05 -5.25151944372222e-05
28672 33.6 -5.45400187429563e-05 -5.45400187420689e-05 -5.45400187423212e-05
29184 34.2 -5.09630480974113e-05 -5.0963048097025e-05 -5.09630480972236e-05
29696 34.8 -4.69250299849873e-05 -4.69250299858223e-05 -4.69250299852054e-05
30208 35.4 -4.69137106645123e-05 -4.69137106665676e-05 -4.69137106650995e-05
30720 36 -5.10636002467676e-05 -5.10636002481649e-05 -5.10636002473568e-05
31232 36.6 -5.6162047700314e-05 -5.61620476995219e-05 -5.61620477004645e-05
31744 37.2 -5.97068944587692e-05 -5.9706894456558e-05 -5.97068944578422e-05
32256 37.8 -6.2167592979215e-05 -6.21675929775666e-05 -6.21675929779109e-05
32768 38.4 -6.50628365512138e-05 -6.50628365517915e-05 -6.50628365514342e-05
33280 39 -6.80864736784728e-05 -6.80864736805435e-05 -6.80864736800038e-05
33792 39.6 -6.91326664794046e-05 -6.91326664805154e-05 -6.91326664797173e-05
34304 40.2 -6.65371127790198e-05 -6.65371127782438e-05 -6.65371127776066e-05
34816 40.8 -6.0619236114872e-05 -6.06192361138479e-05 -6.06192361144169e-05
35328 41.4 -5.58743918735421e-05 -5.58743918729616e-05 -5.58743918726525e-05
35840 42 -5.99944086411445e-05 -5.99944086413566e-05 -5.99944086412552e-05
36352 42.6 -5.77275559189273e-05 -5.77275559191468e-05 -5.77275559205557e-05
36864 43.2 -5.08213337913267e-05 -5.08213337911229e-05 -5.08213337925149e-05
37376 43.8 -4.77208432210065e-05 -4.77208432214757e-05 -4.77208432218569e-05
37888 44.4 -4.92494977333851e-05 -4.92494977329039e-05 -4.92494977340094e-05
38400 45 -4.96121614635368e-05 -4.96121614628893e-05 -4.96121614629757e-05
38912 45.6 -4.86380449761091e-05 -4.86380449758287e-05 -4.86380449748297e-05
39424 46.2 -4.70427585417966e-05 -4.70427585422986e-05 -4.70427585410841e-05
39936 46.8 -4.62917858413942e-05 -4.62917858431481e-05 -4.62917858419954e-05
40448 47.4 -4.73143662701501e-05 -4.73143662722693e-05 -4.731436627131e-05
40960 48 -4.88073378007077e-05 -4.88073378017097e-05 -4.8807337801687e-05
41472 48.6 -4.81420236567452e-05 -4.81420236567463e-05 -4.81420236576487e-05
41984 49.2 -4.49043556201508e-05 -4.49043556197111e-05 -4.49043556210894e-05
42496 49.8 -4.22480167423611e-05 -4.2248016740917e-05 -4.22480167429626e-05
43008 50.4 -4.33150436569067e-05 -4.33150436554228e-05 -4.3315043657291e-05
43520 51 -4.73142213096452e-05 -4.73142213102023e-05 -4.73142213095906e-05
44032 51.6 -5.08838741830295e-05 -5.08838741850428e-05 -5.0883874181602e-05
44544 52.2 -5.26826541203508e-05 -5.26826541206972e-05 -5.26826541179972e-05
45056 52.8 -5.43751458575084e-05 -5.43751458567135e-05 -5.43751458563311e-05
45568 53.4 -5.69282121447974e-05 -5.69282121451748e-05 -5.69282121459956e-05
46080 54 -5.84999384250978e-05 -5.84999384257465e-05 -5.84999384270259e-05
46592 54.6 -5.75027852757542e-05 -5.75027852751503e-05 -5.75027852769683e-05
47104 55.2 -5.58628156325007e-05 -5.58628156324344e-05 -5.58628156329092e-05
47616 55.8 -5.6837544478415e-05 -5.68375444793773e-05 -5.68375444776507e-05
48128 56.4 -6.02518518107625e-05 -6.02518518112529e-05 -6.02518518097438e-05
48640 57 -6.21734453529409e-05 -6.21734453524527e-05 -6.21734453526316e-05
49152 57.6 -5.96256854554529e-05 -5.96256854552158e-05 -5.96256854557337e-05
49664 58.2 -5.41227373478834e-05 -5.41227373478276e-05 -5.41227373475697e-05
50176 58.8 -5.32277561833796e-05 -5.32277561810131e-05 -5.32277561812678e-05
50688 59.4 -5.60154104831649e-05 -5.60154104809276e-05 -5.60154104815045e-05
51200 60 -5.41338644339914e-05 -5.41338644327944e-05 -5.41338644323944e-05
51712 60.6 -5.49057163936769e-05 -5.49057163922952e-05 -5.49057163917913e-05
52224 61.2 -5.6512065436253e-05 -5.65120654342106e-05 -5.65120654339107e-05
52736 61.8 -5.7497057460341e-05 -5.74970574595073e-05 -5.74970574599553e-05
53248 62.4 -5.82039017002761e-05 -5.82039017005049e-05 -5.82039017016241e-05
53760 63 -5.7667260335494e-05 -5.76672603361253e-05 -5.76672603371296e-05
54272 63.6 -5.49900266366759e-05 -5.49900266378135e-05 -5.49900266383596e-05
54784 64.2 -5.14059960184051e-05 -5.14059960198978e-05 -5.14059960196752e-05
55296 64.8 -4.99343366724538e-05 -4.9934336673305e-05 -4.99343366727804e-05
55808 65.4 -5.23502124157799e-05 -5.23502124151956e-05 -5.23502124150929e-05
56320 66 -5.69837378238782e-05 -5.69837378222306e-05 -5.69837378227293e-05
56832 66.6 -6.03882958521559e-05 -6.03882958510711e-05 -6.03882958511784e-05
57344 67.2 -6.10234855099381e-05 -6.10234855095994e-05 -6.1023485509003e-05
57856 67.8 -6.0287710469453e-05 -6.02877104692337e-05 -6.02877104688031e-05
58368 68.4 -5.98543953015789e-05 -5.98543953018231e-05 -5.98543953019582e-05
58880 69 -5.93928956029637e-05 -5.93928956040983e-05 -5.9392895604239e-05
59392 69.6 -5.79172037591374e-05 -5.79172037600274e-05 -5.79172037595209e-05
59904 70.2 -5.63656922044039e-05 -5.6365692203927e-05 -5.63656922034705e-05
60416 70.8 -5.70784679962351e-05 -5.70784679950684e-05 -5.70784679953012e-05
60928 71.4 -6.05835607587589e-05 -6.05835607584077e-05 -6.05835607584397e-05
61440 72 -6.43637377904943e-05 -6.4363737790757e-05 -6.43637377905309e-05
61952 72.6 -6.56035608388557e-05 -6.56035608389654e-05 -6.5603560839607e-05
62464 73.2 -6.429053008492e-05 -6.42905300853955e-05 -6.42905300867674e-05
62976 73.8 -6.27571853439353e-05 -6.2757185344797e-05 -6.27571853454699e-05
63488 74.4 -6.28175581288545e-05 -6.28175581294871e-05 -6.28175581283829e-05
64000 75 -6.43889206873972e-05 -6.43889206875452e-05 -6.43889206850428e-05
64512 75.6 -6.65526876101993e-05 -6.65526876096397e-05 -6.6552687607606e-05
65024 76.2 -6.87597380305313e-05 -6.87597380288641e-05 -6.87597380288923e-05
65536 76.8 -7.08054219242438e-05 -7.08054219230481e-05 -7.08054219248249e-05
66048 77.4 -7.2513690594677e-05 -7.25136905955601e-05 -7.25136905974844e-05
66560 78 -7.39010801061018e-05 -7.39010801086652e-05 -7.39010801090023e-05
67072 78.6 -7.52154920799904e-05 -7.52154920817641e-05 -7.52154920802753e-05
67584 79.2 -7.6518415022776e-05 -7.65184150235799e-05 -7.65184150208309e-05
68096 79.8 -7.75805347032743e-05 -7.7580534704023e-05 -7.75805347019925e-05
68608 80.4 -7.83852071366845e-05 -7.83852071359354e-05 -7.83852071369208e-05
69120 81 -7.93150396523369e-05 -7.93150396494783e-05 -7.93150396525504e-05
69632 81.6 -8.05137713349821e-05 -8.05137713338089e-05 -8.05137713351194e-05
70144 82.2 -8.14563952348787e-05 -8.14563952371077e-05 -8.14563952352787e-05
70656 82.8 -8.16080708169499e-05 -8.16080708197523e-05 -8.16080708174122e-05
71168 83.4 -8.12313119798033e-05 -8.12313119806447e-05 -8.12313119803805e-05
71680 84 -8.10841752711434e-05 -8.10841752707916e-05 -8.10841752721408e-05
72192 84.6 -8.1595926299422e-05 -8.15959262989446e-05 -8.15959263003727e-05
72704 85.2 -8.28174328836643e-05 -8.28174328825214e-05 -8.28174328836526e-05
73216 85.8 -8.48161234255791e-05 -8.48161234241264e-05 -8.48161234244943e-05
73728 86.4 -8.74581112956497e-05 -8.74581112950687e-05 -8.74581112943382e-05
74240 87 -8.99525211938904e-05 -8.99525211948083e-05 -8.99525211936736e-05
74752 87.6 -9.12362344121493e-05 -9.12362344133556e-05 -9.1236234413228e-05
75264 88.2 -9.09795921925663e-05 -9.09795921924826e-05 -9.09795921934268e-05
75776 88.8 -8.99960541031494e-05 -8.99960541022692e-05 -8.99960541028289e-05
76288 89.4 -8.95237858247811e-05 -8.95237858248477e-05 -8.95237858245088e-05
76800 90 -9.0084363793202e-05 -9.00843637932075e-05 -9.0084363793114e-05
77312 90.6 -9.10999557580244e-05 -9.1099955756898e-05 -9.1099955757245e-05
77824 91.2 -9.16780649891708e-05 -9.16780649883985e-05 -9.16780649881035e-05
78336 91.8 -9.16915372060631e-05 -9.16915372066671e-05 -9.1691537205973e-05
78848 92.4 -9.20274023514232e-05 -9.2027402352452e-05 -9.20274023522418e-05
79360 93 -9.37268781952214e-05 -9.37268781958469e-05 -9.37268781962392e-05
79872 93.6 -9.6696317581393e-05 -9.66963175824049e-05 -9.66963175822621e-05
80384 94.2 -9.93146594479506e-05 -9.93146594485028e-05 -9.93146594482633e-05
80896 94.8 -9.98278411215109e-05 -9.98278411208742e-05 -9.98278411211115e-05
81408 95.4 -9.83561059635557e-05 -9.83561059628065e-05 -9.83561059629633e-05
81920 96 -9.69100321671313e-05 -9.69100321676404e-05 -9.69100321668466e-05
82432 96.6 -9.71081694976347e-05 -9.71081694977433e-05 -9.7108169497637e-05
82944 97.2 -9.85109728872766e-05 -9.85109728861283e-05 -9.85109728874111e-05
83456 97.8 -9.96502261343609e-05 -9.96502261335593e-05 -9.96502261345147e-05
83968 98.4 -0.000100080774034943 -0.000100080774034974 -0.000100080774034704
84480 99 -0.000100548735566693 -0.00010054873556661 -0.000100548735566478
84992 99.6 -0.000101686556342544 -0.000101686556342715 -0.000101686556342806
85504 100.2 -0.000103091349805794 -0.000103091349806877 -0.000103091349806067
86016 100.8 -0.000103968868615055 -0.000103968868615961 -0.000103968868614048
86528 101.4 -0.000104092939250397 -0.000104092939250733 -0.000104092939249645
87040 102 -0.000103845717457126 -0.000103845717457703 -0.000103845717458428
87552 102.6 -0.000103657961764369 -0.000103657961764826 -0.000103657961766428
88064 103.2 -0.000103677820543924 -0.000103677820542737 -0.000103677820544064
88576 103.8 -0.000103835407867333 -0.000103835407865287 -0.000103835407866017
89088 104.4 -0.000103995074127805 -0.000103995074127198 -0.000103995074127128
89600 105 -0.00010400149046309 -0.000104001490463875 -0.000104001490463416
90112 105.6 -0.000103707573038998 -0.000103707573039204 -0.000103707573038696
90624 106.2 -0.000103059076557065 -0.000103059076556866 -0.000103059076556468
91136 106.8 -0.000102176996173148 -0.000102176996173627 -0.000102176996173158
91648 107.4 -0.000101358712760021 -0.00010135871276026 -0.00010135871276008
92160 108 -0.000100912941488508 -0.000100912941488051 -0.000100912941488256
92672 108.6 -0.000100832710810044 -0.00010083271081011 -0.000100832710810648
93184 109.2 -0.000100674718734978 -0.000100674718735703 -0.000100674718736482
93696 109.8 -0.00010001470747263 -0.000100014707472267 -0.000100014707473705
94208 110.4 -9.90615056067558e-05 -9.90615056047961e-05 -9.90615056062383e-05
94720 111 -9.85250474451783e-05 -9.85250474431968e-05 -9.85250474434729e-05
95232 111.6 -9.87222143587914e-05 -9.87222143580609e-05 -9.87222143573636e-05
95744 112.2 -9.90779635437133e-05 -9.90779635444342e-05 -9.90779635429857e-05
96256 112.8 -9.87726872214365e-05 -9.87726872229661e-05 -9.87726872213138e-05
96768 113.4 -9.77086186993972e-05 -9.7708618700903e-05 -9.7708618700083e-05
97280 114 -9.65146595538738e-05 -9.6514659554329e-05 -9.65146595551678e-05
97792 114.6 -9.56848303548595e-05 -9.56848303541793e-05 -9.56848303550526e-05
98304 115.2 -9.51190868382316e-05 -9.51190868374946e-05 -9.5119086836614e-05
98816 115.8 -9.45888088867346e-05 -9.45888088867526e-05 -9.45888088857964e-05
99328 116.4 -9.41840672206845e-05 -9.41840672209116e-05 -9.41840672220401e-05
99840 117 -9.40318405226334e-05 -9.40318405222936e-05 -9.40318405243257e-05
100352 117.6 -9.3892026070816e-05 -9.38920260706039e-05 -9.38920260712785e-05
100864 118.2 -9.34251340787295e-05 -9.34251340789806e-05 -9.34251340783749e-05
101376 118.8 -9.27224646500346e-05 -9.27224646504866e-05 -9.27224646493598e-05
101888 119.4 -9.22041239951711e-05 -9.22041239954362e-05 -9.22041239943181e-05
102400 120 -9.20067753632684e-05 -9.20067753638169e-05 -9.20067753622757e-05
102912 120.6 -9.18087587075964e-05 -9.1808758708692e-05 -9.18087587072734e-05
103424 121.2 -9.13612466335499e-05 -9.13612466341938e-05 -9.13612466344461e-05
103936 121.8 -9.08953145552743e-05 -9.08953145544375e-05 -9.08953145563223e-05
104448 122.4 -9.07748467267478e-05 -9.07748467249705e-05 -9.07748467263369e-05
104960 123 -9.09288512773767e-05 -9.09288512761744e-05 -9.09288512756979e-05
105472 123.6 -9.09071211235128e-05 -9.09071211240571e-05 -9.09071211229655e-05
105984 124.2 -9.04546478477562e-05 -9.04546478488707e-05 -9.04546478484792e-05
106496 124.8 -8.98077810065262e-05 -8.98077810067049e-05 -8.98077810066875e-05
107008 125.4 -8.93925947905807e-05 -8.93925947901713e-05 -8.93925947896737e-05
107520 126 -8.93721380676954e-05 -8.93721380676142e-05 -8.93721380672171e-05
108032 126.6 -8.95433957402197e-05 -8.95433957399151e-05 -8.95433957406963e-05
108544 127.2 -8.95857749089375e-05 -8.95857749079349e-05 -8.95857749097417e-05
109056 127.8 -8.93472811725617e-05 -8.93472811717554e-05 -8.93472811734901e-05
109568 128.4 -8.89115311681637e-05 -8.89115311685131e-05 -8.89115311685982e-05
110080 129 -8.843675400119e-05 -8.84367540018157e-05 -8.84367539998638e-05
110592 129.6 -8.79887478363739e-05 -8.79887478369459e-05 -8.79887478350151e-05
111104 130.2 -8.75572483320386e-05 -8.75572483330404e-05 -8.75572483328814e-05
111616 130.8 -8.71578267269826e-05 -8.71578267276043e-05 -8.71578267284799e-05
112128 131.4 -8.68148250088524e-05 -8.68148250074535e-05 -8.68148250083678e-05
112640 132 -8.64714764442385e-05 -8.64714764424124e-05 -8.64714764432724e-05
113152 132.6 -8.60500432358907e-05 -8.6050043235858e-05 -8.6050043236164e-05
113664 133.2 -8.5622711957767e-05 -8.56227119583614e-05 -8.56227119573193e-05
114176 133.8 -8.53858376727096e-05 -8.53858376727197e-05 -8.53858376710186e-05
114688 134.4 -8.53525232025613e-05 -8.53525232030583e-05 -8.53525232015026e-05
115200 135 -8.51836215929693e-05 -8.51836215947766e-05 -8.51836215935947e-05
115712 135.6 -8.45289493523572e-05 -8.45289493530323e-05 -8.45289493530093e-05
116224 136.2 -8.353203334161e-05 -8.35320333406175e-05 -8.35320333423327e-05
116736 136.8 -8.2797482933449e-05 -8.27974829329246e-05 -8.27974829347529e-05
117248 137.4 -8.27526296602001e-05 -8.27526296600293e-05 -8.27526296603299e-05
117760 138 -8.31375576425559e-05 -8.31375576417204e-05 -8.31375576407905e-05
