# Scalar ASCII output created by CarpetIOScalar
# created on malvi-BOHK-WAX9X by malvi on Jul 12 2025 at 20:53:38+0200
# parameter filename: "./TOV_example.par"
# Build ID: build-sim-malvi-BOHK-WAX9X-malvi-2025.07.12-13.11.05-262947
# Simulation ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-18.53.29-420299
# Run ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-18.53.29-420299
#
# CARPET::physical_time_per_hour (carpet-timing)
# 1:iteration 2:time 3:data
# data columns: 3:physical_time_per_hour 4:current_physical_time_per_hour 5:time_total 6:time_evolution 7:time_computing 8:time_communicating 9:time_io 10:evolution_steps_count 11:local_grid_points_per_second 12:total_grid_points_per_second 13:local_grid_point_updates_count 14:total_grid_point_updates_count 15:local_interior_points_per_second 16:total_interior_points_per_second 17:local_interior_point_updates_count 18:total_interior_point_updates_count 19:io_per_second 20:io_bytes_per_second 21:io_bytes_ascii_per_second 22:io_bytes_binary_per_second 23:io_count 24:io_bytes_count 25:io_bytes_ascii_count 26:io_bytes_binary_count 27:comm_per_second 28:comm_bytes_per_second 29:comm_count 30:comm_bytes_count 31:time_levels 32:current_walltime 33:syncs_count
24064 28.2 1845.68267194828 1929.47189222921 63.8699250221252 55.0040380954742 52.6752026081085 0 11.1964945793152 141 134146.9509419 134146.9509419 7378624 7378624 58104.8248576311 58104.8248576311 3196000 3196000 353.559458968295 368864.260075777 7253.86454409308 361610.395531684 3962 4129542 81414 4048128 0 0 0 0 63.3918573856354 1752346473.60318 30299
24576 28.8 1864.69977270509 1928.71279407289 64.4673309326172 55.6014440059662 53.2075703144073 0 11.3151206970215 144 135529.141998388 135529.141998388 7535616 7535616 58703.5113629381 58703.5113629381 3264000 3264000 360.753672989347 374914.720049453 7344.56111493674 367570.158934516 4144 4456283 82907 4373376 0 0 0 0 63.9800140857697 1752346474.20059 30938
25088 29.4 1883.74992017112 1928.17230869025 65.0516889095306 56.1858019828796 53.7264213562012 0 11.3271157741547 147 136913.73493866 136913.73493866 7692608 7692608 59303.2382276094 59303.2382276094 3332000 3332000 367.850029183218 393595.469511847 7434.52634593582 386160.943165911 4170 4457783 84407 4373376 0 0 0 0 64.5547239780426 1752346474.78495 31577
25600 30 1902.20720912885 1927.83082634675 65.6420359611511 56.7761490345001 54.2785308361053 0 11.392688035965 150 138255.238044239 138255.238044239 7849600 7849600 59884.3010281304 59884.3010281304 3400000 3400000 372.068297015263 392808.024538293 7540.98309078334 385267.04144751 4268 4471364 85892 4385472 0 0 0 0 65.1358306407928 1752346475.37529 32216
26112 30.6 1914.95799270968 1927.57804779483 66.3919529914856 57.5260660648346 54.9926111698151 0 11.4026169776917 153 139181.983884943 139181.983884943 8006592 8006592 60285.7145853047 60285.7145853047 3468000 3468000 376.33751729811 392356.512329284 7643.77464621294 384712.737683071 4294 4472812 87340 4385472 0 0 0 0 65.8762125968933 1752346476.12521 32855
26624 31.2 1881.8987249086 1926.14593585565 68.5502889156342 59.6844019889832 57.0768265724182 0 11.5318264961243 156 136779.187324468 136779.187324468 8163584 8163584 59244.9598582339 59244.9598582339 3536000 3536000 382.970708279536 397850.697849638 7724.69524444858 390126.002605189 4476 4799555 88835 4710720 0 0 0 0 68.0240225791931 1752346478.28355 33494
27136 31.8 1850.68295667544 1923.1442591294 70.7241320610046 61.8582451343536 59.1854197978973 0 11.5405294895172 159 134510.3790437 134510.3790437 8320576 8320576 58262.2412286714 58262.2412286714 3604000 3604000 389.818196124142 416064.105814453 7810.57694697469 408253.528867478 4502 4801049 90329 4710720 0 0 0 0 70.1892192363739 1752346480.45739 34133
27648 32.4 1857.75721483113 1922.19630080521 71.651270866394 62.785383939743 60.0757348537445 0 11.6123566627502 162 135024.546606837 135024.546606837 8477568 8477568 58484.9493557947 58484.9493557947 3672000 3672000 393.934241577834 415267.422151947 7914.53630310379 407352.885848843 4600 4814637 91821 4722816 0 0 0 0 71.1053740978241 1752346481.38453 34772
28160 33 1873.82285941653 1921.65016399871 72.2656898498535 63.3998029232025 60.6459715366364 0 11.6215872764587 165 136192.221456259 136192.221456259 8634560 8634560 58990.7196482983 58990.7196482983 3740000 3740000 397.772121097168 414461.424122648 8013.01696738127 406448.407155267 4626 4816121 93305 4722816 0 0 0 0 71.7118752002716 1752346481.99895 35411
28672 33.6 1893.84263817709 1921.41171274498 72.7360298633575 63.8701429367065 61.0317690372467 0 11.7593741416931 168 137647.288635508 137647.288635508 8791552 8791552 59620.971942612 59620.971942612 3808000 3808000 403.784576421678 419333.700172748 8078.34013653111 411255.360036217 4808 5142820 94756 5048064 0 0 0 0 72.1722896099091 1752346482.46929 36050
