# Scalar ASCII output created by CarpetIOScalar
# created on malvi-BOHK-WAX9X by malvi on Jul 12 2025 at 20:53:38+0200
# parameter filename: "./TOV_example.par"
# Build ID: build-sim-malvi-BOHK-WAX9X-malvi-2025.07.12-13.11.05-262947
# Simulation ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-18.53.29-420299
# Run ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-18.53.29-420299
#
# ADMBASE::alp (admbase-lapse)
# 1:iteration 2:time 3:data
# data columns: 3:alp
0 0 0.66986122441249
512 0.6 0.66992888527255
1024 1.2 0.670136338189169
1536 1.8 0.67047656092189
2048 2.4 0.670908719069068
2560 3 0.671372637701927
3072 3.6 0.671812293060343
3584 4.2 0.67219235472725
4096 4.8 0.672498365160023
4608 5.4 0.672724172307623
5120 6 0.672857497887689
5632 6.6 0.672879988409746
6144 7.2 0.672785522844255
6656 7.8 0.672598865502292
7168 8.4 0.672371514960256
7680 9 0.672150696176922
8192 9.6 0.671945061650223
8704 10.2 0.671722091822562
9216 10.8 0.671445522092027
9728 11.4 0.671117454205099
10240 12 0.670780621485442
10752 12.6 0.670478291878579
11264 13.2 0.670214933437574
11776 13.8 0.669956913398545
12288 14.4 0.669668283632668
12800 15 0.669343921663059
13312 15.6 0.669009591602134
13824 16.2 0.668695605155083
14336 16.8 0.668411988613951
14848 17.4 0.668145449932598
15360 18 0.66787490275331
15872 18.6 0.667586067536359
16384 19.2 0.667276533260781
16896 19.8 0.666958192570521
17408 20.4 0.666655581751061
17920 21 0.666389046888261
18432 21.6 0.666154023087998
18944 22.2 0.665928179381003
19456 22.8 0.665704743735183
19968 23.4 0.665503743209008
20480 24 0.665337902411967
20992 24.6 0.66517975320429
21504 25.2 0.664981452412481
22016 25.8 0.664725084682266
22528 26.4 0.664439595664734
23040 27 0.664168556570105
23552 27.6 0.663932310351346
24064 28.2 0.663719979131451
24576 28.8 0.663504276417274
25088 29.4 0.663259771207359
25600 30 0.662978317265443
26112 30.6 0.662676561242337
26624 31.2 0.662384866977561
27136 31.8 0.662120568240769
27648 32.4 0.661870375228447
28160 33 0.661602832380089
28672 33.6 0.661300360876269
29184 34.2 0.660978107194936
29696 34.8 0.660669876528403
30208 35.4 0.660395269794199
30720 36 0.660140987506781
31232 36.6 0.659874867253559
31744 37.2 0.659578969933248
32256 37.8 0.659268055020862
32768 38.4 0.658973733424589
33280 39 0.658710748659677
33792 39.6 0.65846201642026
34304 40.2 0.658198782166184
34816 40.8 0.657912493058038
35328 41.4 0.657621905030872
35840 42 0.657348921466621
36352 42.6 0.657093622052242
36864 43.2 0.65683768477899
37376 43.8 0.656568797410989
37888 44.4 0.656293942995425
38400 45 0.656026843468656
38912 45.6 0.655768916377847
39424 46.2 0.655508752527671
39936 46.8 0.655238266853456
40448 47.4 0.654962757887032
40960 48 0.654692958823335
41472 48.6 0.65443137795893
41984 49.2 0.654170627484919
42496 49.8 0.65390441854997
43008 50.4 0.653636226551975
43520 51 0.653374703241332
44032 51.6 0.653122153208094
44544 52.2 0.652871417253039
45056 52.8 0.65261576620631
45568 53.4 0.65235872834785
46080 54 0.652109868801004
46592 54.6 0.651871590202631
47104 55.2 0.651635364877736
47616 55.8 0.651393187230696
48128 56.4 0.651148292711642
48640 57 0.650910212730541
49152 57.6 0.650682106103864
49664 58.2 0.65045897630013
50176 58.8 0.650237955143251
50688 59.4 0.650023472734578
51200 60 0.649819356418174
51712 60.6 0.649621770494822
52224 61.2 0.649425967298159
52736 61.8 0.649236630024224
53248 62.4 0.649063478329607
53760 63 0.648906001474041
54272 63.6 0.648750341092001
54784 64.2 0.648585990298342
55296 64.8 0.648420826539232
55808 65.4 0.648273412565163
56320 66 0.648151966845465
56832 66.6 0.648046546854313
57344 67.2 0.647941997313609
57856 67.8 0.647833068862346
58368 68.4 0.647724920448378
58880 69 0.647624007456864
59392 69.6 0.64753329666606
59904 70.2 0.647454114527828
60416 70.8 0.647387014605037
60928 71.4 0.647329364829063
61440 72 0.647275337307935
61952 72.6 0.647220935759538
62464 73.2 0.647168727061321
62976 73.8 0.647126537783111
63488 74.4 0.647100978615167
64000 75 0.647091426996611
64512 75.6 0.647089730503428
65024 76.2 0.647087053079199
65536 76.8 0.647082963679592
66048 77.4 0.647087281364868
66560 78 0.647110406800052
67072 78.6 0.647151356030529
67584 79.2 0.647198002491297
68096 79.8 0.647240657227581
68608 80.4 0.647283027679549
69120 81 0.647337096948442
69632 81.6 0.647408618230912
70144 82.2 0.647491221795172
70656 82.8 0.647575178884537
71168 83.4 0.647658645029475
71680 84 0.647748099115379
72192 84.6 0.647849447216586
72704 85.2 0.647961467365064
73216 85.8 0.648078181939537
73728 86.4 0.648195728322824
74240 87 0.648315660709842
74752 87.6 0.648442031355726
75264 88.2 0.648576384376789
75776 88.8 0.648716231017553
76288 89.4 0.648858196625779
76800 90 0.649001746108903
77312 90.6 0.649148994856186
77824 91.2 0.649301154367396
78336 91.8 0.649456462275466
78848 92.4 0.649612337550177
79360 93 0.6497686822112
79872 93.6 0.649927674856519
80384 94.2 0.650090355108314
80896 94.8 0.650254878073295
81408 95.4 0.650418959304809
81920 96 0.650583002924244
82432 96.6 0.650749361965456
82944 97.2 0.650918687362147
83456 97.8 0.651088525021603
83968 98.4 0.651256274722089
84480 99 0.651422616989911
84992 99.6 0.651590723925842
85504 100.2 0.651761983555926
86016 100.8 0.651933605567115
86528 101.4 0.652101464800316
87040 102 0.652265079168702
87552 102.6 0.652428477475226
88064 103.2 0.652595297210987
88576 103.8 0.65276382854742
89088 104.4 0.652928444241061
89600 105 0.65308605523603
90112 105.6 0.653239588143428
90624 106.2 0.653394134794503
91136 106.8 0.653550843323024
91648 107.4 0.653706153219984
92160 108 0.653856562626326
92672 108.6 0.654002349775218
93184 109.2 0.65414623375444
93696 109.8 0.654289901528667
94208 110.4 0.654432844768272
94720 111 0.654573669131146
95232 111.6 0.65471134857584
95744 112.2 0.654845572769688
96256 112.8 0.654976961957227
96768 113.4 0.655106938224611
97280 114 0.655236509271023
97792 114.6 0.655364990619267
98304 115.2 0.655490551234665
98816 115.8 0.655612208744711
99328 116.4 0.655730801760357
99840 117 0.655847878332623
100352 117.6 0.65596414250706
100864 118.2 0.65607917062623
101376 118.8 0.656192112038347
101888 119.4 0.656302280839045
102400 120 0.65640938489284
102912 120.6 0.65651361982177
103424 121.2 0.656615533532725
103936 121.8 0.656715597185122
104448 122.4 0.65681381711719
104960 123 0.656909641387893
105472 123.6 0.657002128884598
105984 124.2 0.657090470501889
106496 124.8 0.657174824052961
107008 125.4 0.657256593654488
107520 126 0.657337226175433
108032 126.6 0.657416393620352
108544 127.2 0.657491907948933
109056 127.8 0.657562042386815
109568 128.4 0.657627628983529
110080 129 0.657691091595839
110592 129.6 0.657753432991097
111104 130.2 0.657813043635747
111616 130.8 0.65786784218964
112128 131.4 0.657917802605404
112640 132 0.657964602847569
113152 132.6 0.658009236986397
113664 133.2 0.658050984227197
114176 133.8 0.658088790148787
114688 134.4 0.658122751485762
115200 135 0.658153759250907
115712 135.6 0.658182227789571
116224 136.2 0.658207775571539
116736 136.8 0.6582299527559
117248 137.4 0.658248762322951
117760 138 0.658264446862216
118272 138.6 0.658277132637687
118784 139.2 0.658286837139413
119296 139.8 0.658293670856447
119808 140.4 0.658297866693857
120320 141 0.658299526181694
120832 141.6 0.658298318898906
121344 142.2 0.658293624771053
121856 142.8 0.65828528372458
122368 143.4 0.658274140358809
122880 144 0.658261324172702
123392 144.6 0.658246763771728
123904 145.2 0.65822897313312
124416 145.8 0.658206889213246
124928 146.4 0.658181542914137
125440 147 0.658155025815408
125952 147.6 0.658127767460477
126464 148.2 0.658097811935284
126976 148.8 0.658063365053317
127488 149.4 0.65802531916234
128000 150 0.657986218476508
128512 150.6 0.657946909723854
129024 151.2 0.657905427785683
129536 151.8 0.657859731421876
130048 152.4 0.657810583905506
130560 153 0.657760555976192
131072 153.6 0.657710457896316
131584 154.2 0.657658180077861
132096 154.8 0.65760165990394
132608 155.4 0.657541861509817
133120 156 0.657481518763846
133632 156.6 0.657421367199269
134144 157.2 0.65735921053268
134656 157.8 0.657293100813991
135168 158.4 0.657224004639665
135680 159 0.657154237587898
136192 159.6 0.657084211465542
136704 160.2 0.657012241592807
137216 160.8 0.656937282862675
137728 161.4 0.65686026192782
138240 162 0.656782343353352
138752 162.6 0.656703250767822
139264 163.2 0.656622148861549
139776 163.8 0.656539232647005
140288 164.4 0.65645535880067
140800 165 0.656370584769179
141312 165.6 0.656284146387957
141824 166.2 0.65619579061718
142336 166.8 0.656106249461907
142848 167.4 0.6560162721302
143360 168 0.655925810694882
143872 168.6 0.655834285948112
144384 169.2 0.655741199834034
144896 169.8 0.655646489713609
145408 170.4 0.655550765940393
145920 171 0.655455111453305
146432 171.6 0.655359988309099
146944 172.2 0.655264360490646
147456 172.8 0.655166729510867
147968 173.4 0.655067220960992
148480 174 0.65496772282526
148992 174.6 0.654869511657669
149504 175.2 0.654771668490642
150016 175.8 0.654672606089665
150528 176.4 0.654572376838866
151040 177 0.654472389796173
151552 177.6 0.654373271905382
152064 178.2 0.654274236870163
152576 178.8 0.654174633253117
153088 179.4 0.654075012142962
153600 180 0.653976152803306
154112 180.6 0.653877785190014
154624 181.2 0.653779068733334
155136 181.8 0.653680069003252
155648 182.4 0.653581935693871
156160 183 0.653485417352566
156672 183.6 0.653389825449326
157184 184.2 0.653293978448434
157696 184.8 0.653197852986071
158208 185.4 0.653102659242312
158720 186 0.653009277272489
159232 186.6 0.652917255555375
159744 187.2 0.652825681529106
160256 187.8 0.652734553099305
160768 188.4 0.652644689507169
161280 189 0.652556467986289
161792 189.6 0.652469364738872
162304 190.2 0.652382944213732
162816 190.8 0.652297690954581
163328 191.4 0.652214366036298
163840 192 0.652132899304504
164352 192.6 0.652052547801632
164864 193.2 0.651973068621688
165376 193.8 0.651895113042408
