# Scalar ASCII output created by CarpetIOScalar
# created on malvi-BOHK-WAX9X by malvi on Jul 12 2025 at 20:53:38+0200
# parameter filename: "./TOV_example.par"
# Build ID: build-sim-malvi-BOHK-WAX9X-malvi-2025.07.12-13.11.05-262947
# Simulation ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-18.53.29-420299
# Run ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-18.53.29-420299
#
# ML_BSSN::H (ml_bssn-ml_ham)
# 1:iteration 2:time 3:data
# data columns: 3:H
0 0 2.88990899239356e-06
512 0.6 1.14974409978575e-05
1024 1.2 1.64862229682418e-05
1536 1.8 1.88891349048264e-05
2048 2.4 1.92344384696984e-05
2560 3 1.91606077449366e-05
3072 3.6 1.98927502436252e-05
3584 4.2 2.09737319096037e-05
4096 4.8 2.14076338893565e-05
4608 5.4 2.13564052318879e-05
5120 6 2.14869260651202e-05
5632 6.6 2.22174260227693e-05
6144 7.2 2.26386092110999e-05
6656 7.8 2.26385126444779e-05
7168 8.4 2.25851591329343e-05
7680 9 2.30040007714959e-05
8192 9.6 2.34005583862959e-05
8704 10.2 2.34425352164839e-05
9216 10.8 2.35180411850427e-05
9728 11.4 2.36707780856683e-05
10240 12 2.41038626640358e-05
10752 12.6 2.42107975328768e-05
11264 13.2 2.42903769893076e-05
11776 13.8 2.45197679694961e-05
12288 14.4 2.47771184429981e-05
12800 15 2.49569018310706e-05
13312 15.6 2.51073738317275e-05
13824 16.2 2.53480462000217e-05
14336 16.8 2.57140923778916e-05
14848 17.4 2.59259350011777e-05
15360 18 2.61619251989522e-05
15872 18.6 2.6428856208047e-05
16384 19.2 2.6848436886767e-05
16896 19.8 2.72286852047745e-05
17408 20.4 2.73905102403061e-05
17920 21 2.76730551522897e-05
18432 21.6 2.79570331245898e-05
18944 22.2 2.84231217406419e-05
19456 22.8 2.87294182623473e-05
19968 23.4 2.89706881589728e-05
20480 24 2.9225529681383e-05
20992 24.6 2.9544124178285e-05
21504 25.2 2.99261399337417e-05
22016 25.8 3.02066955801002e-05
22528 26.4 3.04753070721343e-05
23040 27 3.06549914207255e-05
23552 27.6 3.094932299823e-05
24064 28.2 3.12727247350276e-05
24576 28.8 3.16447055777587e-05
25088 29.4 3.19041074302761e-05
25600 30 3.2175956761887e-05
26112 30.6 3.24458263465002e-05
26624 31.2 3.27803535059773e-05
27136 31.8 3.31420315901284e-05
27648 32.4 3.34254400283827e-05
28160 33 3.38064308292303e-05
28672 33.6 3.41121943979549e-05
29184 34.2 3.45713954913865e-05
29696 34.8 3.48495550391286e-05
30208 35.4 3.52323754468719e-05
30720 36 3.55591361231402e-05
31232 36.6 3.60166102959912e-05
31744 37.2 3.64143675747589e-05
32256 37.8 3.67357609661645e-05
32768 38.4 3.71061443348931e-05
33280 39 3.74739129033479e-05
33792 39.6 3.79629776487452e-05
34304 40.2 3.83899181437362e-05
34816 40.8 3.88252801557546e-05
35328 41.4 3.91627724337457e-05
35840 42 3.95961677110499e-05
36352 42.6 4.00192628030089e-05
36864 43.2 4.05190969699571e-05
37376 43.8 4.09761795810686e-05
37888 44.4 4.1441216644627e-05
38400 45 4.18707867634173e-05
38912 45.6 4.23210787315923e-05
39424 46.2 4.27508039795058e-05
39936 46.8 4.32465661803815e-05
40448 47.4 4.37206259926103e-05
40960 48 4.42336596565903e-05
41472 48.6 4.47278518535444e-05
41984 49.2 4.51729157804174e-05
42496 49.8 4.56533692828963e-05
43008 50.4 4.60984645281725e-05
43520 51 4.66294093087408e-05
44032 51.6 4.71094270639779e-05
44544 52.2 4.75946558936408e-05
45056 52.8 4.80269207501757e-05
45568 53.4 4.8477056548632e-05
46080 54 4.89186884671747e-05
46592 54.6 4.93963236434298e-05
47104 55.2 4.98316279895268e-05
47616 55.8 5.0304395522917e-05
48128 56.4 5.06879412890501e-05
48640 57 5.11073606805051e-05
49152 57.6 5.15357302504219e-05
49664 58.2 5.19633387211955e-05
50176 58.8 5.24349615915698e-05
