# Scalar ASCII output created by CarpetIOScalar
# created on malvi-BOHK-WAX9X by malvi on Jul 12 2025 at 20:53:38+0200
# parameter filename: "./TOV_example.par"
# Build ID: build-sim-malvi-BOHK-WAX9X-malvi-2025.07.12-13.11.05-262947
# Simulation ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-18.53.29-420299
# Run ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-18.53.29-420299
#
# ML_BSSN::M1 (ml_bssn-ml_mom)
# 1:iteration 2:time 3:data
# data columns: 3:M1 4:M2 5:M3
0 0 0 0 0
512 0.6 1.10169143712852e-06 1.10169143712855e-06 1.10169143712878e-06
1024 1.2 1.79765885506127e-06 1.79765885506122e-06 1.797658855061e-06
1536 1.8 2.55820434308716e-06 2.55820434308714e-06 2.55820434308771e-06
2048 2.4 2.84990864072198e-06 2.84990864072208e-06 2.84990864072474e-06
2560 3 2.94236232837469e-06 2.94236232837448e-06 2.94236232837679e-06
3072 3.6 3.09318031465525e-06 3.09318031465533e-06 3.09318031465846e-06
3584 4.2 3.07905084943525e-06 3.07905084943543e-06 3.07905084944095e-06
4096 4.8 2.98327537530118e-06 2.98327537530152e-06 2.9832753753052e-06
4608 5.4 3.00821773410568e-06 3.00821773410673e-06 3.00821773410479e-06
5120 6 3.08541792522323e-06 3.08541792522665e-06 3.08541792522462e-06
5632 6.6 3.07707598561966e-06 3.07707598562073e-06 3.0770759856243e-06
6144 7.2 3.08608665647186e-06 3.08608665647283e-06 3.0860866564673e-06
6656 7.8 3.08932118398288e-06 3.08932118398588e-06 3.0893211839769e-06
7168 8.4 3.0690714066851e-06 3.06907140668829e-06 3.06907140668349e-06
7680 9 3.02784648892735e-06 3.02784648892759e-06 3.02784648892871e-06
8192 9.6 2.96950351952556e-06 2.96950351952516e-06 2.96950351952208e-06
8704 10.2 2.90505812706524e-06 2.90505812706281e-06 2.90505812706387e-06
9216 10.8 2.87013314735247e-06 2.87013314735509e-06 2.87013314736364e-06
9728 11.4 2.87509203303631e-06 2.87509203303418e-06 2.87509203303657e-06
10240 12 2.87335240452958e-06 2.87335240452374e-06 2.87335240452554e-06
10752 12.6 2.84876437401165e-06 2.84876437401045e-06 2.84876437402065e-06
11264 13.2 2.78390048854506e-06 2.78390048854952e-06 2.78390048854985e-06
11776 13.8 2.78567935413063e-06 2.78567935413205e-06 2.78567935412402e-06
12288 14.4 2.88382977869716e-06 2.8838297786898e-06 2.88382977868845e-06
12800 15 2.82811323824159e-06 2.82811323823815e-06 2.8281132382466e-06
13312 15.6 2.62085451937613e-06 2.6208545193634e-06 2.6208545193813e-06
13824 16.2 2.4778996600934e-06 2.47789966008063e-06 2.47789966009324e-06
14336 16.8 2.38611107277165e-06 2.386111072762e-06 2.3861110727723e-06
14848 17.4 2.30095281154589e-06 2.30095281154701e-06 2.3009528115481e-06
15360 18 2.35948431159227e-06 2.35948431159216e-06 2.35948431158734e-06
