# Scalar ASCII output created by CarpetIOScalar
# created on malvi-BOHK-WAX9X by malvi on Jul 12 2025 at 20:53:38+0200
# parameter filename: "./TOV_example.par"
# Build ID: build-sim-malvi-BOHK-WAX9X-malvi-2025.07.12-13.11.05-262947
# Simulation ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-18.53.29-420299
# Run ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-18.53.29-420299
#
# GRHYDRO::dens (grhydro-dens)
# 1:iteration 2:time 3:data
# data columns: 3:dens
0 0 0.00370720323063203
512 0.6 0.00369496660885673
1024 1.2 0.00368391823018204
1536 1.8 0.00367420549765329
2048 2.4 0.00366588851200908
2560 3 0.00365876270953125
3072 3.6 0.00365279135277339
3584 4.2 0.00364813424848608
4096 4.8 0.00364495074944664
4608 5.4 0.003644383803272
5120 6 0.00364700485378472
5632 6.6 0.00365213763554229
6144 7.2 0.00365888618744826
6656 7.8 0.00366710657270405
7168 8.4 0.00367666954395419
7680 9 0.00368740152536492
8192 9.6 0.00369909095616984
8704 10.2 0.00371152517828154
9216 10.8 0.00372452248761387
9728 11.4 0.00373793452809006
10240 12 0.00375162684528914
10752 12.6 0.00376546097022566
11264 13.2 0.00377929369388281
11776 13.8 0.00379291707314828
12288 14.4 0.00380571282998387
12800 15 0.00381757870932086
13312 15.6 0.00382854760858833
13824 16.2 0.00383863457168717
14336 16.8 0.00384804201211313
14848 17.4 0.00385697222314089
15360 18 0.00386562087349873
15872 18.6 0.00387418278519902
16384 19.2 0.00388284689600413
16896 19.8 0.00389180260629979
17408 20.4 0.00390124887184489
17920 21 0.00391136083865137
18432 21.6 0.00392218293401264
18944 22.2 0.00393358626481344
19456 22.8 0.00394550481787365
19968 23.4 0.00395786712645389
20480 24 0.00397058041757119
20992 24.6 0.00398351570117418
21504 25.2 0.00399653996413686
22016 25.8 0.00400954100803276
22528 26.4 0.00402244336330801
23040 27 0.00403515917708817
23552 27.6 0.00404756736992804
24064 28.2 0.00405951554811055
24576 28.8 0.00407085647452141
25088 29.4 0.00408148829336837
25600 30 0.00409138197685225
26112 30.6 0.00410058960341752
26624 31.2 0.0041092243049031
27136 31.8 0.00411740274099027
27648 32.4 0.00412520401589077
28160 33 0.0041326761428973
28672 33.6 0.00413987916951703
29184 34.2 0.00414691593288836
29696 34.8 0.0041538843674877
30208 35.4 0.00416077271845134
30720 36 0.00416761850299936
31232 36.6 0.00417445843190698
31744 37.2 0.00418134296018345
32256 37.8 0.00418834064085521
32768 38.4 0.00419551678068875
33280 39 0.00420290890629914
33792 39.6 0.00421052594709066
34304 40.2 0.00421837107238156
34816 40.8 0.00422646071019949
35328 41.4 0.00423481788421813
35840 42 0.00424345050881261
36352 42.6 0.00425234359959126
36864 43.2 0.00426147488882731
37376 43.8 0.00427083255529107
37888 44.4 0.00428041255377203
38400 45 0.0042902012076223
38912 45.6 0.00430016868459858
39424 46.2 0.0043102825661641
39936 46.8 0.0043205240449328
40448 47.4 0.00433088720883285
40960 48 0.00434136445228979
41472 48.6 0.00435193768706221
41984 49.2 0.00436258522865077
42496 49.8 0.00437329309836059
43008 50.4 0.00438405541422376
43520 51 0.00439486435244187
