# Scalar ASCII output created by CarpetIOScalar
# created on malvi-BOHK-WAX9X by malvi on Jul 12 2025 at 20:21:05+0200
# parameter filename: "./TOV_example.par"
# Build ID: build-sim-malvi-BOHK-WAX9X-malvi-2025.07.12-13.11.05-262947
# Simulation ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-18.20.55-405442
# Run ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-18.20.55-405442
#
# CARPET::physical_time_per_hour (carpet-timing)
# 1:iteration 2:time 3:data
# data columns: 3:physical_time_per_hour 4:current_physical_time_per_hour 5:time_total 6:time_evolution 7:time_computing 8:time_communicating 9:time_io 10:evolution_steps_count 11:local_grid_points_per_second 12:total_grid_points_per_second 13:local_grid_point_updates_count 14:total_grid_point_updates_count 15:local_interior_points_per_second 16:total_interior_points_per_second 17:local_interior_point_updates_count 18:total_interior_point_updates_count 19:io_per_second 20:io_bytes_per_second 21:io_bytes_ascii_per_second 22:io_bytes_binary_per_second 23:io_count 24:io_bytes_count 25:io_bytes_ascii_count 26:io_bytes_binary_count 27:comm_per_second 28:comm_bytes_per_second 29:comm_count 30:comm_bytes_count 31:time_levels 32:current_walltime 33:syncs_count
0 0 0 0 9.25339913368225 0 0.204141139984131 0 9.10600805282593 0 0 0 0 0 0 0 0 0 8.61949123942748 10014.5227446394 0 10014.5227446394 160 327251 2003 325248 0 0 0 0 9.25130081176758 1752344465.23935 266
512 0.6 3469.27127546324 3469.27127546324 9.94185709953308 0.62260913848877 0.828137636184692 0 9.11550235748291 3 252151.775961817 252151.775961817 156992 156992 109217.799412732 109217.799412732 68000 68000 19.9698927240331 37216.199309627 1528.46486618561 35687.7344434413 186 339375 14127 325248 0 0 0 0 9.92944097518921 1752344465.9278 905
1024 1.2 3568.54269189388 3568.54269189388 10.5298261642456 1.21057820320129 1.37496733665466 0 9.18740606307983 6 259366.969576761 259366.969576761 313984 313984 112343.010670733 112343.010670733 136000 136000 26.6525136646162 37706.0975489489 1675.39448601592 36030.703062933 284 352882 15538 337344 0 0 0 0 10.5068199634552 1752344466.51577 1544
1536 1.8 3526.48833300507 3526.48833300507 11.156769990921 1.83752202987671 1.96111536026001 0 9.19740962982178 9 256310.396469968 256310.396469968 470976 470976 111019.077150159 111019.077150159 204000 204000 33.2765868543721 38509.4932577459 1824.33993813381 36685.1533196121 310 354315 16971 337344 0 0 0 0 11.1238059997559 1752344467.14272 2183
2048 2.4 2846.67290326762 2846.67290326762 12.3543701171875 3.03512215614319 3.0351767539978 0 9.4257218837738 12 206900.40390268 206900.40390268 627968 627968 89617.4802880546 89617.4802880546 272000 272000 43.9952240522745 47876.4612570812 1953.17333707195 45923.2879200093 492 680994 18402 662592 0 0 0 0 12.3091778755188 1752344468.34032 2822
2560 3 1488.83209372134 2207.63308738892 16.5732560157776 7.25400805473328 7.13495111465454 0 9.44031167030334 15 108210.522248843 108210.522248843 784960 784960 46870.6399875236 46870.6399875236 340000 340000 54.4589314908485 72282.6828701861 2080.24642196755 70202.4364482185 518 682419 19827 662592 0 0 0 0 16.5212786197662 1752344472.5592 3461
3072 3.6 1467.0730087582 2086.3184247167 18.1531641483307 8.83391618728638 8.67833685874939 0 9.5018138885498 18 106629.03971804 106629.03971804 941952 941952 46185.6317572026 46185.6317572026 408000 408000 60.7926648576888 72636.4691372029 2218.29901038004 70418.1701268229 616 695907 21219 674688 0 0 0 0 18.0914089679718 1752344474.13911 4100
3584 4.2 1624.6825903872 2060.93318562813 18.6256811618805 9.30643320083618 9.11669826507568 0 9.51210284233093 21 118084.337606513 118084.337606513 1098944 1098944 51147.4148825601 51147.4148825601 476000 476000 67.0944523640251 73313.4140176286 2360.71515151667 70952.6988661119 642 697337 22649 674688 0 0 0 0 18.5544245243073 1752344474.61163 4739
4096 4.8 1727.11328178859 2037.49590256411 19.3243820667267 10.0051341056824 9.72709608078003 0 9.6712372303009 24 125529.152006738 125529.152006738 1255936 1255936 54372.0847970481 54372.0847970481 544000 544000 77.3135239573473 82231.1642224294 2488.62022398556 79742.5439984439 824 1024021 24085 999936 0 0 0 0 19.240127325058 1752344475.31033 5378
4608 5.4 1624.42615005662 1978.03225741495 21.2865509986877 11.9673030376434 11.6073644161224 0 9.68109965324402 27 118065.699143374 118065.699143374 1412928 1412928 51139.3417610417 51139.3417610417 612000 612000 87.4040388397784 105924.086828407 2616.23224059067 103307.854587816 850 1025460 25524 999936 0 0 0 0 21.1923756599426 1752344477.2725 6017
5120 6 1314.13807084077 1818.11063890089 25.7558770179749 16.4366290569305 16.0385601520538 0 9.74762606620789 30 95513.501859923 95513.501859923 1569920 1569920 41371.0133412834 41371.0133412834 680000 680000 93.4414316758969 106130.016570397 2753.33205340157 103376.684516996 948 1038980 26948 1012032 0 0 0 0 25.6528763771057 1752344481.74182 6656
5632 6.6 1393.12758640993 1801.85845510743 26.3743979930878 17.0551500320435 16.6196401119232 0 9.75863170623779 33 101254.576872995 101254.576872995 1726912 1726912 43857.7203129053 43857.7203129053 748000 748000 99.4386546357006 106632.579985247 2885.05366743559 103747.526317812 974 1040375 28343 1012032 0 0 0 0 26.2610392570496 1752344482.36034 7295
6144 7.2 1478.59670055167 1792.53246322658 26.8493831157684 17.5301351547241 17.0331137180328 0 9.86751794815063 36 107466.598709726 107466.598709726 1883904 1883904 46548.4146469972 46548.4146469972 816000 816000 109.410200197618 115343.105830122 3013.6703467841 112329.435483337 1156 1367063 29783 1337280 0 0 0 0 26.7272942066193 1752344482.83533 7934
6656 7.8 1518.28175078315 1777.38298720427 27.8138389587402 18.4945909976959 17.939950466156 0 9.87645363807678 39 110350.966953217 110350.966953217 2040896 2040896 47797.7588209509 47797.7588209509 884000 884000 119.304567889817 138578.129682917 3142.12582239523 135436.003860522 1182 1368505 31225 1337280 0 0 0 0 27.6804864406586 1752344483.79978 8573
7168 8.4 1435.05316131278 1739.55076799331 30.3916380405426 21.0723900794983 20.4745593070984 0 9.94585180282593 42 104301.789768896 104301.789768896 2197888 2197888 45177.5995228096 45177.5995228096 952000 952000 125.03682115765 138584.560730082 3273.74631911635 135310.814410965 1280 1382042 32666 1349376 0 0 0 0 30.2476274967194 1752344486.37758 9212
7680 9 1327.49768603251 1687.5531351076 33.7260701656342 24.4068222045898 23.7728800773621 0 9.95639824867249 45 96484.4984840817 96484.4984840817 2354880 2354880 41791.5938195421 41791.5938195421 1020000 1020000 130.812331368428 138978.557400398 3406.34507120981 135572.212329189 1306 1383473 34097 1349376 0 0 0 0 33.5724227428436 1752344489.71202 9851
8192 9.6 1381.96113887822 1679.99584892115 34.3271870613098 25.0079391002655 24.306428194046 0 10.0799965858459 48 100442.982923504 100442.982923504 2511872 2511872 43506.1840017216 43506.1840017216 1088000 1088000 140.308734959502 147223.780109064 3522.08854314415 143701.69156592 1488 1710119 35495 1674624 0 0 0 0 34.1641008853912 1752344490.31313 10490
8704 10.2 1425.47407165854 1672.27087278033 35.0790991783142 25.7598512172699 24.9921562671661 0 10.0887832641602 51 103605.567341582 103605.567341582 2668864 2668864 44876.0355892504 44876.0355892504 1156000 1156000 149.698477854093 169661.116859163 3642.13422477064 166018.982634392 1514 1711566 36942 1674624 0 0 0 0 34.9054355621338 1752344491.06505 11129
9216 10.8 1478.43283845274 1667.98602248794 35.6173651218414 26.2981171607971 25.4938123226166 0 10.1561465263367 54 107454.688969617 107454.688969617 2825856 2825856 46543.256025364 46543.256025364 1224000 1224000 155.281454166996 169648.347182177 3774.56420269037 165873.782979487 1612 1725136 38416 1686720 0 0 0 0 35.4332661628723 1752344491.60331 11768
9728 11.4 1531.62056781355 1665.16439345285 36.1143960952759 26.7951481342316 25.9510579109192 0 10.1651434898376 57 111320.451936197 111320.451936197 2982848 2982848 48217.6845422785 48217.6845422785 1292000 1292000 160.773947531829 169865.251818271 3904.0322461248 165961.219572146 1638 1726603 39883 1686720 0 0 0 0 35.9216911792755 1752344492.10034 12407
10240 12 1501.10257936581 1654.82496880291 38.0980939865112 28.7788460254669 27.801887512207 0 10.3716566562653 60 109102.359323981 109102.359323981 3139840 3139840 47256.933054109 47256.933054109 1360000 1360000 168.800033715083 176617.476012969 3996.22910658273 172621.246906386 1820 2053313 41345 2011968 0 0 0 0 37.8870453834534 1752344494.08404 13046
10752 12.6 1424.98360506185 1631.66152060951 41.1511931419373 31.8319451808929 30.7722294330597 0 10.381115436554 63 103569.919502718 103569.919502718 3296832 3296832 44860.5949741693 44860.5949741693 1428000 1428000 177.47436561749 197953.866843436 4103.29982785976 193850.567015576 1846 2054765 42797 2011968 0 0 0 0 40.9347057342529 1752344497.13714 13685
11264 13.2 1463.78742856352 1628.14373262938 41.7829780578613 32.463730096817 31.3649172782898 0 10.4488246440887 66 106390.238881965 106390.238881965 3453824 3453824 46082.1968251479 46082.1968251479 1496000 1496000 182.759540406358 197796.791898228 4231.4016910365 193565.390207191 1944 2068356 44292 2024064 0 0 0 0 41.5558216571808 1752344497.76892 14324
11776 13.8 1420.97275941242 1614.38313197033 44.2812130451202 34.9619650840759 33.8255205154419 0 10.4577834606171 69 103278.405298923 103278.405298923 3610816 3610816 44734.3276111317 44734.3276111317 1564000 1564000 188.031543048874 197943.846772976 4358.96521159484 193584.881561381 1970 2069847 45783 2024064 0 0 0 0 44.0424299240112 1752344500.26716 14963
12288 14.4 1379.34891104991 1599.1263405242 46.9021971225739 37.5829491615295 36.3749477863312 0 10.5980403423309 72 100253.122334976 100253.122334976 3767808 3767808 43423.9471997195 43423.9471997195 1632000 1632000 196.632561259237 205348.798242824 4471.25345819917 200877.544784625 2152 2396590 47278 2349312 0 0 0 0 46.6527533531189 1752344502.88814 15602
12800 15 1335.21968167686 1581.59354064889 49.7620310783386 40.4427831172943 39.1559724807739 0 10.6096575260162 75 97045.7445675063 97045.7445675063 3924800 3924800 42034.6936824197 42034.6936824197 1700000 1700000 204.977181674178 226085.305671476 4578.7037242233 221506.601947253 2178 2398074 48762 2349312 0 0 0 0 49.5019559860229 1752344505.74798 16241
13312 15.6 1324.6207415955 1570.15615717609 51.7162890434265 42.3970410823822 41.0557928085327 0 10.6952257156372 78 96275.3979002596 96275.3979002596 4081792 4081792 41701.023346525 41701.023346525 1768000 1768000 209.746333635122 225498.414617089 4690.68220636149 220807.732410728 2276 2411622 50214 2361408 0 0 0 0 51.444580078125 1752344507.70223 16880
13824 16.2 1315.54442419916 1559.39959101301 53.6507041454315 44.3314561843872 42.9465439319611 0 10.7085423469543 81 95615.7177054975 95615.7177054975 4238784 4238784 41415.2874284921 41415.2874284921 1836000 1836000 214.682885361537 225417.403316098 4810.83980181797 220606.56351428 2302 2413113 51705 2361408 0 0 0 0 53.3691079616547 1752344509.63665 17519
14336 16.8 1264.71509321935 1539.0440520742 57.1402950286865 47.8210470676422 46.3686375617981 0 10.8310074806213 84 91921.3666271722 91921.3666271722 4395776 4395776 39815.1047865351 39815.1047865351 1904000 1904000 222.992608833286 232556.782250115 4919.39148296247 227637.390767153 2484 2739853 53197 2686656 0 0 0 0 56.8488662242889 1752344513.12624 18158
14848 17.4 1270.86106893617 1530.71837971477 58.6086640357971 49.2894160747528 47.7699725627899 0 10.8409044742584 87 92368.06524742 92368.06524742 4552768 4552768 40008.5892072498 40008.5892072498 1972000 1972000 231.208721665431 252902.94560248 5026.52927575991 247876.41632672 2510 2741346 54690 2686656 0 0 0 0 58.3081290721893 1752344514.59461 18797
15360 18 1302.93518220689 1528.60578427575 59.053111076355 49.7338631153107 48.1792719364166 0 10.9003241062164 90 94699.259317141 94699.259317141 4709760 4709760 41018.329810217 41018.329810217 2040000 2040000 236.163140446692 252646.095334419 5147.1241462854 247498.971188133 2608 2754920 56168 2698752 0 0 0 0 58.7431118488312 1752344515.03906 19436
15872 18.6 1333.87657721547 1526.71229661648 59.5187950134277 50.1995470523834 48.6112334728241 0 10.9093267917633 93 96948.1257454679 96948.1257454679 4866752 4866752 41992.4107641906 41992.4107641906 2108000 2108000 241.117136053715 252682.415748027 5262.12937569395 247420.286372333 2634 2756358 57606 2698752 0 0 0 0 59.1993985176086 1752344515.50474 20075
16384 19.2 1363.57889699 1525.06708619929 60.0093841552734 50.6901361942291 49.0366675853729 0 11.0256915092468 96 99106.9343501179 99106.9343501179 5023744 5023744 42927.4837941297 42927.4837941297 2176000 2176000 249.163457616293 259577.10489061 5366.94806840654 254210.156822203 2816 3083099 59099 3024000 0 0 0 0 59.6739466190338 1752344515.99533 20714
16896 19.8 1392.38055316962 1523.67338426761 60.5121490955353 51.192901134491 49.479663848877 0 11.0346930027008 99 101200.281390372 101200.281390372 5180736 5180736 43834.2025997842 43834.2025997842 2244000 2244000 257.240316805283 279572.637627976 5473.01887562361 274099.618752352 2842 3084590 60590 3024000 0 0 0 0 60.172901391983 1752344516.4981 21353
17408 20.4 1422.31523669646 1522.7381299594 60.9533710479736 51.6341230869293 49.8842372894287 0 11.0956857204437 102 103375.978536783 103375.978536783 5337728 5337728 44776.5907848885 44776.5907848885 2312000 2312000 261.989787390663 279197.637991706 5589.23591940882 273608.402072297 2940 3098173 62077 3036096 0 0 0 0 60.6044373512268 1752344516.93932 21992
17920 21 1451.21529483305 1522.03517199987 61.413516998291 52.0942690372467 50.3113539218903 0 11.1043932437897 105 105476.477577051 105476.477577051 5494720 5494720 45686.4074299292 45686.4074299292 2380000 2380000 266.794856066937 279175.866781163 5706.99597582752 273468.870805335 2966 3099657 63561 3036096 0 0 0 0 61.0551855564117 1752344517.39946 22631
18432 21.6 1478.52501981927 1521.55530580359 61.9122030735016 52.5929551124573 50.7475621700287 0 11.2160627841949 108 107461.388847901 107461.388847901 5651712 5651712 46546.1580313475 46546.1580313475 2448000 2448000 274.616982893403 285859.350747881 5803.76928915323 280055.581458728 3148 3426348 65004 3361344 0 0 0 0 61.5443017482758 1752344517.89815 23270
18944 22.2 1468.88400213402 1519.93925486542 63.7279009819031 54.4086530208588 52.5053510665894 0 11.2243762016296 111 106760.665399548 106760.665399548 5808704 5808704 46242.6445116264 46242.6445116264 2516000 2516000 282.466999382589 305423.457758279 5906.50079529158 299516.956962988 3174 3427837 66493 3361344 0 0 0 0 63.3496360778809 1752344519.71385 23909
19456 22.8 1432.2281473556 1515.07452685679 66.6285531520844 57.30930519104 55.3668911457062 0 11.290064573288 114 104096.463569283 104096.463569283 5965696 5965696 45088.6638982319 45088.6638982319 2584000 2584000 286.991387076749 304904.10723171 6018.20583512583 298885.901396584 3272 3441423 67983 3373440 0 0 0 0 66.2386622428894 1752344522.6145 24548
19968 23.4 1427.58244736406 1512.43096180409 68.3280990123749 59.0088510513306 57.0309572219849 0 11.2989528179169 117 103758.807211379 103758.807211379 6122688 6122688 44942.4103799798 44942.4103799798 2652000 2652000 291.578176242956 304740.443545513 6130.40017422044 298610.043371292 3298 3442905 69465 3373440 0 0 0 0 67.9303710460663 1752344524.31404 25187
20480 24 1447.32956258075 1511.63618262555 69.0153961181641 59.6961481571198 57.6399354934692 0 11.4436995983124 120 105194.056800314 105194.056800314 6279680 6279680 45564.0788219867 45564.0788219867 2720000 2720000 298.713178490841 310740.383763126 6219.61627174971 304520.767491376 3480 3769640 70952 3698688 0 0 0 0 68.6063597202301 1752344525.00134 25826
20992 24.6 1468.73338985875 1511.1301747473 69.6161000728607 60.2968521118164 58.1645004749298 0 11.4533987045288 123 106749.718676252 106749.718676252 6436672 6436672 46237.9030140718 46237.9030140718 2788000 2788000 305.808806014554 329288.495266751 6304.09746539197 322984.397801359 3506 3771089 72401 3698688 0 0 0 0 69.196150302887 1752344525.60205 26465
21504 25.2 1462.50778263186 1509.86339842883 71.3496870994568 62.0304391384125 59.8582761287689 0 11.518387556076 126 106297.23231988 106297.23231988 6593664 6593664 46041.9116754474 46041.9116754474 2856000 2856000 310.144681892502 328678.524302566 6412.09336155083 322266.430941015 3604 3784676 73892 3710784 0 0 0 0 70.9182462692261 1752344527.33563 27104
22016 25.8 1401.55013051604 1503.52041861384 75.5887291431427 66.2694811820984 64.0631000995636 0 11.528379201889 129 101866.739856469 101866.739856469 6750656 6750656 44122.8744792085 44122.8744792085 2924000 2924000 314.603219163993 328481.767518724 6522.420573815 321959.346944909 3630 3786166 75382 3710784 0 0 0 0 75.1461660861969 1752344531.57468 27743
22528 26.4 1415.70854298548 1502.33051463154 76.451709985733 67.1324620246887 64.8491446971893 0 11.6678922176361 132 102895.794250174 102895.794250174 6907648 6907648 44568.6022791725 44568.6022791725 2992000 2992000 321.480630122631 334242.463072298 6607.33192130326 327635.131150995 3812 4112902 76870 4036032 0 0 0 0 75.9984481334686 1752344532.43766 28382
23040 27 1434.21725515904 1501.62130057724 77.0914070606232 67.7721590995789 65.4157214164734 0 11.67751288414 135 104241.034871263 104241.034871263 7064640 7064640 45151.2839587106 45151.2839587106 3060000 3060000 328.37471963979 352371.939892151 6693.56835923026 345678.371532921 3838 4114385 78353 4036032 0 0 0 0 76.6273093223572 1752344533.07735 29021
23552 27.6 1453.22008744636 1501.15183879322 77.6915481090546 68.3723001480103 65.976832151413 0 11.7475209236145 138 105622.188874249 105622.188874249 7221632 7221632 45749.5212714594 45749.5212714594 3128000 3128000 332.573151076583 351714.118797079 6794.10412405963 344920.01467302 3936 4127928 79800 4048128 0 0 0 0 77.2167484760284 1752344533.67749 29660
24064 28.2 1403.48083167518 1496.08005892913 81.653687953949 72.3344399929047 69.8969166278839 0 11.7608563899994 141 102007.066077014 102007.066077014 7378624 7378624 44183.6558119963 44183.6558119963 3196000 3196000 336.657054069344 351219.810735404 6896.70639593346 344323.104339471 3962 4129418 81290 4048128 0 0 0 0 81.1693732738495 1752344537.63963 30299
24576 28.8 1390.88846052047 1492.89950010431 83.8615300655365 74.5422821044922 72.0137317180634 0 11.9319446086884 144 101091.833886125 101091.833886125 7535616 7535616 43787.2293126816 43787.2293126816 3264000 3264000 342.848509138099 356296.23970603 6969.56494179453 349326.674764236 4144 4456159 82783 4373376 0 0 0 0 83.3666851520538 1752344539.84748 30938
25088 29.4 1380.07187134188 1489.72475499201 86.0109059810638 76.6916580200195 74.0674076080322 0 11.9459571838379 147 100305.668160048 100305.668160048 7692608 7692608 43446.707060763 43446.707060763 3332000 3332000 348.809023108909 373211.086130752 7038.97613364521 366172.109997107 4170 4457654 84278 4373376 0 0 0 0 85.5059478282928 1752344541.99685 31577
