# Scalar ASCII output created by CarpetIOScalar
# created on malvi-BOHK-WAX9X by malvi on Jul 12 2025 at 18:02:46+0200
# parameter filename: "./TOV_example.par"
# Build ID: build-sim-malvi-BOHK-WAX9X-malvi-2025.07.12-13.11.05-262947
# Simulation ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-16.02.36-342610
# Run ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-16.02.36-342610
#
# CARPET::physical_time_per_hour (carpet-timing)
# 1:iteration 2:time 3:data
# data columns: 3:physical_time_per_hour 4:current_physical_time_per_hour 5:time_total 6:time_evolution 7:time_computing 8:time_communicating 9:time_io 10:evolution_steps_count 11:local_grid_points_per_second 12:total_grid_points_per_second 13:local_grid_point_updates_count 14:total_grid_point_updates_count 15:local_interior_points_per_second 16:total_interior_points_per_second 17:local_interior_point_updates_count 18:total_interior_point_updates_count 19:io_per_second 20:io_bytes_per_second 21:io_bytes_ascii_per_second 22:io_bytes_binary_per_second 23:io_count 24:io_bytes_count 25:io_bytes_ascii_count 26:io_bytes_binary_count 27:comm_per_second 28:comm_bytes_per_second 29:comm_count 30:comm_bytes_count 31:time_levels 32:current_walltime 33:syncs_count
0 0 0 0 8.94848895072937 0 0.256094694137573 0 8.82288455963135 0 0 0 0 0 0 0 0 0 8.9733619642079 13120.4357088972 0 13120.4357088972 160 427091 2003 425088 0 0 0 0 8.94568586349487 1752336165.87977 266
512 0.5 1462.69757976473 1462.69757976473 10.3317589759827 1.23060297966003 1.49028444290161 0 8.84531831741333 3 194480.270205519 194480.270205519 239328 239328 95484.8980070417 95484.8980070417 117504 117504 20.5848017001048 49654.2741097522 1575.41594989428 48078.8581598579 186 439214 14126 425088 0 0 0 0 10.3172924518585 1752336167.26304 905
1024 1 1783.52021746919 1783.52021746919 11.1196360588074 2.01848006248474 2.23010778427124 0 8.92122054100037 6 237136.848114703 237136.848114703 478656 478656 116428.199796388 116428.199796388 235008 235008 27.4480256392156 50127.6317750677 1725.51338229479 48402.1183927729 284 454442 15530 438912 0 0 0 0 11.0949513912201 1752336168.05092 1544
1536 1.5 1914.91049966634 1914.91049966634 11.9211311340332 2.81997513771057 2.9892430305481 0 8.93640494346619 9 254606.500035636 254606.500035636 717984 717984 125005.357418219 125005.357418219 352512 352512 34.2592737901187 51012.3945487199 1872.50442529325 49139.8901234267 310 455837 16925 438912 0 0 0 0 11.8864395618439 1752336168.85242 2183
2048 2 1946.77624332578 1946.77624332578 12.7995779514313 3.69842195510864 3.7888343334198 0 9.07074069976807 12 258843.369312596 258843.369312596 957312 957312 127085.553164307 127085.553164307 470016 470016 45.5012391186512 63382.2272845931 2015.48293569225 61366.7443489008 492 882349 18349 864000 0 0 0 0 12.7547092437744 1752336169.73086 2822
2560 2.5 1947.92121465598 1947.92121465598 13.7214660644531 4.62031006813049 4.64225435256958 0 9.08267188072205 15 258995.604700659 258995.604700659 1196640 1196640 127160.296892742 127160.296892742 587520 587520 56.6128444088641 97314.5057123802 2152.05907958132 95162.4466327988 518 883738 19738 864000 0 0 0 0 13.6668734550476 1752336170.65275 3461
3072 3 1908.18047088394 1908.18047088394 14.7609980106354 5.65984201431274 5.64116764068604 0 9.15303516387939 18 253711.675408729 253711.675408729 1435968 1435968 124566.021139304 124566.021139304 705024 705024 63.1590694820346 97607.4075821812 2300.37173379098 95307.0358483903 616 898996 21172 877824 0 0 0 0 14.6956472396851 1752336171.69228 4100
3584 3.5 1918.08498950789 1907.18274241593 15.6702079772949 6.56905198097229 6.50804805755615 0 9.165363073349 21 255028.580204969 255028.580204969 1675296 1675296 125212.588115075 125212.588115075 822528 822528 69.6342353319446 98251.0682945672 2441.34573025852 95809.7225643087 642 900392 22568 877824 0 0 0 0 15.594446182251 1752336172.60149 4739
4096 4 1943.83948961047 1910.34463921193 16.5091750621796 7.40801906585693 7.27300333976746 0 9.29962348937988 24 258452.898538609 258452.898538609 1914624 1914624 126893.841881772 126893.841881772 940032 940032 80.3363149040954 109966.231738137 2576.28384520613 107389.947892931 824 1326898 23986 1302912 0 0 0 0 16.4233527183533 1752336173.44046 5378
4608 4.5 1934.03066083472 1911.83121676651 17.4774451255798 8.3762891292572 8.16714549064636 0 9.3133008480072 27 257148.716664585 257148.716664585 2153952 2153952 126253.521539291 126253.521539291 1057536 1057536 90.8671077379396 142647.82574954 2704.74646224208 139943.079287298 850 1328295 25383 1302912 0 0 0 0 17.3800058364868 1752336174.40873 6017
5120 5 1947.54334331902 1914.75786305401 18.3435690402985 9.24241304397583 8.98951649665833 0 9.38486433029175 30 258945.362927697 258945.362927697 2393280 2393280 127135.629451866 127135.629451866 1175040 1175040 97.0702265957821 142688.422346684 2845.71846008053 139842.703886604 948 1343548 26812 1316736 0 0 0 0 18.2370264530182 1752336175.27485 6656
5632 5.5 1959.11290473254 1917.38689188569 19.207771062851 10.1066150665283 9.81403613090515 0 9.39639210700989 33 260483.651813239 260483.651813239 2632608 2632608 127890.890420941 127890.890420941 1292544 1292544 103.260312008727 143153.070609525 2981.34876094475 140171.72184858 974 1344942 28206 1316736 0 0 0 0 19.0904626846313 1752336176.13906 7295
6144 6 1963.04545889479 1920.66009401004 20.1044671535492 11.0033111572266 10.6307904720306 0 9.54206490516663 36 261006.524214652 261006.524214652 2871936 2871936 128147.607556652 128147.607556652 1410048 1410048 113.36675676247 154135.616940427 3108.29691469689 151027.32002573 1156 1771464 29640 1741824 0 0 0 0 19.9762399196625 1752336177.03575 7934
