# Scalar ASCII output created by CarpetIOScalar
# created on malvi-BOHK-WAX9X by malvi on Jul 12 2025 at 20:39:28+0200
# parameter filename: "./TOV_example.par"
# Build ID: build-sim-malvi-BOHK-WAX9X-malvi-2025.07.12-13.11.05-262947
# Simulation ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-18.39.19-413798
# Run ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-18.39.19-413798
#
# HYDROBASE::press (hydrobase-press)
# 1:iteration 2:time 3:data
# data columns: 3:press
49664 58.2 0.000305257926819236
50176 58.8 0.000307022792034125
50688 59.4 0.00030872601971583
51200 60 0.000310366881256538
51712 60.6 0.000311946914753191
52224 61.2 0.000313466005234999
52736 61.8 0.000314908101759615
53248 62.4 0.000316264056046351
53760 63 0.000317538342381344
54272 63.6 0.000318740635773482
54784 64.2 0.000319877871163783
55296 64.8 0.00032094678613883
55808 65.4 0.000321938380269128
56320 66 0.000322845475866583
56832 66.6 0.000323665341431212
57344 67.2 0.000324397801423948
57856 67.8 0.000326486161575848
58368 68.4 0.000328685606219957
58880 69 0.000329510231074857
59392 69.6 0.00033131798152475
59904 70.2 0.000335967949829607
60416 70.8 0.00033708002181941
60928 71.4 0.000341511162985672
61440 72 0.000344667169702192
61952 72.6 0.000346629752978813
62464 73.2 0.000347554724960865
62976 73.8 0.000347549034154736
63488 74.4 0.000346721746705006
64000 75 0.000345158781001373
64512 75.6 0.000342998151788525
65024 76.2 0.000340380411639555
65536 76.8 0.000337438516120043
66048 77.4 0.000334358551986371
66560 78 0.000331343829326687
67072 78.6 0.000328402196066065
67584 79.2 0.000325549679075963
68096 79.8 0.000322775488301518
68608 80.4 0.000320081009395103
69120 81 0.000317481086731479
69632 81.6 0.000314979978694425
70144 82.2 0.000312575697134657
70656 82.8 0.000310266333523743
71168 83.4 0.000308049732792372
71680 84 0.000305921865455151
72192 84.6 0.000303901487561767
72704 85.2 0.000302033728777268
73216 85.8 0.000300313767535156
73728 86.4 0.000298724364289386
74240 87 0.000297239651899388
74752 87.6 0.00029583211332277
75264 88.2 0.000294478279380379
75776 88.8 0.000293159270858294
76288 89.4 0.000291858197083517
76800 90 0.000290558703220718
77312 90.6 0.00028924582211633
77824 91.2 0.00028790818755306
78336 91.8 0.000286539033328107
78848 92.4 0.000285133473076843
79360 93 0.000283685943171577
79872 93.6 0.000282193020083426
80384 94.2 0.000280660081722663
80896 94.8 0.000279097425000718
81408 95.4 0.000277514376168251
81920 96 0.000275919213690774
82432 96.6 0.0002743191402524
82944 97.2 0.000272720070049395
83456 97.8 0.000271126579149485
83968 98.4 0.000269541928078221
84480 99 0.000267968270411871
84992 99.6 0.000266407047522538
85504 100.2 0.000264859434651435
86016 100.8 0.000263326655846386
86528 101.4 0.000261809990510503
87040 102 0.000260310485203008
87552 102.6 0.000258828758091908
88064 103.2 0.000257365339991673
88576 103.8 0.000255921422979866
89088 104.4 0.000254499228342099
89600 105 0.000253101310554456
90112 105.6 0.000251729632690709
90624 106.2 0.00025038553687315
91136 106.8 0.000249070510542225
91648 107.4 0.000247786556346235
92160 108 0.000246535605295936
92672 108.6 0.000245318824226541
93184 109.2 0.00024413716647461
93696 109.8 0.000242992188999472
94208 110.4 0.000241885879194537
94720 111 0.00024082001222282
95232 111.6 0.000239795649523775
95744 112.2 0.000238813439670987
96256 112.8 0.00023787406002631
96768 113.4 0.000236978035962039
97280 114 0.000236125238984356
97792 114.6 0.000235314902442169
98304 115.2 0.000234546169580204
98816 115.8 0.000233818392546412
99328 116.4 0.000233130824923476
99840 117 0.000232482123729158
100352 117.6 0.000231870246895223
100864 118.2 0.00023129283119495
101376 118.8 0.000230747571835337
101888 119.4 0.000230232126551732
102400 120 0.000229743672223353
102912 120.6 0.000229278912963745
103424 121.2 0.000228834565953151
103936 121.8 0.000228407473731431
104448 122.4 0.00022799518365626
104960 123 0.000227595715177913
105472 123.6 0.000227206795831458
105984 124.2 0.000226826241321983
106496 124.8 0.000226452630542177
107008 125.4 0.000226085325193828
107520 126 0.000225723982328228
108032 126.6 0.00022536837290625
108544 127.2 0.00022501858786215
109056 127.8 0.000224675038671791
109568 128.4 0.00022433821992452
110080 129 0.000224008814570961
110592 129.6 0.00022368812856189
111104 130.2 0.000223378077676376
111616 130.8 0.000223080478552134
112128 131.4 0.000222796479206341
112640 132 0.00022252687816977
113152 132.6 0.00022227291223677
113664 133.2 0.00022203651690931
114176 133.8 0.000221819784168452
114688 134.4 0.000221624272028564
115200 135 0.000221450838059423
115712 135.6 0.00022130000760959
116224 136.2 0.000221172444406748
116736 136.8 0.000221069159106523
117248 137.4 0.000220991343879325
117760 138 0.000220939946806177
118272 138.6 0.000220915308961662
118784 139.2 0.000220917221393174
119296 139.8 0.000220945408636396
119808 140.4 0.000220999971844572
120320 141 0.000221081327233335
120832 141.6 0.000221189724078641
121344 142.2 0.000221324872562816
121856 142.8 0.000221486041004749
122368 143.4 0.000221672448476732
122880 144 0.000221883556974063
123392 144.6 0.000222119068752366
123904 145.2 0.00022237869795491
124416 145.8 0.000222661903932938
124928 146.4 0.000222967797663304
125440 147 0.000223295349386175
125952 147.6 0.000223306735516145
126464 148.2 0.000223499875867651
126976 148.8 0.000223640600788901
127488 149.4 0.000223948067664671
128000 150 0.000224335923951019
128512 150.6 0.000224763496860184
129024 151.2 0.000225227688238864
129536 151.8 0.000225724890701067
130048 152.4 0.000226251747296465
130560 153 0.000226804362491195
131072 153.6 0.00022737898904065
131584 154.2 0.000227973559562954
132096 154.8 0.000228587063859497
132608 155.4 0.000229218577014074
133120 156 0.000229866361560597
133632 156.6 0.000230527255590047
134144 157.2 0.000231199601792597
134656 157.8 0.000231882650768319
135168 158.4 0.00023257490204502
135680 159 0.000233269562650011
136192 159.6 0.000233968600719331
136704 160.2 0.000234673992743647
137216 160.8 0.000235386508351163
137728 161.4 0.000236105194548838
138240 162 0.000236826939813546
138752 162.6 0.000237550972427452
139264 163.2 0.00023827821850491
139776 163.8 0.00023900958833387
140288 164.4 0.000239745744025943
140800 165 0.000240487486349321
141312 165.6 0.000241235702423173
141824 166.2 0.00024199108096253
142336 166.8 0.000242753912093359
142848 167.4 0.000243525019327991
143360 168 0.000244304812326415
143872 168.6 0.000245092976281922
144384 169.2 0.000245888776485775
144896 169.8 0.000246691122000211
145408 170.4 0.000247498607680399
145920 171 0.000248308855384071
146432 171.6 0.000249120883307692
146944 172.2 0.000249934908263703
147456 172.8 0.000250751447478335
147968 173.4 0.000251570762519731
148480 174 0.000252391281411943
148992 174.6 0.00025321235575967
149504 175.2 0.000254035133930162
150016 175.8 0.000254860897441947
150528 176.4 0.000255690541416227
151040 177 0.000256524710967956
151552 177.6 0.000257364187268549
152064 178.2 0.000258209757069271
152576 178.8 0.000259061994301841
153088 179.4 0.000259921285627802
153600 180 0.000260787866276895
154112 180.6 0.000261662038314273
154624 181.2 0.000262544277746167
155136 181.8 0.000263434961597124
155648 182.4 0.000264334496935606
156160 183 0.000265243478588026
156672 183.6 0.000266162628232739
157184 184.2 0.000267092706183127
157696 184.8 0.000268034098959448
158208 185.4 0.000268986252847655
158720 186 0.000269948274918303
159232 186.6 0.000270919429387637
159744 187.2 0.00027189926181988
160256 187.8 0.00027288765094673
160768 188.4 0.000273884656527286
161280 189 0.000274890268230833
161792 189.6 0.000275904963159352
162304 190.2 0.000276928757696801
162816 190.8 0.000277961548224552
163328 191.4 0.00027900359627847
163840 192 0.000280055468643976
164352 192.6 0.000281117627430011
164864 193.2 0.00028219005771984
165376 193.8 0.000283270151745565
165888 194.4 0.000284354973702427
166400 195 0.000285442686540468
166912 195.6 0.000286531885296463
167424 196.2 0.000287620660802922
167936 196.8 0.000288706452890351
168448 197.4 0.000289787973493637
168960 198 0.000290865299118618
169472 198.6 0.000291939497138388
169984 199.2 0.000293012084710834
170496 199.8 0.000294084391804265
171008 200.4 0.000295160036131465
171520 201 0.000296367920893184
172032 201.6 0.000297736158040401
172544 202.2 0.000299210654210738
173056 202.8 0.000300753896505854
173568 203.4 0.000302340999092436
174080 204 0.000303957220391666
174592 204.6 0.000305595242684327
175104 205.2 0.000307252920249127
175616 205.8 0.000308931502133337
176128 206.4 0.000310640776953968
176640 207 0.000312423134816469
177152 207.6 0.000314306520438848
177664 208.2 0.000316295103011702
178176 208.8 0.00031837941735507
178688 209.4 0.000320542921075692
179200 210 0.000322766252499074
179712 210.6 0.000325031285486589
180224 211.2 0.000327324303286915
180736 211.8 0.0003296378231931
181248 212.4 0.000331974136992054
181760 213 0.000334341065081259
182272 213.6 0.000336747124472259
182784 214.2 0.00033919966325253
183296 214.8 0.000341703828388106
183808 215.4 0.000344261166634887
184320 216 0.000346869080707614
184832 216.6 0.000349522285316628
185344 217.2 0.000352214690414257
185856 217.8 0.000354940407471735
186368 218.4 0.000357693678897903
186880 219 0.000360468702258946
187392 219.6 0.000363260315721441
187904 220.2 0.000366065631916674
188416 220.8 0.000368886434448809
188928 221.4 0.000371729099188034
189440 222 0.000374602316592675
189952 222.6 0.000377515455055973
190464 223.2 0.000380477872464171
190976 223.8 0.000383499506954771
191488 224.4 0.000386591267756065
192000 225 0.000389764344675077
192512 225.6 0.000393029164208368
193024 226.2 0.00039639485642508
193536 226.8 0.000399869128953342
194048 227.4 0.000403458266677229
194560 228 0.000407167165099364
195072 228.6 0.000410999537092881
195584 229.2 0.000414958410324938
196096 229.8 0.00041904654928992
196608 230.4 0.000423266389170145
197120 231 0.000427620441420342
197632 231.6 0.000432110922002093
198144 232.2 0.000436738935688503
198656 232.8 0.000441504990608585
199168 233.4 0.000446409791098534
199680 234 0.000451454710387538
200192 234.6 0.000456642007194254
200704 235.2 0.00046197481720066
201216 235.8 0.000467456929907638
201728 236.4 0.000473092561989404
202240 237 0.000478886337966429
202752 237.6 0.000484843019286758
203264 238.2 0.000490967161140341
203776 238.8 0.000497263109403953
204288 239.4 0.000503735388607957
204800 240 0.000510388896871453
205312 240.6 0.000517228730992508
205824 241.2 0.000524260501666682
206336 241.8 0.000531490722202106
206848 242.4 0.000538926879386685
207360 243 0.000546577127710172
207872 243.6 0.000554450293901393
208384 244.2 0.000562556257781196
208896 244.8 0.000570906129701442
209408 245.4 0.00057951220295304
209920 246 0.000588387658751404
210432 246.6 0.000597546112782455
210944 247.2 0.000607001228558632
211456 247.8 0.00061676663196565
211968 248.4 0.000626856258155312
212480 249 0.000637284822921703
212992 249.6 0.000648068107498665
213504 250.2 0.000659223009253199
214016 250.8 0.000670767393621479
214528 251.4 0.000682719779504912
215040 252 0.000695099095836892
215552 252.6 0.000707924529832987
216064 253.2 0.000721215381003907
216576 253.8 0.000734990948744633
217088 254.4 0.000749270577923257
217600 255 0.000764073706062942
218112 255.6 0.000779419735327181
218624 256.2 0.000795327769501339
219136 256.8 0.000811816309442351
219648 257.4 0.000828902867063625
220160 258 0.000846603673663841
220672 258.6 0.000864933348730121
221184 259.2 0.000883904338544778
221696 259.8 0.000903526343356405
222208 260.4 0.000923805609505039
222720 261 0.000944744289388892
223232 261.6 0.000966339305148416
223744 262.2 0.000988580154054139
224256 262.8 0.00101144772258644
224768 263.4 0.00103491314623727
225280 264 0.00105893614246237
225792 264.6 0.00108346429267841
226304 265.2 0.00110843947978159
226816 265.8 0.00113378670619754
227328 266.4 0.00115940766116631
227840 267 0.00118517812066992
228352 267.6 0.00121094476729391
228864 268.2 0.00123652210716628
229376 268.8 0.00126168932511321
229888 269.4 0.00128618695679186
230400 270 0.00130971361983299
230912 270.6 0.00133192312581355
231424 271.2 0.00135242230805155
231936 271.8 0.00137076994271449
232448 272.4 0.00138647705038877
232960 273 0.00139900905321769
233472 273.6 0.00140779056609331
233984 274.2 0.00141221356809403
234496 274.8 0.00141161329836848
235008 275.4 0.0014053277462381
235520 276 0.00139276388833778
236032 276.6 0.00137336588800862
236544 277.2 0.00134656758130221
237056 277.8 0.00131184398351944
237568 278.4 0.00126895314546519
238080 279 0.00121747190392864
238592 279.6 0.0011555101194181
239104 280.2 0.0010837720809186
239616 280.8 0.00100328650930234
240128 281.4 0.000915232485594571
240640 282 0.000822243587986636
241152 282.6 0.000727415072391157
241664 283.2 0.000633986026888482
242176 283.8 0.000544059426815133
242688 284.4 0.000459421766643754
243200 285 0.00038153020324478
243712 285.6 0.000311425553230362
244224 286.2 0.000249689310215983
244736 286.8 0.000196473687880579
245248 287.4 0.000151675724352144
245760 288 0.000114454789340004
246272 288.6 8.43142441922679e-05
246784 289.2 6.05792446357035e-05
247296 289.8 4.32888848038252e-05
247808 290.4 3.64735590464114e-05
248320 291 3.02901737932022e-05
248832 291.6 2.69217395268045e-05
249344 292.2 2.16116701211567e-05
249856 292.8 -nan
250368 293.4 -nan
250880 294 -nan
251392 294.6 -nan
251904 295.2 -nan
252416 295.8 -nan
252928 296.4 -nan
253440 297 -nan
253952 297.6 -nan
254464 298.2 -nan
254976 298.8 -nan
255488 299.4 -nan
256000 300 -nan
256512 300.6 -nan
257024 301.2 -nan
257536 301.8 -nan
258048 302.4 -nan
258560 303 -nan
259072 303.6 -nan
259584 304.2 -nan
260096 304.8 -nan
260608 305.4 -nan
261120 306 -nan
261632 306.6 -nan
262144 307.2 -nan
