# Scalar ASCII output created by CarpetIOScalar
# created on malvi-BOHK-WAX9X by malvi on Jul 12 2025 at 20:39:28+0200
# parameter filename: "./TOV_example.par"
# Build ID: build-sim-malvi-BOHK-WAX9X-malvi-2025.07.12-13.11.05-262947
# Simulation ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-18.39.19-413798
# Run ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-18.39.19-413798
#
# CARPET::physical_time_per_hour (carpet-timing)
# 1:iteration 2:time 3:data
# data columns: 3:physical_time_per_hour 4:current_physical_time_per_hour 5:time_total 6:time_evolution 7:time_computing 8:time_communicating 9:time_io 10:evolution_steps_count 11:local_grid_points_per_second 12:total_grid_points_per_second 13:local_grid_point_updates_count 14:total_grid_point_updates_count 15:local_interior_points_per_second 16:total_interior_points_per_second 17:local_interior_point_updates_count 18:total_interior_point_updates_count 19:io_per_second 20:io_bytes_per_second 21:io_bytes_ascii_per_second 22:io_bytes_binary_per_second 23:io_count 24:io_bytes_count 25:io_bytes_ascii_count 26:io_bytes_binary_count 27:comm_per_second 28:comm_bytes_per_second 29:comm_count 30:comm_bytes_count 31:time_levels 32:current_walltime 33:syncs_count
0 0 0 0 9.05636501312256 0 0.160084962844849 0 8.9584424495697 0 0 0 0 0 0 0 0 0 8.76770959987541 10186.7296766552 0 10186.7296766552 160 327251 2003 325248 0 0 0 0 9.05422282218933 1752345568.90091 266
512 0.6 3322.29896117841 3322.29896117841 9.77783703804016 0.650152206420898 0.811488389968872 0 8.96822166442871 3 241469.610422834 241469.610422834 156992 156992 104590.893222283 104590.893222283 68000 68000 20.2981176779412 37827.7728552256 1553.47517107716 36274.2976841485 186 339374 14126 325248 0 0 0 0 9.76483154296875 1752345569.62238 905
1024 1.2 4049.72506541911 4049.72506541911 10.1944239139557 1.06673908233643 1.19190859794617 0 9.02771711349487 6 294340.01734735 294340.01734735 313984 313984 127491.344652083 127491.344652083 136000 136000 27.1035362268238 38343.7281563004 1703.30173976277 36640.4264165376 284 352879 15535 337344 0 0 0 0 10.172922372818 1752345570.03896 1544
1536 1.8 4244.32613444658 4244.32613444658 10.6544289588928 1.52674412727356 1.62024211883545 0 9.03624868392944 9 308483.911342147 308483.911342147 470976 470976 133617.674602948 133617.674602948 204000 204000 33.8713384411315 39196.6655404872 1855.83941275821 37340.826127729 310 354311 16967 337344 0 0 0 0 10.6239664554596 1752345570.49897 2183
2048 2.4 4288.10937032969 4288.10937032969 11.1425588130951 2.01487398147583 2.04438161849976 0 9.1573281288147 12 311666.141790185 311666.141790185 627968 627968 134996.035732601 134996.035732601 272000 272000 45.0639717418952 49039.0536980352 2000.18087258295 47038.8728254523 492 680990 18398 662592 0 0 0 0 11.1018798351288 1752345570.9871 2822
2560 3 3881.0277956866 3881.0277956866 11.9104528427124 2.78276801109314 2.74575448036194 0 9.16653847694397 15 282078.849861311 282078.849861311 784960 784960 122180.504679023 122180.504679023 340000 340000 56.0847700248996 74440.3114021344 2142.0235804646 72298.2878216698 518 682412 19820 662592 0 0 0 0 11.8594419956207 1752345571.75499 3461
3072 3.6 3906.83284822107 3906.83284822107 12.4449498653412 3.31726503372192 3.24102544784546 0 9.23824334144592 18 283954.399309224 283954.399309224 941952 941952 122992.885962515 122992.885962515 408000 408000 62.5820002286288 74773.2129016388 2282.39597014376 72490.8169314951 616 695895 21207 674688 0 0 0 0 12.3854718208313 1752345572.28949 4100
3584 4.2 3573.53530325381 3573.53530325381 13.3587889671326 4.23110413551331 4.11242604255676 0 9.24816679954529 21 259729.839966862 259729.839966862 1098944 1098944 112500.185472805 112500.185472805 476000 476000 69.0001036303979 75395.1586895971 2427.22464855332 72967.9340410438 642 697332 22644 674688 0 0 0 0 13.2881941795349 1752345573.20333 4739
4096 4.8 2723.68282508279 3088.90489869364 15.4720358848572 6.34435105323792 6.11074566841125 0 9.44130301475525 24 197961.302812684 197961.302812684 1255936 1255936 85745.5704192729 85745.5704192729 544000 544000 79.2625784313848 84303.7638779264 2550.930421754 81752.8334561724 824 1024016 24080 999936 0 0 0 0 15.3894698619843 1752345575.31658 5378
4608 5.4 2018.16447858613 2754.19631942361 18.7602000236511 9.63251519203186 9.31182622909546 0 9.45020079612732 27 146683.184176942 146683.184176942 1412928 1412928 63534.8076591931 63534.8076591931 612000 612000 89.5392179009134 108510.948264004 2679.40288460937 105831.545379395 850 1025453 25517 999936 0 0 0 0 18.6714622974396 1752345578.60474 6017
