# Scalar ASCII output created by CarpetIOScalar
# created on malvi-BOHK-WAX9X by malvi on Jul 12 2025 at 20:39:28+0200
# parameter filename: "./TOV_example.par"
# Build ID: build-sim-malvi-BOHK-WAX9X-malvi-2025.07.12-13.11.05-262947
# Simulation ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-18.39.19-413798
# Run ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-18.39.19-413798
#
# ADMBASE::alp (admbase-lapse)
# 1:iteration 2:time 3:data
# data columns: 3:alp
226816 265.8 0.968264326945679
227328 266.4 0.96826521064236
227840 267 0.968266317795297
228352 267.6 0.96826702497396
228864 268.2 0.968267474461591
229376 268.8 0.968268158428011
229888 269.4 0.968269026754915
230400 270 0.96826974366065
230912 270.6 0.968270323853308
231424 271.2 0.968271004120236
231936 271.8 0.9682717475413
232448 272.4 0.968272214705901
232960 273 0.968272250827785
233472 273.6 0.968272193335604
233984 274.2 0.968272478004932
234496 274.8 0.968273077563954
235008 275.4 0.968273609354701
235520 276 0.968273847736023
236032 276.6 0.968273825680751
236544 277.2 0.968273593909666
237056 277.8 0.968273207025805
237568 278.4 0.968272826822307
238080 279 0.968272542596377
238592 279.6 0.968272182143635
239104 280.2 0.968271540116606
239616 280.8 0.968270691301154
240128 281.4 0.968269888862531
240640 282 0.96826925489947
241152 282.6 0.968268703960346
241664 283.2 0.968268116805789
242176 283.8 0.968267536239594
242688 284.4 0.968267154755617
243200 285 0.968267071204954
243712 285.6 0.968267198557397
244224 286.2 0.968267516966231
244736 286.8 0.968268192449314
245248 287.4 0.968269296086744
245760 288 0.968270663195523
246272 288.6 0.968272208780907
246784 289.2 0.968274155131135
247296 289.8 0.968276741004845
247808 290.4 0.968279877713999
248320 291 0.968283350863209
248832 291.6 0.968287245327389
249344 292.2 0.968291859218496
249856 292.8 0.968297286096778
250368 293.4 0.982046683758995
250880 294 0.993993026881081
251392 294.6 0.873530775848502
251904 295.2 0.541966913098033
252416 295.8 0.267976487617709
252928 296.4 0.127797492325252
253440 297 0.0769247317659444
253952 297.6 0.0597990095874345
254464 298.2 0.0528350726240024
254976 298.8 0.0512031994088309
255488 299.4 0.0503589567914607
256000 300 0.0498142053349789
256512 300.6 0.0494635791324824
257024 301.2 0.0492545301518357
257536 301.8 0.0491410271879085
258048 302.4 0.0490851632583137
258560 303 0.0490602487291876
259072 303.6 0.0490501373433446
259584 304.2 0.0490463577432878
260096 304.8 0.0490450225210975
260608 305.4 0.0490445560875773
261120 306 0.0490443854594756
261632 306.6 0.0490443177073073
262144 307.2 0.0490442889206739
