# Scalar ASCII output created by CarpetIOScalar
# created on malvi-BOHK-WAX9X by malvi on Jul 12 2025 at 20:39:28+0200
# parameter filename: "./TOV_example.par"
# Build ID: build-sim-malvi-BOHK-WAX9X-malvi-2025.07.12-13.11.05-262947
# Simulation ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-18.39.19-413798
# Run ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-18.39.19-413798
#
# ML_BSSN::H (ml_bssn-ml_ham)
# 1:iteration 2:time 3:data
# data columns: 3:H
0 0 -0.000179487472280658
512 0.6 -0.000190193709969314
1024 1.2 -0.00020881778668485
1536 1.8 -0.000220058851445873
2048 2.4 -0.000208609038653361
2560 3 -0.000198033734691618
3072 3.6 -0.000224253187796947
3584 4.2 -0.000252472110272455
4096 4.8 -0.000334873168461849
4608 5.4 -0.000431683393314663
5120 6 -0.000532348257238333
5632 6.6 -0.000607292261633075
6144 7.2 -0.000642161488529483
6656 7.8 -0.00064640806935084
7168 8.4 -0.000640399278634147
7680 9 -0.000640603835694141
8192 9.6 -0.000646391984758129
8704 10.2 -0.000648774934152487
9216 10.8 -0.000645624697494154
9728 11.4 -0.000641596626050472
10240 12 -0.000640101947263123
10752 12.6 -0.000647894608703145
11264 13.2 -0.000684161593629943
11776 13.8 -0.000759040733914359
12288 14.4 -0.000855716426941279
12800 15 -0.00094112209006005
13312 15.6 -0.00100623855637258
13824 16.2 -0.00108464542807457
14336 16.8 -0.00120063215206881
14848 17.4 -0.00132657236394781
15360 18 -0.00141936469922527
15872 18.6 -0.00148197341053177
16384 19.2 -0.00155264609334484
16896 19.8 -0.00164156622526208
17408 20.4 -0.0017236430519067
17920 21 -0.00178504946133924
18432 21.6 -0.00184022435708301
18944 22.2 -0.00189963561883102
19456 22.8 -0.001955219537364
19968 23.4 -0.00200438532060548
20480 24 -0.00206061446121583
20992 24.6 -0.00213180083269484
21504 25.2 -0.00220695111935587
22016 25.8 -0.00227223703329522
22528 26.4 -0.00232979131687648
23040 27 -0.00239551310334489
23552 27.6 -0.00248111509324913
24064 28.2 -0.00258182020094284
24576 28.8 -0.00267793913087962
25088 29.4 -0.00275423829026293
25600 30 -0.00281733748705669
26112 30.6 -0.00288899029714959
26624 31.2 -0.00298135801784007
27136 31.8 -0.00308542439867722
27648 32.4 -0.00318255443433758
28160 33 -0.00326380771789783
28672 33.6 -0.00333577704174998
29184 34.2 -0.00341016804601923
29696 34.8 -0.00349338817869965
30208 35.4 -0.00358107017550143
30720 36 -0.003664673809212
31232 36.6 -0.00373959415751871
31744 37.2 -0.00380722738777353
32256 37.8 -0.00387195016724753
32768 38.4 -0.00393781937227446
33280 39 -0.00400716604117757
33792 39.6 -0.00408006716221635
34304 40.2 -0.00415401446657935
34816 40.8 -0.00422518588079476
35328 41.4 -0.00429209471885811
35840 42 -0.00435814320133538
36352 42.6 -0.00442883391809578
36864 43.2 -0.00450595100969846
37376 43.8 -0.00458576883983449
37888 44.4 -0.00466272695451056
38400 45 -0.00473342977025515
38912 45.6 -0.00479821269586928
39424 46.2 -0.00486145000836097
39936 46.8 -0.00492876946335657
40448 47.4 -0.00500070716091035
40960 48 -0.0050701338993161
41472 48.6 -0.00512966483481484
41984 49.2 -0.00518115643263477
42496 49.8 -0.00523346665768764
43008 50.4 -0.00528961363203238
43520 51 -0.00534239685402455
44032 51.6 -0.0053842623994272
44544 52.2 -0.00541722334500558
45056 52.8 -0.00544858745704187
45568 53.4 -0.00547881448437332
46080 54 -0.0055007863433517
46592 54.6 -0.00551067557153838
47104 55.2 -0.00551259320835054
47616 55.8 -0.00550977940022508
48128 56.4 -0.00549492125821665
48640 57 -0.00546432346277096
49152 57.6 -0.00542606115714905
49664 58.2 -0.00538968286381133
50176 58.8 -0.00536102299515161
50688 59.4 -0.00533640656239179
51200 60 -0.0053134534444845
51712 60.6 -0.0052916401604848
52224 61.2 -0.00527513550774176
52736 61.8 -0.00526841891869296
53248 62.4 -0.00527053538002873
53760 63 -0.0052740513385712
54272 63.6 -0.0052747293265314
54784 64.2 -0.00527513087596646
55296 64.8 -0.00527862881073455
55808 65.4 -0.00528297474349713
56320 66 -0.00528236289908188
56832 66.6 -0.0052744631149827
57344 67.2 -0.00526301861791169
57856 67.8 -0.00525152534325677
58368 68.4 -0.00528775770390622
58880 69 -0.00542001317814374
59392 69.6 -0.00554452997694072
59904 70.2 -0.00563540793123711
60416 70.8 -0.00573270091042266
60928 71.4 -0.00579315607605395
61440 72 -0.00586305511819491
61952 72.6 -0.00594043505704654
62464 73.2 -0.00601655591569886
62976 73.8 -0.00608850231821566
63488 74.4 -0.00626028459509125
64000 75 -0.00647107580677376
64512 75.6 -0.00668737850389715
65024 76.2 -0.00690398150330093
65536 76.8 -0.00711577865629823
66048 77.4 -0.00732179701325565
66560 78 -0.0075206691147962
67072 78.6 -0.00772077194732257
67584 79.2 -0.00792439801504136
68096 79.8 -0.00811349793284744
68608 80.4 -0.00828269995219872
69120 81 -0.00842606374044927
69632 81.6 -0.00854959116642544
70144 82.2 -0.008666243848447
70656 82.8 -0.00878297249422874
71168 83.4 -0.00889764853187744
71680 84 -0.0090061436019142
72192 84.6 -0.00910872833468322
72704 85.2 -0.00920923165183088
73216 85.8 -0.00931079005236565
73728 86.4 -0.0094141790523015
74240 87 -0.00951881443761176
74752 87.6 -0.00962319880037968
75264 88.2 -0.00972568400057302
75776 88.8 -0.00982535964592564
76288 89.4 -0.00992299502295915
76800 90 -0.0100199367593864
77312 90.6 -0.0101158896017254
77824 91.2 -0.0102091172906439
78336 91.8 -0.0102993446229898
78848 92.4 -0.0103885635998518
79360 93 -0.010478053371005
79872 93.6 -0.0105661712753216
80384 94.2 -0.0106504858397063
80896 94.8 -0.010731288367899
81408 95.4 -0.0108114166854405
81920 96 -0.0108923954577073
82432 96.6 -0.0109718698740675
82944 97.2 -0.0110458833605622
83456 97.8 -0.011115011117076
83968 98.4 -0.0111858283511771
84480 99 -0.0112623182444871
84992 99.6 -0.0113436810172756
85504 100.2 -0.0114261731659318
86016 100.8 -0.0115085304458248
86528 101.4 -0.0115930796710011
87040 102 -0.0116816876052627
87552 102.6 -0.011773034603438
88064 103.2 -0.0118647657412008
88576 103.8 -0.0119568068353141
89088 104.4 -0.0120508424293759
89600 105 -0.0121472945624224
90112 105.6 -0.012244459367883
90624 106.2 -0.0123404073031169
91136 106.8 -0.0124350154190377
91648 107.4 -0.0125292373644054
92160 108 -0.0126234206752677
92672 108.6 -0.0127169044655567
93184 109.2 -0.0128087204513834
93696 109.8 -0.0128985876051707
94208 110.4 -0.0129874743492061
94720 111 -0.0130770473871145
95232 111.6 -0.0131680026309468
95744 112.2 -0.0132592680485767
96256 112.8 -0.0133498601844776
96768 113.4 -0.0134417605961922
97280 114 -0.0135340301746143
97792 114.6 -0.0136232858136491
98304 115.2 -0.0137066431394684
98816 115.8 -0.0137837419571858
99328 116.4 -0.0138576904951462
99840 117 -0.0139306975708507
100352 117.6 -0.0140012764739415
100864 118.2 -0.0140670009103115
101376 118.8 -0.0141283107361
101888 119.4 -0.0141878147397223
102400 120 -0.0142466567040807
102912 120.6 -0.0143037801303167
103424 121.2 -0.0143586450565967
103936 121.8 -0.0144122058236881
104448 122.4 -0.0144647871227912
104960 123 -0.0145156661834966
105472 123.6 -0.0145652503086808
105984 124.2 -0.0146149283363256
106496 124.8 -0.0146644610158504
107008 125.4 -0.0147123704330679
107520 126 -0.0147588931392541
108032 126.6 -0.0148054953874801
108544 127.2 -0.0148518290232431
109056 127.8 -0.0148964498903316
109568 128.4 -0.0149401417930665
110080 129 -0.0149852305377485
110592 129.6 -0.0150316204228108
111104 130.2 -0.0150763939311517
111616 130.8 -0.0151179496708657
112128 131.4 -0.0151584466686618
112640 132 -0.0152009358776585
113152 132.6 -0.0152452594188437
113664 133.2 -0.0152883775478305
114176 133.8 -0.0153283866928751
114688 134.4 -0.0153665798941105
115200 135 -0.0154051632562507
115712 135.6 -0.0154444373121262
