# Scalar ASCII output created by CarpetIOScalar
# created on malvi-BOHK-WAX9X by malvi on Jul 12 2025 at 20:39:28+0200
# parameter filename: "./TOV_example.par"
# Build ID: build-sim-malvi-BOHK-WAX9X-malvi-2025.07.12-13.11.05-262947
# Simulation ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-18.39.19-413798
# Run ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-18.39.19-413798
#
# ML_BSSN::M1 (ml_bssn-ml_mom)
# 1:iteration 2:time 3:data
# data columns: 3:M1 4:M2 5:M3
0 0 0 0 0
512 0.6 2.88135123124164e-07 2.88135123124117e-07 2.88135123124046e-07
1024 1.2 6.80082990502256e-07 6.80082990502236e-07 6.80082990501694e-07
1536 1.8 1.03449237041891e-06 1.03449237041894e-06 1.03449237041909e-06
2048 2.4 1.12109211924177e-06 1.12109211924167e-06 1.12109211924283e-06
2560 3 1.20198261080801e-06 1.20198261080779e-06 1.20198261080923e-06
3072 3.6 1.2210204987273e-06 1.22102049872734e-06 1.22102049872963e-06
3584 4.2 1.36590115425188e-06 1.36590115425215e-06 1.36590115425064e-06
4096 4.8 1.30543572923224e-06 1.30543572923239e-06 1.30543572923185e-06
4608 5.4 1.38430850061843e-06 1.38430850061854e-06 1.38430850061643e-06
5120 6 1.40989262632906e-06 1.40989262632982e-06 1.409892626332e-06
5632 6.6 1.44691228036019e-06 1.44691228035967e-06 1.44691228036299e-06
6144 7.2 1.44010652822422e-06 1.44010652822522e-06 1.44010652822268e-06
6656 7.8 1.51224000076457e-06 1.51224000076733e-06 1.51224000077258e-06
7168 8.4 1.53904835396882e-06 1.53904835397175e-06 1.53904835397754e-06
7680 9 1.54317379713219e-06 1.5431737971396e-06 1.54317379714116e-06
8192 9.6 1.61736899170873e-06 1.61736899171323e-06 1.61736899171709e-06
8704 10.2 1.64246406633554e-06 1.64246406634257e-06 1.64246406634275e-06
9216 10.8 1.64931823112778e-06 1.6493182311251e-06 1.64931823112053e-06
9728 11.4 1.71651301630771e-06 1.71651301630841e-06 1.71651301630898e-06
10240 12 1.71064591523046e-06 1.71064591523447e-06 1.71064591524859e-06
10752 12.6 1.6894890566611e-06 1.68948905666342e-06 1.68948905665193e-06
11264 13.2 1.6499730624297e-06 1.64997306242867e-06 1.6499730624336e-06
11776 13.8 1.62139384673288e-06 1.62139384672729e-06 1.62139384673078e-06
12288 14.4 1.65784095361565e-06 1.65784095362133e-06 1.65784095361969e-06
12800 15 1.64456979810307e-06 1.64456979809936e-06 1.64456979809994e-06
13312 15.6 1.56316922925641e-06 1.563169229257e-06 1.5631692292593e-06
13824 16.2 1.56071932410319e-06 1.56071932410351e-06 1.56071932410615e-06
14336 16.8 1.55018476989726e-06 1.55018476990306e-06 1.55018476991547e-06
14848 17.4 1.61612421687209e-06 1.61612421687354e-06 1.61612421686352e-06
15360 18 1.69610682091923e-06 1.69610682090758e-06 1.69610682091502e-06
15872 18.6 1.84724921918007e-06 1.84724921917824e-06 1.84724921919654e-06
16384 19.2 1.95643658051657e-06 1.95643658052835e-06 1.95643658052392e-06
16896 19.8 2.05042214081944e-06 2.05042214082854e-06 2.05042214081905e-06
17408 20.4 2.10578664072919e-06 2.10578664072732e-06 2.10578664072819e-06
17920 21 2.18838469391061e-06 2.18838469391864e-06 2.18838469390736e-06
18432 21.6 2.27399799092645e-06 2.27399799092117e-06 2.27399799093461e-06
18944 22.2 2.32450895203678e-06 2.32450895202471e-06 2.32450895203182e-06
19456 22.8 2.35008510617702e-06 2.35008510617945e-06 2.35008510617832e-06
19968 23.4 2.37419575187194e-06 2.37419575186656e-06 2.37419575186382e-06
20480 24 2.39129883762461e-06 2.39129883762232e-06 2.39129883762225e-06
20992 24.6 2.4017515253159e-06 2.40175152531871e-06 2.40175152532493e-06
21504 25.2 2.40173496651306e-06 2.40173496651315e-06 2.40173496650531e-06
22016 25.8 2.37521934013638e-06 2.37521934013534e-06 2.37521934013006e-06
22528 26.4 2.34813845353924e-06 2.34813845353224e-06 2.34813845354591e-06
23040 27 2.33739526925289e-06 2.33739526925874e-06 2.3373952692656e-06
23552 27.6 2.33140373170199e-06 2.33140373170413e-06 2.33140373170319e-06
24064 28.2 2.40857558204448e-06 2.40857558204191e-06 2.40857558205112e-06
24576 28.8 2.53768549496127e-06 2.5376854949578e-06 2.53768549496171e-06
25088 29.4 2.66668687168373e-06 2.66668687168235e-06 2.66668687169795e-06
25600 30 2.77544472902821e-06 2.77544472901179e-06 2.77544472902689e-06
26112 30.6 2.832412397974e-06 2.83241239797369e-06 2.832412397988e-06
26624 31.2 2.8695512754885e-06 2.86955127549666e-06 2.86955127550234e-06
27136 31.8 2.91873402090122e-06 2.91873402088844e-06 2.91873402088469e-06
27648 32.4 2.91380014438285e-06 2.91380014437583e-06 2.91380014438062e-06
28160 33 2.87542328325583e-06 2.87542328325273e-06 2.87542328325794e-06
28672 33.6 2.88010896425374e-06 2.88010896425005e-06 2.88010896424804e-06
29184 34.2 2.86320199464887e-06 2.86320199467427e-06 2.86320199465066e-06
29696 34.8 2.78050316634879e-06 2.78050316637323e-06 2.78050316636047e-06
30208 35.4 2.68978147486332e-06 2.68978147488031e-06 2.68978147488178e-06
30720 36 2.58896959564396e-06 2.58896959565558e-06 2.58896959565471e-06
31232 36.6 2.47353338223322e-06 2.47353338222254e-06 2.47353338222679e-06
31744 37.2 2.34988117496878e-06 2.34988117497844e-06 2.34988117498597e-06
32256 37.8 2.21421746083869e-06 2.21421746085608e-06 2.21421746085019e-06
32768 38.4 2.1422149291904e-06 2.14221492918732e-06 2.14221492918433e-06
33280 39 2.15966045065188e-06 2.15966045065368e-06 2.15966045066084e-06
33792 39.6 2.19443901087168e-06 2.19443901087634e-06 2.19443901088133e-06
34304 40.2 2.23817184668487e-06 2.23817184668588e-06 2.23817184666766e-06
34816 40.8 2.29195314349106e-06 2.29195314349692e-06 2.29195314349408e-06
35328 41.4 2.3072662611425e-06 2.30726626114978e-06 2.3072662611417e-06
35840 42 2.26688812916983e-06 2.26688812918025e-06 2.26688812917487e-06
36352 42.6 2.23300071927086e-06 2.23300071927055e-06 2.2330007192776e-06
36864 43.2 2.20429347250528e-06 2.20429347250458e-06 2.2042934725218e-06
37376 43.8 2.15464104327911e-06 2.1546410432708e-06 2.15464104327547e-06
37888 44.4 2.11168057069173e-06 2.11168057069717e-06 2.11168057070028e-06
38400 45 2.13570338970137e-06 2.13570338970167e-06 2.13570338969897e-06
38912 45.6 2.17021196663453e-06 2.17021196664031e-06 2.17021196665272e-06
39424 46.2 2.20158925334249e-06 2.20158925333959e-06 2.20158925336146e-06
39936 46.8 2.21449437027618e-06 2.21449437028722e-06 2.21449437029653e-06
40448 47.4 2.22686176471717e-06 2.22686176472117e-06 2.22686176473332e-06
40960 48 2.21843809087109e-06 2.21843809087205e-06 2.21843809087221e-06
41472 48.6 2.21345894248609e-06 2.21345894250439e-06 2.21345894251314e-06
41984 49.2 2.19486826636699e-06 2.19486826638608e-06 2.19486826639213e-06
42496 49.8 2.19169609770447e-06 2.1916960977229e-06 2.19169609772353e-06
43008 50.4 2.22131914357716e-06 2.2213191435894e-06 2.22131914358089e-06
43520 51 2.27644084601726e-06 2.27644084602949e-06 2.27644084601465e-06
44032 51.6 2.32428562938971e-06 2.32428562939343e-06 2.32428562939704e-06
44544 52.2 2.38590761915074e-06 2.38590761914527e-06 2.38590761914504e-06
45056 52.8 2.41560225408675e-06 2.41560225409376e-06 2.41560225408827e-06
45568 53.4 2.39417891213916e-06 2.39417891213797e-06 2.39417891214069e-06
46080 54 2.35357339278182e-06 2.35357339278692e-06 2.35357339278106e-06
