# Scalar ASCII output created by CarpetIOScalar
# created on malvi-BOHK-WAX9X by malvi on Jul 12 2025 at 20:39:28+0200
# parameter filename: "./TOV_example.par"
# Build ID: build-sim-malvi-BOHK-WAX9X-malvi-2025.07.12-13.11.05-262947
# Simulation ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-18.39.19-413798
# Run ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-18.39.19-413798
#
# GRHYDRO::dens (grhydro-dens)
# 1:iteration 2:time 3:data
# data columns: 3:dens
25600 30 1.10571310380263e-10
26112 30.6 1.105731813791e-10
26624 31.2 1.10575522912113e-10
27136 31.8 1.10578488797573e-10
27648 32.4 1.10582093008062e-10
28160 33 1.10586098216344e-10
28672 33.6 1.105902700186e-10
29184 34.2 1.10594572803385e-10
29696 34.8 1.10598998959791e-10
30208 35.4 1.10603396834871e-10
30720 36 1.10607504974951e-10
31232 36.6 1.10611035329701e-10
31744 37.2 1.10613839916634e-10
32256 37.8 1.10616023552869e-10
32768 38.4 1.10617709925841e-10
33280 39 1.10618856959985e-10
33792 39.6 1.10619475221487e-10
34304 40.2 1.10619707528876e-10
34816 40.8 1.10619707528876e-10
35328 41.4 1.10619707528876e-10
35840 42 1.10619707528876e-10
36352 42.6 1.10619707528876e-10
36864 43.2 1.10619707528876e-10
37376 43.8 1.10619707528876e-10
37888 44.4 1.10619707528876e-10
38400 45 1.10619707528876e-10
38912 45.6 1.10619707528876e-10
39424 46.2 1.10619707528876e-10
39936 46.8 1.10619707528876e-10
40448 47.4 1.10619707528876e-10
40960 48 1.10619707528876e-10
41472 48.6 1.10619707528876e-10
41984 49.2 1.10619707528876e-10
42496 49.8 1.10619707528876e-10
43008 50.4 1.10619707528876e-10
43520 51 1.10619707528876e-10
44032 51.6 1.10619707528876e-10
44544 52.2 1.10619707528876e-10
45056 52.8 1.10619707528876e-10
45568 53.4 1.10619707528876e-10
46080 54 1.10619707528876e-10
46592 54.6 1.10619707528876e-10
47104 55.2 1.10619707528876e-10
47616 55.8 1.10619707528876e-10
48128 56.4 1.10619707528876e-10
48640 57 1.10619707528876e-10
49152 57.6 1.10619707528876e-10
49664 58.2 1.10619707528876e-10
50176 58.8 1.10619707528876e-10
50688 59.4 1.10619707528876e-10
51200 60 1.10619707528876e-10
51712 60.6 1.10619707528876e-10
52224 61.2 1.10619707528876e-10
52736 61.8 1.10619707528876e-10
53248 62.4 1.10619707528876e-10
53760 63 1.10619707528876e-10
54272 63.6 1.10619707528876e-10
54784 64.2 1.10619707528876e-10
55296 64.8 1.10619707528876e-10
55808 65.4 1.10619707528876e-10
56320 66 1.10619707528876e-10
56832 66.6 1.10619707528876e-10
57344 67.2 1.10619707528876e-10
57856 67.8 1.10619707528876e-10
58368 68.4 1.10619707528876e-10
58880 69 1.10619707528876e-10
59392 69.6 1.10619707528876e-10
59904 70.2 1.10619707528876e-10
60416 70.8 1.10619707528876e-10
60928 71.4 1.10619707528876e-10
61440 72 1.10619707528876e-10
61952 72.6 1.10619707528876e-10
62464 73.2 1.10619707528876e-10
62976 73.8 1.10619707528876e-10
63488 74.4 1.10619707528876e-10
64000 75 1.10619707528876e-10
64512 75.6 1.10619707528876e-10
65024 76.2 1.10619707528876e-10
65536 76.8 1.10619707528876e-10
66048 77.4 1.10619707528876e-10
66560 78 1.10619707528876e-10
67072 78.6 1.10619707528876e-10
67584 79.2 1.10619707528876e-10
68096 79.8 1.10619707528876e-10
68608 80.4 1.10619707528876e-10
69120 81 1.10619707528876e-10
69632 81.6 1.10619707528876e-10
70144 82.2 1.10619707528876e-10
70656 82.8 1.10619707528876e-10
71168 83.4 1.10619707528876e-10
71680 84 1.10619707528876e-10
72192 84.6 1.10619707528876e-10
72704 85.2 1.10619707528876e-10
73216 85.8 1.10619707528876e-10
73728 86.4 1.10619707528876e-10
74240 87 1.10619707528876e-10
74752 87.6 1.10619707528876e-10
75264 88.2 1.10619707528876e-10
75776 88.8 1.10619707528876e-10
76288 89.4 1.10619707528876e-10
76800 90 1.10619707528876e-10
77312 90.6 1.10619707528876e-10
77824 91.2 1.10619707528876e-10
78336 91.8 1.10619707528876e-10
78848 92.4 1.10619707528876e-10
79360 93 1.10619707528876e-10
79872 93.6 1.10619707528876e-10
80384 94.2 1.10619707528876e-10
80896 94.8 1.10619707528876e-10
81408 95.4 1.10619707528876e-10
81920 96 1.10619707528876e-10
82432 96.6 1.10619707528876e-10
82944 97.2 1.10619707528876e-10
83456 97.8 1.10619707528876e-10
83968 98.4 1.10619707528876e-10
84480 99 1.10619707528876e-10
84992 99.6 1.10619707528876e-10
85504 100.2 1.10619707528876e-10
86016 100.8 1.10619707528876e-10
86528 101.4 1.10619707528876e-10
87040 102 1.10619707528876e-10
87552 102.6 1.10619707528876e-10
88064 103.2 1.10619707528876e-10
88576 103.8 1.10619707528876e-10
89088 104.4 1.10619707528876e-10
89600 105 1.10619707528876e-10
90112 105.6 1.10619707528876e-10
90624 106.2 1.10619707528876e-10
91136 106.8 1.10619707528876e-10
91648 107.4 1.10619707528876e-10
92160 108 1.10619707528876e-10
92672 108.6 1.10619707528876e-10
93184 109.2 1.10619707528876e-10
93696 109.8 1.10619707528876e-10
94208 110.4 1.10619707528876e-10
94720 111 1.10619707528876e-10
95232 111.6 1.10619707528876e-10
95744 112.2 1.10619707528876e-10
96256 112.8 1.10619707528876e-10
96768 113.4 1.10619707528876e-10
97280 114 1.10619707528876e-10
97792 114.6 1.10619707528876e-10
98304 115.2 1.10619707528876e-10
98816 115.8 1.10619707528876e-10
99328 116.4 1.10619707528876e-10
99840 117 1.10619707528876e-10
100352 117.6 1.10619707528876e-10
100864 118.2 1.10619707528876e-10
101376 118.8 1.10619707528876e-10
101888 119.4 1.10619707528876e-10
102400 120 1.10619707528876e-10
102912 120.6 1.10619707528876e-10
103424 121.2 1.10619707528876e-10
103936 121.8 1.10619707528876e-10
104448 122.4 1.10619707528876e-10
104960 123 1.10619707528876e-10
105472 123.6 1.10619707528876e-10
105984 124.2 1.10619707528876e-10
106496 124.8 1.10619707528876e-10
107008 125.4 1.10619707528876e-10
107520 126 1.10619707528876e-10
108032 126.6 1.10619707528876e-10
108544 127.2 1.10619707528876e-10
109056 127.8 1.10619707528876e-10
109568 128.4 1.10619707528876e-10
110080 129 1.10619707528876e-10
110592 129.6 1.10619707528876e-10
111104 130.2 1.10619707528876e-10
111616 130.8 1.10619707528876e-10
112128 131.4 1.10619707528876e-10
112640 132 1.10619707528876e-10
113152 132.6 1.10619707528876e-10
113664 133.2 1.10619707528876e-10
114176 133.8 1.10619707528876e-10
114688 134.4 1.10619707528876e-10
115200 135 1.10619707528876e-10
115712 135.6 1.10619707528876e-10
116224 136.2 1.10619707528876e-10
116736 136.8 1.10619707528876e-10
117248 137.4 1.10619707528876e-10
117760 138 1.10619707528876e-10
118272 138.6 1.10619707528876e-10
118784 139.2 1.10619707528876e-10
119296 139.8 1.10619707528876e-10
119808 140.4 1.10619707528876e-10
120320 141 1.10619707528876e-10
120832 141.6 1.10619707528876e-10
121344 142.2 1.10619707528876e-10
121856 142.8 1.10619707528876e-10
122368 143.4 1.10619707528876e-10
122880 144 1.10619707528876e-10
123392 144.6 1.10619707528876e-10
123904 145.2 1.10619707528876e-10
124416 145.8 1.10619707528876e-10
124928 146.4 1.10619707528876e-10
125440 147 1.10619707528876e-10
125952 147.6 1.10619707528876e-10
126464 148.2 1.10619707528876e-10
126976 148.8 1.10619707528876e-10
127488 149.4 1.10619707528876e-10
128000 150 1.10619707528876e-10
128512 150.6 1.10619707528876e-10
129024 151.2 1.10619707528876e-10
129536 151.8 1.10619707528876e-10
130048 152.4 1.10619707528876e-10
130560 153 1.10619707528876e-10
131072 153.6 1.10619707528876e-10
131584 154.2 1.10619707528876e-10
132096 154.8 1.10619707528876e-10
132608 155.4 1.10619707528876e-10
133120 156 1.10619707528876e-10
133632 156.6 1.10619707528876e-10
134144 157.2 1.10619707528876e-10
134656 157.8 1.10619707528876e-10
135168 158.4 1.10619707528876e-10
135680 159 1.10619707528876e-10
136192 159.6 1.10619707528876e-10
136704 160.2 1.10619707528876e-10
137216 160.8 1.10619707528876e-10
137728 161.4 1.10619707528876e-10
138240 162 1.10619707528876e-10
138752 162.6 1.10619707528876e-10
139264 163.2 1.10619707528876e-10
139776 163.8 1.10619707528876e-10
140288 164.4 1.10619707528876e-10
140800 165 1.10619707528876e-10
141312 165.6 1.10619707528876e-10
141824 166.2 1.10619707528876e-10
142336 166.8 1.10619707528876e-10
142848 167.4 1.10619707528876e-10
143360 168 1.10619707528876e-10
143872 168.6 1.10619707528876e-10
144384 169.2 1.10619707528876e-10
144896 169.8 1.10619707528876e-10
145408 170.4 1.10619707528876e-10
145920 171 1.10619707528876e-10
146432 171.6 1.10619707528876e-10
146944 172.2 1.10619707528876e-10
147456 172.8 1.10619707528876e-10
147968 173.4 1.10619707528876e-10
148480 174 1.10619707528876e-10
148992 174.6 1.10619707528876e-10
149504 175.2 1.10619707528876e-10
150016 175.8 1.10619707528876e-10
150528 176.4 1.10619707528876e-10
151040 177 1.10619707528876e-10
151552 177.6 1.10619707528876e-10
152064 178.2 1.10619707528876e-10
152576 178.8 1.10619707528876e-10
153088 179.4 1.10619707528876e-10
153600 180 1.10619707528876e-10
154112 180.6 1.10619707528876e-10
154624 181.2 1.10619707528876e-10
155136 181.8 1.10619707528876e-10
155648 182.4 1.10619707528876e-10
156160 183 1.10619707528876e-10
156672 183.6 1.10619707528876e-10
157184 184.2 1.10619707528876e-10
157696 184.8 1.10619707528876e-10
158208 185.4 1.10619707528876e-10
158720 186 1.10619707528876e-10
159232 186.6 1.10619707528876e-10
159744 187.2 1.10619707528876e-10
160256 187.8 1.10619707528876e-10
160768 188.4 1.10619707528876e-10
161280 189 1.10619707528876e-10
161792 189.6 1.10619707528876e-10
162304 190.2 1.10619707528876e-10
162816 190.8 1.10619707528876e-10
163328 191.4 1.10619707528876e-10
163840 192 1.10619707528876e-10
164352 192.6 1.10619707528876e-10
164864 193.2 1.10619707528876e-10
165376 193.8 1.10619707528876e-10
165888 194.4 1.10619707528876e-10
166400 195 1.10619707528876e-10
166912 195.6 1.10619707528876e-10
167424 196.2 1.10619707528876e-10
167936 196.8 1.10619707528876e-10
168448 197.4 1.10619707528876e-10
168960 198 1.10619707528876e-10
169472 198.6 1.10619707528876e-10
169984 199.2 1.10619707528876e-10
170496 199.8 1.10619707528876e-10
171008 200.4 1.10619707528876e-10
171520 201 1.10619707528876e-10
172032 201.6 1.10619707528876e-10
172544 202.2 1.10619707528876e-10
173056 202.8 1.10619707528876e-10
173568 203.4 1.10619707528876e-10
174080 204 1.10619707528876e-10
174592 204.6 1.10619707528876e-10
175104 205.2 1.10619707528876e-10
175616 205.8 1.10619707528876e-10
176128 206.4 1.10619707528876e-10
176640 207 1.10619707528876e-10
177152 207.6 1.10619707528876e-10
177664 208.2 1.10619707528876e-10
178176 208.8 1.10619707528876e-10
178688 209.4 1.10619707528876e-10
179200 210 1.10619707528876e-10
179712 210.6 1.10619707528876e-10
180224 211.2 1.10619707528876e-10
180736 211.8 1.10619707528876e-10
181248 212.4 1.10619707528876e-10
181760 213 1.10619707528876e-10
182272 213.6 1.10619707528876e-10
182784 214.2 1.10619707528876e-10
183296 214.8 1.10619707528876e-10
183808 215.4 1.10619707528876e-10
184320 216 1.10619707528876e-10
184832 216.6 1.10619707528876e-10
185344 217.2 1.10619707528876e-10
185856 217.8 1.10619707528876e-10
186368 218.4 1.10619707528876e-10
186880 219 1.10619707528876e-10
187392 219.6 1.10619707528876e-10
187904 220.2 1.10619707528876e-10
188416 220.8 1.10619707528876e-10
188928 221.4 1.10619707528876e-10
189440 222 1.10619707528876e-10
189952 222.6 1.10619707528876e-10
190464 223.2 1.10619707528876e-10
190976 223.8 1.10619707528876e-10
191488 224.4 1.10619707528876e-10
192000 225 1.10619707528876e-10
192512 225.6 1.10619707528876e-10
193024 226.2 1.10619707528876e-10
193536 226.8 1.10619707528876e-10
194048 227.4 1.10619707528876e-10
194560 228 1.10619707528876e-10
195072 228.6 1.10619707528876e-10
195584 229.2 1.10619707528876e-10
196096 229.8 1.10619707528876e-10
196608 230.4 1.10619707528876e-10
197120 231 1.10619707528876e-10
197632 231.6 1.10619707528876e-10
198144 232.2 1.10619707528876e-10
198656 232.8 1.10619707528876e-10
199168 233.4 1.10619707528876e-10
199680 234 1.10619707528876e-10
200192 234.6 1.10619707528876e-10
200704 235.2 1.10619707528876e-10
201216 235.8 1.10619707528876e-10
201728 236.4 1.10619707528876e-10
202240 237 1.10619707528876e-10
202752 237.6 1.10619707528876e-10
203264 238.2 1.10619707528876e-10
203776 238.8 1.10619707528876e-10
204288 239.4 1.10619707528876e-10
204800 240 1.10619707528876e-10
205312 240.6 1.10619707528876e-10
205824 241.2 1.10619707528876e-10
206336 241.8 1.10619707528876e-10
206848 242.4 1.10619707528876e-10
207360 243 1.10619707528876e-10
207872 243.6 1.10619707528876e-10
208384 244.2 1.10619707528876e-10
208896 244.8 1.10619707528876e-10
209408 245.4 1.10619707528876e-10
209920 246 1.10619707528876e-10
210432 246.6 1.10619707528876e-10
210944 247.2 1.10619707528876e-10
211456 247.8 1.10619707528876e-10
211968 248.4 1.10619707528876e-10
212480 249 1.10619707528876e-10
212992 249.6 1.10619707528876e-10
213504 250.2 1.10619707528876e-10
214016 250.8 1.10619707528876e-10
214528 251.4 1.10619707528876e-10
215040 252 1.10619707528876e-10
215552 252.6 1.10619707528876e-10
216064 253.2 1.10619707528876e-10
216576 253.8 1.10619707528876e-10
217088 254.4 1.10619707528876e-10
217600 255 1.10619707528876e-10
218112 255.6 1.10619707528876e-10
218624 256.2 1.10619707528876e-10
219136 256.8 1.10619707528876e-10
219648 257.4 1.10619707528876e-10
220160 258 1.10619707528876e-10
220672 258.6 1.10619707528876e-10
221184 259.2 1.10619707528876e-10
221696 259.8 1.10619707528876e-10
222208 260.4 1.10619707528876e-10
222720 261 1.10619707528876e-10
223232 261.6 1.10619707528876e-10
223744 262.2 1.10619707528876e-10
224256 262.8 1.10619707528876e-10
224768 263.4 1.10619707528876e-10
225280 264 1.10619707528876e-10
225792 264.6 1.10619707528876e-10
226304 265.2 1.10619707528876e-10
226816 265.8 1.10619707528876e-10
227328 266.4 1.10619707528876e-10
227840 267 1.10619707528876e-10
228352 267.6 1.10619707528876e-10
228864 268.2 1.10619707528876e-10
229376 268.8 1.10619707528876e-10
229888 269.4 1.10619707528876e-10
230400 270 1.10619707528876e-10
230912 270.6 1.10619707528876e-10
231424 271.2 1.10619707528876e-10
231936 271.8 1.10619707528876e-10
232448 272.4 1.10619707528876e-10
232960 273 1.10619707528876e-10
233472 273.6 1.10619707528876e-10
233984 274.2 1.10619707528876e-10
234496 274.8 1.10619707528876e-10
235008 275.4 1.10619707528876e-10
235520 276 1.10619707528876e-10
236032 276.6 1.10619707528876e-10
236544 277.2 1.10619707528876e-10
237056 277.8 1.10619707528876e-10
237568 278.4 1.10619707528876e-10
238080 279 1.10619707528876e-10
238592 279.6 1.10619707528876e-10
239104 280.2 1.10619707528876e-10
239616 280.8 1.10619707528876e-10
240128 281.4 1.10619707528876e-10
240640 282 1.10619707528876e-10
241152 282.6 1.10619707528876e-10
241664 283.2 1.10619707528876e-10
242176 283.8 1.10619707528876e-10
242688 284.4 1.10619707528876e-10
243200 285 1.10619707528876e-10
243712 285.6 1.10619707528876e-10
244224 286.2 1.10619707528876e-10
244736 286.8 1.10619707528876e-10
245248 287.4 1.10619707528876e-10
245760 288 1.10619707528876e-10
246272 288.6 1.10619707528876e-10
246784 289.2 1.10619707528876e-10
247296 289.8 1.10619707528876e-10
247808 290.4 1.10619707528876e-10
248320 291 1.10619707528876e-10
248832 291.6 1.10619707528876e-10
249344 292.2 1.10619707528876e-10
249856 292.8 -nan
250368 293.4 -nan
250880 294 -nan
251392 294.6 -nan
251904 295.2 -nan
252416 295.8 -nan
252928 296.4 -nan
253440 297 -nan
253952 297.6 -nan
254464 298.2 -nan
254976 298.8 -nan
255488 299.4 -nan
256000 300 -nan
256512 300.6 -nan
257024 301.2 -nan
257536 301.8 -nan
258048 302.4 -nan
258560 303 -nan
259072 303.6 -nan
259584 304.2 -nan
260096 304.8 -nan
260608 305.4 -nan
261120 306 -nan
261632 306.6 -nan
262144 307.2 -nan
